sample_id	age_group	cell_type_subset	expression	group	marker
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.668608	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.170237	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	0.8895783	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.3301888	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.7947884	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.2755431	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.9018612	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.7005472	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.2768464	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.1330985	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	3.192007	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.7159656	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.427882	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.3235972	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.5506692	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.297024	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.4173028	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	3.2998903	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	3.1990526	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.4817271	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.6791689	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.8945053	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.009189	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.0626707	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.0380423	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.8924174	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.839121	intFB	Pdgfra
mo18_CD45neg1_d0	18mo	4:intFB	1.8530483	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.8776107	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	3.037691	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.9462532	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.2654053	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.1922622	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.7977886	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.2579513	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.605768	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.1152861	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.5645161	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.2703592	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.358239	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.4766784	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.9962397	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.4488913	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.8161678	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	3.2012846	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	3.060374	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.2577596	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.1606705	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	1.9204623	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.6782315	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.3985016	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.155829	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.4347575	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.3676927	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	0.5177194	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.9827996	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.142441	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.8940945	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.8687146	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.336369	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.1887364	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.3944478	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.0246134	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.2463412	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.4109416	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	3.0263715	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.9039943	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.3651478	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.6208956	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.7020737	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.4837564	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.4771688	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.85532	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.2095078	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	0.98923975	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.2309923	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.6494911	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.1399956	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.1915557	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.7560065	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.35825	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.621547	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.8344634	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.8579493	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.6489818	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.3023945	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	1.9929485	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.0482702	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.5812008	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	2.230251	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.8086262	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	3.3588376	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.3788779	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.5772702	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.5719573	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.3535357	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	3.2282932	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.036882	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.3182132	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.040077	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	3.125127	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.953621	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.5099965	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	3.088707	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.2050853	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.475472	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.6414441	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.0253744	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.3436116	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.5201048	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	3.2254272	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.195094	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.4224968	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.119062	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.6915188	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	3.0483398	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.5708998	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.7775275	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	3.0454252	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	2.4047415	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.8241469	intFB	Pdgfra
mo18_CD45neg1_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.3271785	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.0057671	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.3230406	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.4545443	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.1519958	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.294614	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.0000833	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.6209369	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.4690154	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.1776348	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.6707071	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	3.0814521	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.2580152	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.5780327	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	3.1717188	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.6749005	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	1.6781055	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.3029993	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.351345	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.5084871	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.0752094	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.0953887	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	1.835127	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.072131	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.7465613	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	3.0989757	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.4957324	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.8774934	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.8345695	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.4744754	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.2395668	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.8630965	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.3311107	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.2782025	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.6305256	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.262681	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.8497152	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.5672873	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.5727384	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.0765302	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.260832	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.1054589	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.922287	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.6717592	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.7369897	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.1009095	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.43411	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.0084305	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.9401041	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.1699622	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.1247742	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.2705436	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.512326	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.4386938	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.3866084	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.1522919	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	1.4862659	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.8054178	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.7700114	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.6478302	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.1123252	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.248612	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.548312	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.7500885	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.255654	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.7004253	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.2166584	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.028297	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.6028571	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.9805465	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.758918	intFB	Pdgfra
mo18_CD45neg1_d0	18mo	4:intFB	2.848401	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.5725522	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.7146572	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.9324882	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.4478947	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.7930106	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.41504	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.5923355	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.2416257	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.3567384	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.0235205	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.3444496	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.8217425	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.4128195	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.8803697	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.4345992	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.3132209	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.8679413	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.4616538	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.3967597	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.7395594	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.6360216	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.4003232	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.6407174	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.9269522	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.772823	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	1.6372061	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.4129658	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.2819024	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	3.1709893	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	1.3571668	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.0306104	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.7494004	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.7444491	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.2354546	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.96961504	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.939008	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.4221847	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.2982316	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.1657975	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.2798371	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.523744	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.5319922	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.0974543	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.8967376	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.0888312	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.8371952	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.4398398	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.0536427	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.2383103	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.3843694	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.8386512	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.8902669	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.699159	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.3456041	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.1440468	intFB	Pdgfra
mo18_CD45neg1_d0	18mo	4:intFB	2.4839904	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.749107	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.849934	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.430808	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.7787538	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.8039797	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.9975234	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.0960853	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.3660172	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.9494756	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.1716821	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.9078938	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo18_CD45neg1_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.21061	intFB	Pdgfra
mo18_CD45neg1_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.3405294	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.7015238	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.373852	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.312181	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.9869515	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.0688559	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.1033008	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.2252035	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.3845482	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.4500334	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.4690154	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.7070428	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.2898154	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.1325278	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	0.8828731	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.8498801	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	4.046451	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.1950178	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.1974328	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.728234	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.4997754	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.1560085	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.145378	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.7307138	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.8672471	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.8583596	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	3.1035366	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	2.3160148	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	1.1408643	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.9755256	intFB	Pdgfra
mo02_CD45neg1_d0	02mo	4:intFB	2.5866365	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.2677875	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	0.9004487	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.7337781	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.4305246	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.9431723	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	3.5568388	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	1.2996709	intFB	Pdgfra
mo18_FB_d0	18mo	4:intFB	2.4709966	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.8460513	intFB	Pdgfra
mo18_CD45neg2_d0	18mo	4:intFB	0.0	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.3598197	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	2.9130535	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	0.0	intFB	Pdgfra
mo02_CD45neg2_d0	02mo	4:intFB	1.941381	intFB	Pdgfra
mo02_FB_d0	02mo	4:intFB	1.6582078	intFB	Pdgfra
