young_sample_id	aged_sample_id	Loxl2_detection_rate_young	Loxl2_detection_rate_aged	Loxl2_detection_rate_young_minus_aged	Loxl2_detection_rate_young_higher	Loxl2_log2CPM1_young	Loxl2_log2CPM1_aged	Loxl2_log2CPM1_young_minus_aged	Loxl2_log2CPM1_young_higher	Loxl2_CPM_young	Loxl2_CPM_aged	Loxl2_CPM_young_minus_aged	Loxl2_CPM_young_higher
mo02_CD45neg1_d0	mo18_CD45neg1_d0	0.08666666666666667	0.003472222222222222	0.08319444444444445	True	3.443872038016784	0.6039386465578267	2.8399333914589575	True	9.882001581120253	0.5198602199840507	9.362141361136203	True
mo02_CD45neg1_d0	mo18_CD45neg2_d0	0.08666666666666667	0.009174311926605505	0.07749235474006116	True	3.443872038016784	1.2957195701913404	2.148152467825444	True	9.882001581120253	1.4549941218237479	8.427007459296505	True
mo02_CD45neg2_d0	mo18_CD45neg1_d0	0.0931899641577061	0.003472222222222222	0.08971774193548387	True	3.4836787251195593	0.6039386465578267	2.8797400785617326	True	10.18643726809939	0.5198602199840507	9.66657704811534	True
mo02_CD45neg2_d0	mo18_CD45neg2_d0	0.0931899641577061	0.009174311926605505	0.0840156522311006	True	3.4836787251195593	1.2957195701913404	2.187959154928219	True	10.18643726809939	1.4549941218237479	8.731443146275641	True
