gene	donor_id	sample	development_stage	sex	cell_type_level_2	n_cells	n_detected	detection_fraction	matrix_used
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTEC	48	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTEC	134	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTEC-mimetic	26	0	0	X
LOXL3	postnatal_10m_donor	baut5	10-month-old stage	unknown	mcTEC	8	0	0	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTEC	227	0	0	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTEC	511	2	0.00391389	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTEC-mimetic	76	2	0.0263158	X
LOXL3	postnatal_10m_donor	baut6	10-month-old stage	unknown	mcTEC	216	1	0.00462963	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTEC	42	0	0	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTEC	55	0	0	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTEC-mimetic	1	0	0	X
LOXL3	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mcTEC	2	0	0	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	cTEC	192	1	0.00520833	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	mTEC	36	0	0	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	mTEC-mimetic	31	1	0.0322581	X
LOXL4	6m_thymus_donor	GSM4838951	6-month-old stage	female	mcTEC	17	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	cTEC	1011	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	mTEC	14	0	0	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	mTEC-mimetic	17	1	0.0588235	X
LOXL4	6m_thymus_donor	GSM4838952	6-month-old stage	female	mcTEC	6	0	0	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	cTEC	2	0	0	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTEC	309	20	0.0647249	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTEC-mimetic	295	3	0.0101695	X
LOXL4	6m_thymus_donor	GSM4838953	6-month-old stage	female	mcTEC	14	1	0.0714286	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	cTEC	4	0	0	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTEC	237	1	0.00421941	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTEC-mimetic	1485	13	0.00875421	X
LOXL4	6m_thymus_donor	GSM4838954	6-month-old stage	female	mcTEC	2	0	0	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	cTEC	7	0	0	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTEC	22	1	0.0454545	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTEC-mimetic	11	0	0	X
LOXL4	F21	FCAImmP7179370	17th week post-fertilization stage	male	mcTEC	3	0	0	X
LOXL4	F23	FCAImmP7198635	12th week post-fertilization stage	male	cTEC	4	0	0	X
LOXL4	F23	FCAImmP7198635	12th week post-fertilization stage	male	mcTEC	2	0	0	X
LOXL4	F30	FCAImmP7277565	15th week post-fertilization stage	male	cTEC	4	0	0	X
LOXL4	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTEC	9	0	0	X
LOXL4	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTEC-mimetic	3	0	0	X
LOXL4	F30	FCAImmP7277565	15th week post-fertilization stage	male	mcTEC	5	0	0	X
LOXL4	F38	FCAImmP7528284	14th week post-fertilization stage	male	mTEC	9	0	0	X
LOXL4	F38	FCAImmP7528284	14th week post-fertilization stage	male	mTEC-mimetic	2	0	0	X
LOXL4	F38	FCAImmP7528285	14th week post-fertilization stage	male	cTEC	1	0	0	X
LOXL4	F38	FCAImmP7528285	14th week post-fertilization stage	male	mTEC	10	0	0	X
LOXL4	F38	FCAImmP7528285	14th week post-fertilization stage	male	mTEC-mimetic	2	0	0	X
LOXL4	F45	FCAImmP7579231	13th week post-fertilization stage	female	cTEC	1	0	0	X
LOXL4	F45	FCAImmP7579231	13th week post-fertilization stage	female	mTEC	4	0	0	X
LOXL4	F45	FCAImmP7579231	13th week post-fertilization stage	female	mTEC-mimetic	3	0	0	X
LOXL4	F45	FCAImmP7579231	13th week post-fertilization stage	female	mcTEC	2	0	0	X
LOXL4	F64	FCAImmP7851890	12th week post-fertilization stage	male	cTEC	2	0	0	X
LOXL4	F64	FCAImmP7851890	12th week post-fertilization stage	male	mTEC	1	0	0	X
LOXL4	F64	FCAImmP7851890	12th week post-fertilization stage	male	mcTEC	5	0	0	X
LOXL4	F64	FCAImmP7851891	12th week post-fertilization stage	male	cTEC	3	0	0	X
LOXL4	F64	FCAImmP7851891	12th week post-fertilization stage	male	mTEC	1	0	0	X
LOXL4	F64	FCAImmP7851891	12th week post-fertilization stage	male	mcTEC	3	0	0	X
LOXL4	F67	FCAImmP7851895	13th week post-fertilization stage	female	cTEC	1	0	0	X
LOXL4	F67	FCAImmP7851895	13th week post-fertilization stage	female	mTEC	4	0	0	X
LOXL4	F67	FCAImmP7851895	13th week post-fertilization stage	female	mTEC-mimetic	1	0	0	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	cTEC	87	0	0	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTEC	175	11	0.0628571	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTEC-mimetic	8	0	0	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mcTEC	164	2	0.0121951	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTEC	384	3	0.0078125	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTEC	1151	72	0.0625543	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTEC-mimetic	25	2	0.08	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mcTEC	251	23	0.0916335	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTEC	56	0	0	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTEC	46	1	0.0217391	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTEC-mimetic	2	1	0.5	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mcTEC	16	0	0	X
LOXL4	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTEC	30	0	0	X
LOXL4	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTEC	53	4	0.0754717	X
LOXL4	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mcTEC	7	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	cTEC	102	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	mTEC	115	3	0.026087	X
LOXL4	U09	TA9260013	6-month-old stage	female	mTEC-mimetic	9	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	mcTEC	4	0	0	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTEC	880	7	0.00795455	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTEC	169	6	0.035503	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTEC-mimetic	57	9	0.157895	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mcTEC	2160	77	0.0356481	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTEC	1402	4	0.00285307	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTEC	1138	35	0.0307557	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTEC-mimetic	70	2	0.0285714	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mcTEC	393	14	0.0356234	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	cTEC	6	0	0	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTEC	5	0	0	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTEC-mimetic	2	0	0	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mcTEC	1	1	1	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTEC	681	3	0.00440529	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTEC	329	20	0.0607903	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTEC-mimetic	55	3	0.0545455	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mcTEC	44	1	0.0227273	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	see_lv4_explore	1	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTEC	685	1	0.00145985	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTEC	342	18	0.0526316	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTEC-mimetic	65	8	0.123077	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mcTEC	45	2	0.0444444	X
LOXL4	Z11	TA9260017	2-year-old stage	female	mTEC	3	0	0	X
LOXL4	Z11	TA9260017	2-year-old stage	female	mTEC-mimetic	1	0	0	X
LOXL4	Z11	TA9260017	2-year-old stage	female	mcTEC	4	1	0.25	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	cTEC	3157	8	0.00253405	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTEC	974	9	0.00924025	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTEC-mimetic	131	0	0	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mcTEC	2432	7	0.00287829	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	see_lv4_explore	16	0	0	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	cTEC	186	1	0.00537634	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTEC	339	0	0	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTEC-mimetic	468	2	0.0042735	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mcTEC	277	2	0.00722022	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	see_lv4_explore	23	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	cTEC	243	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTEC	367	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTEC-mimetic	458	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mcTEC	263	1	0.00380228	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	see_lv4_explore	26	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTEC	48	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTEC	134	1	0.00746269	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTEC-mimetic	26	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	mcTEC	8	1	0.125	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTEC	227	2	0.00881057	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTEC	511	24	0.0469667	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTEC-mimetic	76	7	0.0921053	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	mcTEC	216	8	0.037037	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTEC	42	0	0	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTEC	55	2	0.0363636	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTEC-mimetic	1	0	0	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mcTEC	2	0	0	X
