join_strategy	total_expression_cells	matched_metadata_cells	unmatched_expression_cells	unmatched_metadata_cells	match_rate	fields_available_after_join	target_compartment_availability_after_join	pilot_pass
exact	7766	7063	703	506184	0.909477	donor_id;sample_id;age_years;sex;broad_compartment;fine_cell_type;target_compartments	ctec_like;endothelial;epithelial_or_epi;immature_TEC;mesenchymal_or_fibroblast_like;mtec_like;post_AIRE_mTEC	yes
