field_name	dtype	non_null_count	unique_count	examples	candidate_role
feature_is_filtered	bool	32088	1	False	feature_metadata
feature_name	category	32088	32078	TSPAN6; TNMD; DPM1; SCYL3; FIRRM; FGR; CFH; FUCA2; GCLC; NFYA; STPG1; NIPAL3	gene_symbol
feature_reference	category	32088	1	NCBITaxon:9606	feature_metadata
feature_biotype	category	32088	1	gene	feature_metadata
feature_length	category	32088	4982	2396; 873; 1262; 2916; 2661; 2021; 3057; 737; 1405; 3934; 791; 1757	feature_metadata
feature_type	category	32088	23	protein_coding; transcribed_unprocessed_pseudogene; lncRNA; transcribed_unitary_pseudogene; IG_V_pseudogene; transcribed_processed_pseudogene; processed_pseudogene; TR_V_pseudogene; unprocessed_pseudogene; IG_V_gene; TR_V_gene; IG_C_gene	feature_metadata
