age_group	broad_compartment	fine_cell_type	target_compartments	gene	n_cells	n_detected_cells	detection_fraction	n_donor_sample_units
adult_40_64y	MK	MK	other	LOXL2	616	0	0.0	3
adult_40_64y	MK	MK	other	LOXL3	616	19	0.030844155844155844	3
adult_40_64y	MK	MK	other	LOXL4	616	0	0.0	3
adult_40_64y	Memory_B	Memory_B	other	LOX	753	0	0.0	3
adult_40_64y	Memory_B	Memory_B	other	LOXL1	753	0	0.0	3
adult_40_64y	Memory_B	Memory_B	other	LOXL2	753	2	0.0026560424966799467	3
adult_40_64y	Memory_B	Memory_B	other	LOXL3	753	3	0.00398406374501992	3
adult_40_64y	Memory_B	Memory_B	other	LOXL4	753	0	0.0	3
adult_40_64y	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOX	21692	5780	0.2664576802507837	14
adult_40_64y	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL1	21692	2632	0.12133505439793472	14
adult_40_64y	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL2	21692	933	0.04301124838650194	14
adult_40_64y	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL3	21692	498	0.02295777245067306	14
adult_40_64y	Mes	Fb_1	mesenchymal_or_fibroblast_like	LOXL4	21692	528	0.02434077079107505	14
adult_40_64y	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOX	9087	5390	0.59315505667437	14
adult_40_64y	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL1	9087	5948	0.6545614614284142	14
adult_40_64y	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL2	9087	1288	0.1417409486079014	14
adult_40_64y	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL3	9087	376	0.04137779245075383	14
adult_40_64y	Mes	Fb_2	mesenchymal_or_fibroblast_like	LOXL4	9087	594	0.06536810828656323	14
adult_40_64y	Mes	MKI67+Fb	mesenchymal_or_fibroblast_like	LOX	31	5	0.16129032258064516	4
adult_40_64y	Mes	MKI67+Fb	mesenchymal_or_fibroblast_like	LOXL1	31	7	0.22580645161290322	4
adult_40_64y	Mes	MKI67+Fb	mesenchymal_or_fibroblast_like	LOXL2	31	2	0.06451612903225806	4
adult_40_64y	Mes	MKI67+Fb	mesenchymal_or_fibroblast_like	LOXL3	31	1	0.03225806451612903	4
adult_40_64y	Mes	MKI67+Fb	mesenchymal_or_fibroblast_like	LOXL4	31	0	0.0	4
adult_40_64y	Mes	MKI67+VSMCs	mesenchymal_or_fibroblast_like	LOX	1	0	0.0	1
adult_40_64y	Mes	MKI67+VSMCs	mesenchymal_or_fibroblast_like	LOXL1	1	0	0.0	1
adult_40_64y	Mes	MKI67+VSMCs	mesenchymal_or_fibroblast_like	LOXL2	1	0	0.0	1
adult_40_64y	Mes	MKI67+VSMCs	mesenchymal_or_fibroblast_like	LOXL3	1	0	0.0	1
adult_40_64y	Mes	MKI67+VSMCs	mesenchymal_or_fibroblast_like	LOXL4	1	0	0.0	1
adult_40_64y	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOX	844	131	0.1552132701421801	14
adult_40_64y	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL1	844	81	0.09597156398104266	14
adult_40_64y	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL2	844	52	0.061611374407582936	14
adult_40_64y	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL3	844	8	0.009478672985781991	14
adult_40_64y	Mes	VSMCs	mesenchymal_or_fibroblast_like	LOXL4	844	11	0.013033175355450236	14
adult_40_64y	Mono1	Mono1	other	LOX	4235	0	0.0	3
adult_40_64y	Mono1	Mono1	other	LOXL1	4235	0	0.0	3
adult_40_64y	Mono1	Mono1	other	LOXL2	4235	2	0.0004722550177095632	3
adult_40_64y	Mono1	Mono1	other	LOXL3	4235	198	0.046753246753246755	3
adult_40_64y	Mono1	Mono1	other	LOXL4	4235	2	0.0004722550177095632	3
adult_40_64y	Mono2	Mono2	other	LOX	955	0	0.0	3
adult_40_64y	Mono2	Mono2	other	LOXL1	955	0	0.0	3
adult_40_64y	Mono2	Mono2	other	LOXL2	955	0	0.0	3
adult_40_64y	Mono2	Mono2	other	LOXL3	955	133	0.13926701570680627	3
adult_40_64y	Mono2	Mono2	other	LOXL4	955	1	0.0010471204188481676	3
adult_40_64y	NK	CD56_Bright_NK	other	LOX	70	0	0.0	3
adult_40_64y	NK	CD56_Bright_NK	other	LOXL1	70	0	0.0	3
adult_40_64y	NK	CD56_Bright_NK	other	LOXL2	70	0	0.0	3
adult_40_64y	NK	CD56_Bright_NK	other	LOXL3	70	0	0.0	3
adult_40_64y	NK	CD56_Bright_NK	other	LOXL4	70	0	0.0	3
adult_40_64y	NK	CD56_Dim_NK	other	LOX	653	0	0.0	3
adult_40_64y	NK	CD56_Dim_NK	other	LOXL1	653	0	0.0	3
adult_40_64y	NK	CD56_Dim_NK	other	LOXL2	653	0	0.0	3
adult_40_64y	NK	CD56_Dim_NK	other	LOXL3	653	1	0.0015313935681470138	3
adult_40_64y	NK	CD56_Dim_NK	other	LOXL4	653	0	0.0	3
adult_40_64y	NK	LAG3+NK	other	LOX	1297	0	0.0	3
adult_40_64y	NK	LAG3+NK	other	LOXL1	1297	4	0.0030840400925212026	3
adult_40_64y	NK	LAG3+NK	other	LOXL2	1297	1	0.0007710100231303007	3
adult_40_64y	NK	LAG3+NK	other	LOXL3	1297	1	0.0007710100231303007	3
adult_40_64y	NK	LAG3+NK	other	LOXL4	1297	0	0.0	3
adult_40_64y	Naive_B	Naive_B	other	LOX	1610	0	0.0	3
adult_40_64y	Naive_B	Naive_B	other	LOXL1	1610	0	0.0	3
adult_40_64y	Naive_B	Naive_B	other	LOXL2	1610	3	0.0018633540372670807	3
adult_40_64y	Naive_B	Naive_B	other	LOXL3	1610	2	0.0012422360248447205	3
adult_40_64y	Naive_B	Naive_B	other	LOXL4	1610	0	0.0	3
adult_40_64y	Plasma	Plasma	other	LOX	91	0	0.0	3
adult_40_64y	Plasma	Plasma	other	LOXL1	91	0	0.0	3
adult_40_64y	Plasma	Plasma	other	LOXL2	91	4	0.04395604395604396	3
adult_40_64y	Plasma	Plasma	other	LOXL3	91	0	0.0	3
adult_40_64y	Plasma	Plasma	other	LOXL4	91	0	0.0	3
adult_40_64y	Tcell	CD4+CTL	other	LOX	689	0	0.0	3
adult_40_64y	Tcell	CD4+CTL	other	LOXL1	689	4	0.005805515239477504	3
adult_40_64y	Tcell	CD4+CTL	other	LOXL2	689	2	0.002902757619738752	3
adult_40_64y	Tcell	CD4+CTL	other	LOXL3	689	0	0.0	3
adult_40_64y	Tcell	CD4+CTL	other	LOXL4	689	2	0.002902757619738752	3
adult_40_64y	Tcell	CD4+RTE	other	LOX	78	0	0.0	3
adult_40_64y	Tcell	CD4+RTE	other	LOXL1	78	0	0.0	3
adult_40_64y	Tcell	CD4+RTE	other	LOXL2	78	1	0.01282051282051282	3
adult_40_64y	Tcell	CD4+RTE	other	LOXL3	78	0	0.0	3
adult_40_64y	Tcell	CD4+RTE	other	LOXL4	78	0	0.0	3
adult_40_64y	Tcell	CD4+TCM	other	LOX	1622	0	0.0	3
adult_40_64y	Tcell	CD4+TCM	other	LOXL1	1622	6	0.0036991368680641184	3
adult_40_64y	Tcell	CD4+TCM	other	LOXL2	1622	2	0.0012330456226880395	3
adult_40_64y	Tcell	CD4+TCM	other	LOXL3	1622	2	0.0012330456226880395	3
adult_40_64y	Tcell	CD4+TCM	other	LOXL4	1622	0	0.0	3
adult_40_64y	Tcell	CD4+TEFF	other	LOX	1074	0	0.0	3
adult_40_64y	Tcell	CD4+TEFF	other	LOXL1	1074	22	0.020484171322160148	3
adult_40_64y	Tcell	CD4+TEFF	other	LOXL2	1074	2	0.00186219739292365	3
adult_40_64y	Tcell	CD4+TEFF	other	LOXL3	1074	0	0.0	3
adult_40_64y	Tcell	CD4+TEFF	other	LOXL4	1074	0	0.0	3
adult_40_64y	Tcell	CD4+TEM	other	LOX	537	0	0.0	3
adult_40_64y	Tcell	CD4+TEM	other	LOXL1	537	9	0.01675977653631285	3
adult_40_64y	Tcell	CD4+TEM	other	LOXL2	537	0	0.0	3
adult_40_64y	Tcell	CD4+TEM	other	LOXL3	537	0	0.0	3
adult_40_64y	Tcell	CD4+TEM	other	LOXL4	537	0	0.0	3
adult_40_64y	Tcell	CD4+TN	other	LOX	2567	0	0.0	3
adult_40_64y	Tcell	CD4+TN	other	LOXL1	2567	3	0.001168679392286716	3
adult_40_64y	Tcell	CD4+TN	other	LOXL2	2567	5	0.0019477989871445266	3
adult_40_64y	Tcell	CD4+TN	other	LOXL3	2567	3	0.001168679392286716	3
adult_40_64y	Tcell	CD4+TN	other	LOXL4	2567	0	0.0	3
adult_40_64y	Tcell	CD8+RTE	other	LOX	17	0	0.0	3
adult_40_64y	Tcell	CD8+RTE	other	LOXL1	17	0	0.0	3
adult_40_64y	Tcell	CD8+RTE	other	LOXL2	17	0	0.0	3
adult_40_64y	Tcell	CD8+RTE	other	LOXL3	17	0	0.0	3
adult_40_64y	Tcell	CD8+RTE	other	LOXL4	17	0	0.0	3
adult_40_64y	Tcell	CD8+TCM	other	LOX	331	0	0.0	3
adult_40_64y	Tcell	CD8+TCM	other	LOXL1	331	0	0.0	3
adult_40_64y	Tcell	CD8+TCM	other	LOXL2	331	1	0.0030211480362537764	3
adult_40_64y	Tcell	CD8+TCM	other	LOXL3	331	0	0.0	3
adult_40_64y	Tcell	CD8+TCM	other	LOXL4	331	0	0.0	3
adult_40_64y	Tcell	CD8+TEM-B	other	LOX	716	0	0.0	3
adult_40_64y	Tcell	CD8+TEM-B	other	LOXL1	716	7	0.009776536312849162	3
adult_40_64y	Tcell	CD8+TEM-B	other	LOXL2	716	0	0.0	3
adult_40_64y	Tcell	CD8+TEM-B	other	LOXL3	716	1	0.0013966480446927375	3
adult_40_64y	Tcell	CD8+TEM-B	other	LOXL4	716	1	0.0013966480446927375	3
adult_40_64y	Tcell	CD8+TEM-K	other	LOX	1049	1	0.0009532888465204957	3
adult_40_64y	Tcell	CD8+TEM-K	other	LOXL1	1049	7	0.00667302192564347	3
adult_40_64y	Tcell	CD8+TEM-K	other	LOXL2	1049	2	0.0019065776930409914	3
adult_40_64y	Tcell	CD8+TEM-K	other	LOXL3	1049	2	0.0019065776930409914	3
adult_40_64y	Tcell	CD8+TEM-K	other	LOXL4	1049	0	0.0	3
adult_40_64y	Tcell	CD8+TN	other	LOX	773	1	0.00129366106080207	3
adult_40_64y	Tcell	CD8+TN	other	LOXL1	773	0	0.0	3
adult_40_64y	Tcell	CD8+TN	other	LOXL2	773	2	0.00258732212160414	3
adult_40_64y	Tcell	CD8+TN	other	LOXL3	773	0	0.0	3
adult_40_64y	Tcell	CD8+TN	other	LOXL4	773	0	0.0	3
adult_40_64y	Tcell	IFN_T	other	LOX	163	0	0.0	3
adult_40_64y	Tcell	IFN_T	other	LOXL1	163	2	0.012269938650306749	3
adult_40_64y	Tcell	IFN_T	other	LOXL2	163	0	0.0	3
adult_40_64y	Tcell	IFN_T	other	LOXL3	163	1	0.006134969325153374	3
adult_40_64y	Tcell	IFN_T	other	LOXL4	163	0	0.0	3
adult_40_64y	Tcell	MAIT	other	LOX	259	0	0.0	3
adult_40_64y	Tcell	MAIT	other	LOXL1	259	2	0.007722007722007722	3
adult_40_64y	Tcell	MAIT	other	LOXL2	259	1	0.003861003861003861	3
adult_40_64y	Tcell	MAIT	other	LOXL3	259	0	0.0	3
adult_40_64y	Tcell	MAIT	other	LOXL4	259	0	0.0	3
adult_40_64y	Tcell	T_un	other	LOX	12	0	0.0	2
adult_40_64y	Tcell	T_un	other	LOXL1	12	0	0.0	2
adult_40_64y	Tcell	T_un	other	LOXL2	12	0	0.0	2
adult_40_64y	Tcell	T_un	other	LOXL3	12	0	0.0	2
adult_40_64y	Tcell	T_un	other	LOXL4	12	0	0.0	2
adult_40_64y	Tcell	Tex	other	LOX	42	0	0.0	3
adult_40_64y	Tcell	Tex	other	LOXL1	42	0	0.0	3
adult_40_64y	Tcell	Tex	other	LOXL2	42	0	0.0	3
adult_40_64y	Tcell	Tex	other	LOXL3	42	0	0.0	3
adult_40_64y	Tcell	Tex	other	LOXL4	42	0	0.0	3
adult_40_64y	Tcell	Treg	other	LOX	438	0	0.0	3
adult_40_64y	Tcell	Treg	other	LOXL1	438	3	0.00684931506849315	3
adult_40_64y	Tcell	Treg	other	LOXL2	438	2	0.0045662100456621	3
adult_40_64y	Tcell	Treg	other	LOXL3	438	0	0.0	3
adult_40_64y	Tcell	Treg	other	LOXL4	438	0	0.0	3
adult_40_64y	Tcell	Vδ1T-1	other	LOX	24	0	0.0	3
adult_40_64y	Tcell	Vδ1T-1	other	LOXL1	24	0	0.0	3
adult_40_64y	Tcell	Vδ1T-1	other	LOXL2	24	0	0.0	3
adult_40_64y	Tcell	Vδ1T-1	other	LOXL3	24	0	0.0	3
adult_40_64y	Tcell	Vδ1T-1	other	LOXL4	24	0	0.0	3
adult_40_64y	Tcell	Vδ1T-2	other	LOX	174	0	0.0	3
adult_40_64y	Tcell	Vδ1T-2	other	LOXL1	174	1	0.005747126436781609	3
adult_40_64y	Tcell	Vδ1T-2	other	LOXL2	174	0	0.0	3
adult_40_64y	Tcell	Vδ1T-2	other	LOXL3	174	0	0.0	3
adult_40_64y	Tcell	Vδ1T-2	other	LOXL4	174	0	0.0	3
adult_40_64y	Tcell	Vδ2Vγ9T	other	LOX	592	0	0.0	3
adult_40_64y	Tcell	Vδ2Vγ9T	other	LOXL1	592	2	0.0033783783783783786	3
adult_40_64y	Tcell	Vδ2Vγ9T	other	LOXL2	592	1	0.0016891891891891893	3
adult_40_64y	Tcell	Vδ2Vγ9T	other	LOXL3	592	0	0.0	3
adult_40_64y	Tcell	Vδ2Vγ9T	other	LOXL4	592	0	0.0	3
adult_40_64y	cDC	cDC	other	LOX	301	0	0.0	3
adult_40_64y	cDC	cDC	other	LOXL1	301	0	0.0	3
adult_40_64y	cDC	cDC	other	LOXL2	301	1	0.0033222591362126247	3
adult_40_64y	cDC	cDC	other	LOXL3	301	11	0.036544850498338874	3
adult_40_64y	cDC	cDC	other	LOXL4	301	0	0.0	3
adult_40_64y	pDC	pDC	other	LOX	59	0	0.0	3
adult_40_64y	pDC	pDC	other	LOXL1	59	0	0.0	3
adult_40_64y	pDC	pDC	other	LOXL2	59	0	0.0	3
adult_40_64y	pDC	pDC	other	LOXL3	59	0	0.0	3
adult_40_64y	pDC	pDC	other	LOXL4	59	1	0.01694915254237288	3
fetal_or_infant_lt1y	ABC	ABC	other	LOX	54	0	0.0	1
fetal_or_infant_lt1y	ABC	ABC	other	LOXL1	54	0	0.0	1
fetal_or_infant_lt1y	ABC	ABC	other	LOXL2	54	0	0.0	1
fetal_or_infant_lt1y	ABC	ABC	other	LOXL3	54	0	0.0	1
fetal_or_infant_lt1y	ABC	ABC	other	LOXL4	54	0	0.0	1
fetal_or_infant_lt1y	HSPC	HSPC	other	LOX	1	1	1.0	1
fetal_or_infant_lt1y	HSPC	HSPC	other	LOXL1	1	0	0.0	1
fetal_or_infant_lt1y	HSPC	HSPC	other	LOXL2	1	0	0.0	1
fetal_or_infant_lt1y	HSPC	HSPC	other	LOXL3	1	0	0.0	1
fetal_or_infant_lt1y	HSPC	HSPC	other	LOXL4	1	0	0.0	1
fetal_or_infant_lt1y	Hema	DN_P	other	LOX	7715	37	0.004795852235904083	3
fetal_or_infant_lt1y	Hema	DN_P	other	LOXL1	7715	32	0.004147764095917045	3
fetal_or_infant_lt1y	Hema	DN_P	other	LOXL2	7715	27	0.0034996759559300064	3
fetal_or_infant_lt1y	Hema	DN_P	other	LOXL3	7715	277	0.03590408295528192	3
fetal_or_infant_lt1y	Hema	DN_P	other	LOXL4	7715	1	0.00012961762799740766	3
fetal_or_infant_lt1y	Hema	DN_Q1	other	LOX	9962	13	0.0013049588436057017	3
fetal_or_infant_lt1y	Hema	DN_Q1	other	LOXL1	9962	35	0.0035133507327845814	3
fetal_or_infant_lt1y	Hema	DN_Q1	other	LOXL2	9962	16	0.0016061031921300944	3
fetal_or_infant_lt1y	Hema	DN_Q1	other	LOXL3	9962	43	0.0043164023288496285	3
fetal_or_infant_lt1y	Hema	DN_Q1	other	LOXL4	9962	1	0.0001003814495081309	3
fetal_or_infant_lt1y	Hema	DN_Q2	other	LOX	4935	2	0.0004052684903748733	3
fetal_or_infant_lt1y	Hema	DN_Q2	other	LOXL1	4935	10	0.002026342451874367	3
fetal_or_infant_lt1y	Hema	DN_Q2	other	LOXL2	4935	13	0.0026342451874366768	3
fetal_or_infant_lt1y	Hema	DN_Q2	other	LOXL3	4935	11	0.0022289766970618034	3
fetal_or_infant_lt1y	Hema	DN_Q2	other	LOXL4	4935	1	0.00020263424518743666	3
fetal_or_infant_lt1y	Hema	ETP	other	LOX	1	0	0.0	1
fetal_or_infant_lt1y	Hema	ETP	other	LOXL1	1	0	0.0	1
fetal_or_infant_lt1y	Hema	ETP	other	LOXL2	1	0	0.0	1
fetal_or_infant_lt1y	Hema	ETP	other	LOXL3	1	0	0.0	1
fetal_or_infant_lt1y	Hema	ETP	other	LOXL4	1	0	0.0	1
fetal_or_infant_lt1y	Hema	ISP-like	other	LOX	4	0	0.0	1
fetal_or_infant_lt1y	Hema	ISP-like	other	LOXL1	4	0	0.0	1
fetal_or_infant_lt1y	Hema	ISP-like	other	LOXL2	4	0	0.0	1
fetal_or_infant_lt1y	Hema	ISP-like	other	LOXL3	4	0	0.0	1
fetal_or_infant_lt1y	Hema	ISP-like	other	LOXL4	4	0	0.0	1
fetal_or_infant_lt1y	Hema	TP1	other	LOX	236	6	0.025423728813559324	3
fetal_or_infant_lt1y	Hema	TP1	other	LOXL1	236	1	0.00423728813559322	3
fetal_or_infant_lt1y	Hema	TP1	other	LOXL2	236	0	0.0	3
fetal_or_infant_lt1y	Hema	TP1	other	LOXL3	236	56	0.23728813559322035	3
fetal_or_infant_lt1y	Hema	TP1	other	LOXL4	236	2	0.00847457627118644	3
fetal_or_infant_lt1y	Hema	TP2	other	LOX	3063	31	0.010120796604635978	3
fetal_or_infant_lt1y	Hema	TP2	other	LOXL1	3063	11	0.0035912504080966375	3
fetal_or_infant_lt1y	Hema	TP2	other	LOXL2	3063	6	0.0019588638589618022	3
fetal_or_infant_lt1y	Hema	TP2	other	LOXL3	3063	198	0.06464250734573947	3
fetal_or_infant_lt1y	Hema	TP2	other	LOXL4	3063	2	0.000652954619653934	3
fetal_or_infant_lt1y	Hema	γδT_P	other	LOX	403	0	0.0	3
fetal_or_infant_lt1y	Hema	γδT_P	other	LOXL1	403	2	0.004962779156327543	3
fetal_or_infant_lt1y	Hema	γδT_P	other	LOXL2	403	2	0.004962779156327543	3
fetal_or_infant_lt1y	Hema	γδT_P	other	LOXL3	403	8	0.019851116625310174	3
fetal_or_infant_lt1y	Hema	γδT_P	other	LOXL4	403	1	0.0024813895781637717	3
fetal_or_infant_lt1y	MK	MK	other	LOX	118	1	0.00847457627118644	1
fetal_or_infant_lt1y	MK	MK	other	LOXL1	118	0	0.0	1
fetal_or_infant_lt1y	MK	MK	other	LOXL2	118	0	0.0	1
fetal_or_infant_lt1y	MK	MK	other	LOXL3	118	1	0.00847457627118644	1
fetal_or_infant_lt1y	MK	MK	other	LOXL4	118	0	0.0	1
fetal_or_infant_lt1y	Memory_B	Memory_B	other	LOX	582	1	0.001718213058419244	1
fetal_or_infant_lt1y	Memory_B	Memory_B	other	LOXL1	582	0	0.0	1
fetal_or_infant_lt1y	Memory_B	Memory_B	other	LOXL2	582	1	0.001718213058419244	1
fetal_or_infant_lt1y	Memory_B	Memory_B	other	LOXL3	582	1	0.001718213058419244	1
fetal_or_infant_lt1y	Memory_B	Memory_B	other	LOXL4	582	0	0.0	1
fetal_or_infant_lt1y	Mono1	Mono1	other	LOX	728	0	0.0	1
fetal_or_infant_lt1y	Mono1	Mono1	other	LOXL1	728	0	0.0	1
fetal_or_infant_lt1y	Mono1	Mono1	other	LOXL2	728	0	0.0	1
fetal_or_infant_lt1y	Mono1	Mono1	other	LOXL3	728	52	0.07142857142857142	1
fetal_or_infant_lt1y	Mono1	Mono1	other	LOXL4	728	0	0.0	1
fetal_or_infant_lt1y	Mono2	Mono2	other	LOX	304	0	0.0	1
fetal_or_infant_lt1y	Mono2	Mono2	other	LOXL1	304	0	0.0	1
fetal_or_infant_lt1y	Mono2	Mono2	other	LOXL2	304	0	0.0	1
fetal_or_infant_lt1y	Mono2	Mono2	other	LOXL3	304	43	0.14144736842105263	1
fetal_or_infant_lt1y	Mono2	Mono2	other	LOXL4	304	1	0.003289473684210526	1
fetal_or_infant_lt1y	Mono3	Mono3	other	LOX	5	0	0.0	1
fetal_or_infant_lt1y	Mono3	Mono3	other	LOXL1	5	0	0.0	1
fetal_or_infant_lt1y	Mono3	Mono3	other	LOXL2	5	0	0.0	1
fetal_or_infant_lt1y	Mono3	Mono3	other	LOXL3	5	0	0.0	1
fetal_or_infant_lt1y	Mono3	Mono3	other	LOXL4	5	0	0.0	1
fetal_or_infant_lt1y	NK	CD56_Bright_NK	other	LOX	79	0	0.0	1
fetal_or_infant_lt1y	NK	CD56_Bright_NK	other	LOXL1	79	0	0.0	1
fetal_or_infant_lt1y	NK	CD56_Bright_NK	other	LOXL2	79	0	0.0	1
fetal_or_infant_lt1y	NK	CD56_Bright_NK	other	LOXL3	79	0	0.0	1
fetal_or_infant_lt1y	NK	CD56_Bright_NK	other	LOXL4	79	0	0.0	1
fetal_or_infant_lt1y	NK	CD56_Dim_NK	other	LOX	319	0	0.0	1
fetal_or_infant_lt1y	NK	CD56_Dim_NK	other	LOXL1	319	0	0.0	1
fetal_or_infant_lt1y	NK	CD56_Dim_NK	other	LOXL2	319	1	0.003134796238244514	1
fetal_or_infant_lt1y	NK	CD56_Dim_NK	other	LOXL3	319	0	0.0	1
fetal_or_infant_lt1y	NK	CD56_Dim_NK	other	LOXL4	319	0	0.0	1
fetal_or_infant_lt1y	NK	LAG3+NK	other	LOX	348	0	0.0	1
fetal_or_infant_lt1y	NK	LAG3+NK	other	LOXL1	348	0	0.0	1
fetal_or_infant_lt1y	NK	LAG3+NK	other	LOXL2	348	0	0.0	1
fetal_or_infant_lt1y	NK	LAG3+NK	other	LOXL3	348	0	0.0	1
fetal_or_infant_lt1y	NK	LAG3+NK	other	LOXL4	348	0	0.0	1
fetal_or_infant_lt1y	Naive_B	Naive_B	other	LOX	1882	0	0.0	1
fetal_or_infant_lt1y	Naive_B	Naive_B	other	LOXL1	1882	0	0.0	1
fetal_or_infant_lt1y	Naive_B	Naive_B	other	LOXL2	1882	3	0.001594048884165781	1
fetal_or_infant_lt1y	Naive_B	Naive_B	other	LOXL3	1882	2	0.0010626992561105207	1
fetal_or_infant_lt1y	Naive_B	Naive_B	other	LOXL4	1882	0	0.0	1
fetal_or_infant_lt1y	Plasma	Plasma	other	LOX	70	0	0.0	1
fetal_or_infant_lt1y	Plasma	Plasma	other	LOXL1	70	0	0.0	1
fetal_or_infant_lt1y	Plasma	Plasma	other	LOXL2	70	3	0.04285714285714286	1
fetal_or_infant_lt1y	Plasma	Plasma	other	LOXL3	70	1	0.014285714285714285	1
fetal_or_infant_lt1y	Plasma	Plasma	other	LOXL4	70	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+CTL	other	LOX	238	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+CTL	other	LOXL1	238	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+CTL	other	LOXL2	238	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+CTL	other	LOXL3	238	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+CTL	other	LOXL4	238	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+RTE	other	LOX	435	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+RTE	other	LOXL1	435	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+RTE	other	LOXL2	435	2	0.004597701149425287	1
fetal_or_infant_lt1y	Tcell	CD4+RTE	other	LOXL3	435	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+RTE	other	LOXL4	435	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TCM	other	LOX	412	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TCM	other	LOXL1	412	2	0.0048543689320388345	1
fetal_or_infant_lt1y	Tcell	CD4+TCM	other	LOXL2	412	3	0.007281553398058253	1
fetal_or_infant_lt1y	Tcell	CD4+TCM	other	LOXL3	412	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TCM	other	LOXL4	412	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TEFF	other	LOX	104	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TEFF	other	LOXL1	104	2	0.019230769230769232	1
fetal_or_infant_lt1y	Tcell	CD4+TEFF	other	LOXL2	104	1	0.009615384615384616	1
fetal_or_infant_lt1y	Tcell	CD4+TEFF	other	LOXL3	104	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TEFF	other	LOXL4	104	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TEM	other	LOX	25	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TEM	other	LOXL1	25	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TEM	other	LOXL2	25	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TEM	other	LOXL3	25	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TEM	other	LOXL4	25	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD4+TN	other	LOX	2154	1	0.00046425255338904364	1
fetal_or_infant_lt1y	Tcell	CD4+TN	other	LOXL1	2154	4	0.0018570102135561746	1
fetal_or_infant_lt1y	Tcell	CD4+TN	other	LOXL2	2154	5	0.002321262766945218	1
fetal_or_infant_lt1y	Tcell	CD4+TN	other	LOXL3	2154	2	0.0009285051067780873	1
fetal_or_infant_lt1y	Tcell	CD4+TN	other	LOXL4	2154	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+RTE	other	LOX	189	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+RTE	other	LOXL1	189	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+RTE	other	LOXL2	189	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+RTE	other	LOXL3	189	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+RTE	other	LOXL4	189	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TCM	other	LOX	51	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TCM	other	LOXL1	51	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TCM	other	LOXL2	51	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TCM	other	LOXL3	51	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TCM	other	LOXL4	51	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TEM-B	other	LOX	892	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TEM-B	other	LOXL1	892	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TEM-B	other	LOXL2	892	3	0.0033632286995515697	1
fetal_or_infant_lt1y	Tcell	CD8+TEM-B	other	LOXL3	892	3	0.0033632286995515697	1
fetal_or_infant_lt1y	Tcell	CD8+TEM-B	other	LOXL4	892	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TEM-K	other	LOX	111	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TEM-K	other	LOXL1	111	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TEM-K	other	LOXL2	111	0	0.0	1
