dataset	donor_id	sample_id	development_stage	sex	celltypes	target_gene	gene_present	n_cells	n_detected	detection_fraction	mean_value	matrix_used	matrix_semantics	notes
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	TEC(neuro)	LOXL1	yes	71	5	0.0704225		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	cTEC	LOXL1	yes	21	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	mTEC(I)	LOXL1	yes	2036	34	0.0166994		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	mTEC(II)	LOXL1	yes	20	5	0.25		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	mTEC(III)	LOXL1	yes	48	2	0.0416667		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	mTEC(IV)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	mcTEC	LOXL1	yes	3	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	TEC(myo)	LOXL1	yes	43	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	TEC(neuro)	LOXL1	yes	91	4	0.043956		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	cTEC	LOXL1	yes	18	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	mTEC(I)	LOXL1	yes	2054	34	0.0165531		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	mTEC(II)	LOXL1	yes	17	4	0.235294		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	mTEC(III)	LOXL1	yes	65	2	0.0307692		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	mTEC(IV)	LOXL1	yes	4	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	mcTEC	LOXL1	yes	4	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_TOT_5GEX_1	fourth decade stage	male	TEC(myo)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_TOT_5GEX_1	fourth decade stage	male	TEC(neuro)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_TOT_5GEX_1	fourth decade stage	male	cTEC	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_TOT_5GEX_1	fourth decade stage	male	mTEC(I)	LOXL1	yes	68	4	0.0588235		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_TOT_5GEX_1	fourth decade stage	male	mcTEC	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_TOT_5GEX_2	fourth decade stage	male	mTEC(I)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_TOT_5GEX_2	fourth decade stage	male	mTEC(II)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A43	A43_TH_TOT_5GEX_2	fourth decade stage	male	mTEC(III)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_45NM_5GEX	15-19 year-old	male	TEC(myo)	LOXL1	yes	27	2	0.0740741		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_45NM_5GEX	15-19 year-old	male	TEC(neuro)	LOXL1	yes	34	1	0.0294118		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_45NM_5GEX	15-19 year-old	male	mTEC(I)	LOXL1	yes	66	1	0.0151515		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_45NM_5GEX	15-19 year-old	male	mTEC(II)	LOXL1	yes	4	1	0.25		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_45NM_5GEX	15-19 year-old	male	mTEC(III)	LOXL1	yes	55	2	0.0363636		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_45NM_5GEX	15-19 year-old	male	mTEC(IV)	LOXL1	yes	5	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	TEC(myo)	LOXL1	yes	67	5	0.0746269		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	TEC(neuro)	LOXL1	yes	114	4	0.0350877		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	mTEC(I)	LOXL1	yes	770	13	0.0168831		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	mTEC(II)	LOXL1	yes	36	5	0.138889		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	mTEC(III)	LOXL1	yes	218	9	0.0412844		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	mTEC(IV)	LOXL1	yes	13	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_TOT_5GEX	15-19 year-old	male	TEC(neuro)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_TOT_5GEX	15-19 year-old	male	mTEC(I)	LOXL1	yes	3	1	0.333333		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_TOT_5GEX	15-19 year-old	male	mTEC(II)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	A45	A45_TH_TOT_5GEX	15-19 year-old	male	mTEC(III)	LOXL1	yes	7	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C34	C34_TH_TOT_5GEX	9th week post-fertilization stage	female	TEC(neuro)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C34	C34_TH_TOT_5GEX	9th week post-fertilization stage	female	cTEC	LOXL1	yes	60	10	0.166667		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C34	C34_TH_TOT_5GEX	9th week post-fertilization stage	female	mTEC(I)	LOXL1	yes	1	1	1		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_1	organogenesis stage	female	Epi_GCM2	LOXL1	yes	4	1	0.25		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_1	organogenesis stage	female	TEC(myo)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_1	organogenesis stage	female	TEC(neuro)	LOXL1	yes	21	5	0.238095		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_1	organogenesis stage	female	cTEC	LOXL1	yes	2628	620	0.235921		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_1	organogenesis stage	female	mTEC(II)	LOXL1	yes	145	33	0.227586		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_1	organogenesis stage	female	mTEC(III)	LOXL1	yes	10	1	0.1		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_1	organogenesis stage	female	mTEC(IV)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_2	organogenesis stage	female	Epi_GCM2	LOXL1	yes	3	1	0.333333		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_2	organogenesis stage	female	TEC(neuro)	LOXL1	yes	24	3	0.125		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_2	organogenesis stage	female	cTEC	LOXL1	yes	2774	689	0.248378		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_2	organogenesis stage	female	mTEC(II)	LOXL1	yes	165	39	0.236364		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C40	C40_TH_TOT_2	organogenesis stage	female	mTEC(III)	LOXL1	yes	22	1	0.0454545		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_1	organogenesis stage	male	Epi_GCM2	LOXL1	yes	35	10	0.285714		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_1	organogenesis stage	male	TEC(myo)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_1	organogenesis stage	male	TEC(neuro)	LOXL1	yes	13	3	0.230769		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_1	organogenesis stage	male	cTEC	LOXL1	yes	1754	545	0.310718		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_1	organogenesis stage	male	mTEC(II)	LOXL1	yes	4	2	0.5		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_1	organogenesis stage	male	mTEC(III)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_2	organogenesis stage	male	Epi_GCM2	LOXL1	yes	32	9	0.28125		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_2	organogenesis stage	male	TEC(neuro)	LOXL1	yes	18	6	0.333333		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_2	organogenesis stage	male	cTEC	LOXL1	yes	1774	605	0.341037		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_2	organogenesis stage	male	mTEC(II)	LOXL1	yes	7	2	0.285714		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_2	organogenesis stage	male	mTEC(III)	LOXL1	yes	4	1	0.25		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	C41	C41_TH_TOT_2	organogenesis stage	male	mTEC(IV)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F21	F21_TH_45N	16th week post-fertilization stage	male	TEC(myo)	LOXL1	yes	4	1	0.25		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F21	F21_TH_45N	16th week post-fertilization stage	male	TEC(neuro)	LOXL1	yes	19	2	0.105263		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F21	F21_TH_45N	16th week post-fertilization stage	male	cTEC	LOXL1	yes	7	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F21	F21_TH_45N	16th week post-fertilization stage	male	mTEC(I)	LOXL1	yes	10	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F21	F21_TH_45N	16th week post-fertilization stage	male	mTEC(II)	LOXL1	yes	3	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F21	F21_TH_45N	16th week post-fertilization stage	male	mcTEC	LOXL1	yes	4	1	0.25		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F22	F22_TH_TOT	10th week post-fertilization stage	female	TEC(myo)	LOXL1	yes	2	2	1		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F22	F22_TH_TOT	10th week post-fertilization stage	female	cTEC	LOXL1	yes	8	1	0.125		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F22	F22_TH_TOT	10th week post-fertilization stage	female	mcTEC	LOXL1	yes	7	1	0.142857		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F30	F30_TH_45N	15th week post-fertilization stage	male	TEC(myo)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F30	F30_TH_45N	15th week post-fertilization stage	male	TEC(neuro)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F30	F30_TH_45N	15th week post-fertilization stage	male	cTEC	LOXL1	yes	7	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F30	F30_TH_45N	15th week post-fertilization stage	male	mTEC(I)	LOXL1	yes	7	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F30	F30_TH_45N	15th week post-fertilization stage	male	mTEC(III)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F30	F30_TH_45N	15th week post-fertilization stage	male	mcTEC	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F38	F38_TH_45N_1	13th week post-fertilization stage	male	TEC(myo)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F38	F38_TH_45N_1	13th week post-fertilization stage	male	TEC(neuro)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F38	F38_TH_45N_1	13th week post-fertilization stage	male	mTEC(I)	LOXL1	yes	9	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F38	F38_TH_45N_2	13th week post-fertilization stage	male	TEC(myo)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F38	F38_TH_45N_2	13th week post-fertilization stage	male	TEC(neuro)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F38	F38_TH_45N_2	13th week post-fertilization stage	male	mTEC(I)	LOXL1	yes	8	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F38	F38_TH_45N_2	13th week post-fertilization stage	male	mTEC(II)	LOXL1	yes	3	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F41	F41_TH_45N	17th week post-fertilization stage	female	TEC(myo)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F41	F41_TH_45N	17th week post-fertilization stage	female	mTEC(I)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F41	F41_TH_45N	17th week post-fertilization stage	female	mcTEC	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F41	F41_TH_45N_5GEX	17th week post-fertilization stage	female	TEC(myo)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F41	F41_TH_45N_5GEX	17th week post-fertilization stage	female	TEC(neuro)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F41	F41_TH_45N_5GEX	17th week post-fertilization stage	female	mTEC(II)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F41	F41_TH_45N_5GEX	17th week post-fertilization stage	female	mcTEC	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F45	F45_TH_45N	12th week post-fertilization stage	female	TEC(neuro)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F45	F45_TH_45N	12th week post-fertilization stage	female	mTEC(I)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F45	F45_TH_45N	12th week post-fertilization stage	female	mcTEC	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	TEC(neuro)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	mTEC(I)	LOXL1	yes	4	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	mTEC(II)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	mcTEC	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	cTEC	LOXL1	yes	3	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	mTEC(I)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	mTEC(IV)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	mcTEC	LOXL1	yes	4	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F64	F64_TH_TOT_5GEX_2	11th week post-fertilization stage	male	TEC(neuro)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F64	F64_TH_TOT_5GEX_2	11th week post-fertilization stage	male	cTEC	LOXL1	yes	4	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F64	F64_TH_TOT_5GEX_2	11th week post-fertilization stage	male	mTEC(I)	LOXL1	yes	1	1	1		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F67	F67_TH_TOT_5GEX_1	12th week post-fertilization stage	female	mTEC(I)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F67	F67_TH_TOT_5GEX_2	12th week post-fertilization stage	female	mTEC(III)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F67	F67_TH_TOT_5GEX_3	12th week post-fertilization stage	female	TEC(neuro)	LOXL1	yes	2	1	0.5		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F67	F67_TH_TOT_5GEX_3	12th week post-fertilization stage	female	cTEC	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F67	F67_TH_TOT_5GEX_3	12th week post-fertilization stage	female	mcTEC	LOXL1	yes	3	1	0.333333		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F67	F67_TH_TOT_5GEX_4	12th week post-fertilization stage	female	cTEC	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F67	F67_TH_TOT_5GEX_4	12th week post-fertilization stage	female	mTEC(I)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F67	F67_TH_TOT_5GEX_4	12th week post-fertilization stage	female	mTEC(II)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	TEC(neuro)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	cTEC	LOXL1	yes	16	4	0.25		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	mTEC(I)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	mTEC(II)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	mcTEC	LOXL1	yes	12	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F74	F74_TH_TOT_5GEX_2	10th week post-fertilization stage	male	TEC(myo)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F74	F74_TH_TOT_5GEX_2	10th week post-fertilization stage	male	cTEC	LOXL1	yes	5	1	0.2		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F74	F74_TH_TOT_5GEX_2	10th week post-fertilization stage	male	mcTEC	LOXL1	yes	8	2	0.25		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	TEC(myo)	LOXL1	yes	7	1	0.142857		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	TEC(neuro)	LOXL1	yes	9	1	0.111111		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	cTEC	LOXL1	yes	34	2	0.0588235		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(I)	LOXL1	yes	132	10	0.0757576		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(II)	LOXL1	yes	47	11	0.234043		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(III)	LOXL1	yes	12	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(IV)	LOXL1	yes	2	1	0.5		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mcTEC	LOXL1	yes	241	24	0.0995851		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	TEC(myo)	LOXL1	yes	16	6	0.375		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	TEC(neuro)	LOXL1	yes	44	5	0.113636		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	cTEC	LOXL1	yes	235	13	0.0553191		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(I)	LOXL1	yes	852	98	0.115023		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(II)	LOXL1	yes	357	88	0.246499		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(III)	LOXL1	yes	116	20	0.172414		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(IV)	LOXL1	yes	28	5	0.178571		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mcTEC	LOXL1	yes	396	34	0.0858586		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	TEC(myo)	LOXL1	yes	2	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	TEC(neuro)	LOXL1	yes	1	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	cTEC	LOXL1	yes	30	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(I)	LOXL1	yes	44	9	0.204545		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(II)	LOXL1	yes	19	5	0.263158		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(III)	LOXL1	yes	7	0	0		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(IV)	LOXL1	yes	3	2	0.666667		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mcTEC	LOXL1	yes	34	6	0.176471		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	TEC(neuro)	LOXL1	yes	4	1	0.25		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	cTEC	LOXL1	yes	18	1	0.0555556		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mTEC(I)	LOXL1	yes	34	3	0.0882353		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mTEC(II)	LOXL1	yes	16	6	0.375		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mTEC(III)	LOXL1	yes	9	1	0.111111		X	partial	Detection preview only; no statistical test was run.
CELLxGENE_Park_TEC	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mcTEC	LOXL1	yes	18	2	0.111111		X	partial	Detection preview only; no statistical test was run.
