gene	donor_id	sample	development_stage	sex	cell_type_level_4_explore	n_cells	n_detected	detection_fraction	matrix_used
LOXL1	6m_thymus_donor	GSM4838952	6-month-old stage	female	mcTEC	3	0	0	X
LOXL1	6m_thymus_donor	GSM4838952	6-month-old stage	female	mcTEC-Prolif	3	0	0	X
LOXL1	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-cilliated	22	0	0	X
LOXL1	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-myo	159	29	0.18239	X
LOXL1	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-neuro	114	3	0.0263158	X
LOXL1	6m_thymus_donor	GSM4838953	6-month-old stage	female	cTECI	2	0	0	X
LOXL1	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECI	216	33	0.152778	X
LOXL1	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECI-trans	88	13	0.147727	X
LOXL1	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECII	1	0	0	X
LOXL1	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECIII	4	0	0	X
LOXL1	6m_thymus_donor	GSM4838953	6-month-old stage	female	mcTEC	14	0	0	X
LOXL1	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-cilliated	382	29	0.0759162	X
LOXL1	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-myo	105	8	0.0761905	X
LOXL1	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-neuro	998	14	0.0140281	X
LOXL1	6m_thymus_donor	GSM4838954	6-month-old stage	female	cTECIII	4	0	0	X
LOXL1	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECI	73	7	0.0958904	X
LOXL1	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECI-trans	79	7	0.0886076	X
LOXL1	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECII	24	3	0.125	X
LOXL1	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECIII	61	5	0.0819672	X
LOXL1	6m_thymus_donor	GSM4838954	6-month-old stage	female	mcTEC	2	0	0	X
LOXL1	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-cilliated	2	0	0	X
LOXL1	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-myo	4	1	0.25	X
LOXL1	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-neuro	5	0	0	X
LOXL1	F21	FCAImmP7179370	17th week post-fertilization stage	male	cTECI	3	0	0	X
LOXL1	F21	FCAImmP7179370	17th week post-fertilization stage	male	cTECII	4	0	0	X
LOXL1	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECI	9	0	0	X
LOXL1	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECI-trans	12	2	0.166667	X
LOXL1	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECII	1	0	0	X
LOXL1	F21	FCAImmP7179370	17th week post-fertilization stage	male	mcTEC	3	0	0	X
LOXL1	F23	FCAImmP7198635	12th week post-fertilization stage	male	cTECI	4	1	0.25	X
LOXL1	F23	FCAImmP7198635	12th week post-fertilization stage	male	mcTEC-Prolif	2	1	0.5	X
LOXL1	F30	FCAImmP7277565	15th week post-fertilization stage	male	TEC-myo	2	0	0	X
LOXL1	F30	FCAImmP7277565	15th week post-fertilization stage	male	TEC-neuro	1	0	0	X
LOXL1	F30	FCAImmP7277565	15th week post-fertilization stage	male	cTECI	4	0	0	X
LOXL1	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECI	7	0	0	X
LOXL1	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL1	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECIII	1	0	0	X
LOXL1	F30	FCAImmP7277565	15th week post-fertilization stage	male	mcTEC	5	0	0	X
LOXL1	F38	FCAImmP7528284	14th week post-fertilization stage	male	TEC-myo	1	0	0	X
LOXL1	F38	FCAImmP7528284	14th week post-fertilization stage	male	TEC-neuro	1	0	0	X
LOXL1	F38	FCAImmP7528284	14th week post-fertilization stage	male	mTECI	9	0	0	X
LOXL1	F38	FCAImmP7528285	14th week post-fertilization stage	male	TEC-myo	1	0	0	X
LOXL1	F38	FCAImmP7528285	14th week post-fertilization stage	male	TEC-neuro	1	0	0	X
LOXL1	F38	FCAImmP7528285	14th week post-fertilization stage	male	cTECI	1	0	0	X
LOXL1	F38	FCAImmP7528285	14th week post-fertilization stage	male	mTECI	9	0	0	X
LOXL1	F38	FCAImmP7528285	14th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL1	F45	FCAImmP7579231	13th week post-fertilization stage	female	TEC-myo	1	0	0	X
LOXL1	F45	FCAImmP7579231	13th week post-fertilization stage	female	TEC-neuro	2	0	0	X
LOXL1	F45	FCAImmP7579231	13th week post-fertilization stage	female	cTECI	1	0	0	X
LOXL1	F45	FCAImmP7579231	13th week post-fertilization stage	female	mTECI	3	0	0	X
LOXL1	F45	FCAImmP7579231	13th week post-fertilization stage	female	mTECII	1	0	0	X
LOXL1	F45	FCAImmP7579231	13th week post-fertilization stage	female	mcTEC	2	0	0	X
LOXL1	F64	FCAImmP7851890	12th week post-fertilization stage	male	cTECI	1	0	0	X
LOXL1	F64	FCAImmP7851890	12th week post-fertilization stage	male	cTECII	1	0	0	X
LOXL1	F64	FCAImmP7851890	12th week post-fertilization stage	male	mTECI	1	0	0	X
LOXL1	F64	FCAImmP7851890	12th week post-fertilization stage	male	mcTEC	4	0	0	X
LOXL1	F64	FCAImmP7851890	12th week post-fertilization stage	male	mcTEC-Prolif	1	0	0	X
LOXL1	F64	FCAImmP7851891	12th week post-fertilization stage	male	cTECI	3	1	0.333333	X
LOXL1	F64	FCAImmP7851891	12th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL1	F64	FCAImmP7851891	12th week post-fertilization stage	male	mcTEC	3	0	0	X
LOXL1	F67	FCAImmP7851895	13th week post-fertilization stage	female	TEC-neuro	1	0	0	X
LOXL1	F67	FCAImmP7851895	13th week post-fertilization stage	female	cTECI	1	0	0	X
LOXL1	F67	FCAImmP7851895	13th week post-fertilization stage	female	mTECI	3	0	0	X
LOXL1	F67	FCAImmP7851895	13th week post-fertilization stage	female	mTECI-trans	1	0	0	X
LOXL1	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	TEC-myo	5	1	0.2	X
LOXL1	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	TEC-neuro	3	0	0	X
LOXL1	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	cTECI	44	3	0.0681818	X
LOXL1	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	cTECII	43	1	0.0232558	X
LOXL1	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECI	137	11	0.080292	X
LOXL1	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECI-trans	7	1	0.142857	X
LOXL1	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECII	19	7	0.368421	X
LOXL1	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECIII	12	0	0	X
LOXL1	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mcTEC	153	13	0.0849673	X
LOXL1	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mcTEC-Prolif	11	1	0.0909091	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-cilliated	3	0	0	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-myo	14	5	0.357143	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-neuro	8	0	0	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECI	74	3	0.0405405	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECII	110	3	0.0272727	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECIII	200	0	0	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECI	738	90	0.121951	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECI-trans	30	3	0.1	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECII	259	65	0.250965	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECIII	124	15	0.120968	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mcTEC	237	25	0.105485	X
LOXL1	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mcTEC-Prolif	14	3	0.214286	X
LOXL1	T07	T07_TH_TOT_1_S1	3-month-old stage	male	TEC-myo	2	0	0	X
LOXL1	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECI	5	1	0.2	X
LOXL1	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECII	15	0	0	X
LOXL1	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECIII	36	0	0	X
LOXL1	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECI	28	9	0.321429	X
LOXL1	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECI-trans	1	0	0	X
LOXL1	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECII	9	1	0.111111	X
LOXL1	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECIII	8	0	0	X
LOXL1	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mcTEC	14	1	0.0714286	X
LOXL1	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mcTEC-Prolif	2	1	0.5	X
LOXL1	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECI	4	1	0.25	X
LOXL1	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECII	7	0	0	X
LOXL1	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECIII	19	0	0	X
LOXL1	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECI	31	5	0.16129	X
LOXL1	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECI-trans	1	0	0	X
LOXL1	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECII	14	3	0.214286	X
LOXL1	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECIII	7	0	0	X
LOXL1	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mcTEC	7	1	0.142857	X
LOXL1	U09	TA9260013	6-month-old stage	female	TEC-cilliated	1	0	0	X
LOXL1	U09	TA9260013	6-month-old stage	female	TEC-myo	5	1	0.2	X
LOXL1	U09	TA9260013	6-month-old stage	female	TEC-neuro	3	1	0.333333	X
LOXL1	U09	TA9260013	6-month-old stage	female	cTECI	6	0	0	X
LOXL1	U09	TA9260013	6-month-old stage	female	cTECII	35	0	0	X
LOXL1	U09	TA9260013	6-month-old stage	female	cTECIII	61	1	0.0163934	X
LOXL1	U09	TA9260013	6-month-old stage	female	mTECI	69	9	0.130435	X
LOXL1	U09	TA9260013	6-month-old stage	female	mTECI-trans	5	0	0	X
LOXL1	U09	TA9260013	6-month-old stage	female	mTECII	18	4	0.222222	X
LOXL1	U09	TA9260013	6-month-old stage	female	mTECIII	23	0	0	X
LOXL1	U09	TA9260013	6-month-old stage	female	mcTEC	4	0	0	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-cilliated	3	0	0	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-myo	53	2	0.0377358	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-neuro	1	0	0	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECI	830	42	0.0506024	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECII	25	1	0.04	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECIII	25	0	0	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECI	118	10	0.0847458	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECI-trans	1	0	0	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECII	25	6	0.24	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECIII	25	0	0	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mcTEC	2128	92	0.0432331	X
LOXL1	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mcTEC-Prolif	32	4	0.125	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-cilliated	15	2	0.133333	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-myo	44	5	0.113636	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-neuro	11	1	0.0909091	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECI	748	85	0.113636	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECII	550	33	0.06	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECIII	104	7	0.0673077	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECI	876	81	0.0924658	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECI-trans	62	8	0.129032	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECII	133	36	0.270677	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECIII	67	5	0.0746269	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mcTEC	382	6	0.0157068	X
LOXL1	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mcTEC-Prolif	11	1	0.0909091	X
LOXL1	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	TEC-myo	1	0	0	X
LOXL1	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	TEC-neuro	1	0	0	X
LOXL1	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	cTECI	2	1	0.5	X
LOXL1	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	cTECIII	4	0	0	X
LOXL1	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECI	1	0	0	X
LOXL1	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECII	3	0	0	X
LOXL1	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECIII	1	0	0	X
LOXL1	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mcTEC	1	0	0	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-cilliated	7	3	0.428571	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-myo	32	4	0.125	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-neuro	16	0	0	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-tuft	1	0	0	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECI	83	16	0.192771	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECII	252	10	0.0396825	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECIII	346	9	0.0260116	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECI	208	28	0.134615	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECI-trans	26	4	0.153846	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECII	72	8	0.111111	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECIII	23	0	0	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mcTEC	42	3	0.0714286	X
LOXL1	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mcTEC-Prolif	2	0	0	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-cilliated	14	3	0.214286	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-myo	39	3	0.0769231	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-neuro	12	1	0.0833333	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECI	82	12	0.146341	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECII	275	10	0.0363636	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECIII	328	4	0.0121951	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECI	219	33	0.150685	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECI-trans	14	1	0.0714286	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECII	81	8	0.0987654	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECIII	28	0	0	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mcTEC	41	7	0.170732	X
LOXL1	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mcTEC-Prolif	4	0	0	X
LOXL1	Z11	TA9260017	2-year-old stage	female	TEC-neuro	1	0	0	X
LOXL1	Z11	TA9260017	2-year-old stage	female	mTECI	3	0	0	X
LOXL1	Z11	TA9260017	2-year-old stage	female	mcTEC	4	0	0	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-cilliated	1	0	0	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-myo	101	8	0.0792079	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-neuro	29	1	0.0344828	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-tuft	16	0	0	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	cTECI	2907	95	0.0326797	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	cTECII	250	12	0.048	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECI	743	28	0.0376851	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECI-trans	114	7	0.0614035	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECII	80	9	0.1125	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECIII	37	4	0.108108	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mcTEC	2051	73	0.0355924	X
LOXL1	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mcTEC-Prolif	381	35	0.0918635	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-cilliated	78	10	0.128205	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-myo	209	17	0.0813397	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-neuro	181	4	0.0220994	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-tuft	23	2	0.0869565	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	cTECI	172	11	0.0639535	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	cTECII	14	2	0.142857	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECI	56	2	0.0357143	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECI-trans	136	10	0.0735294	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECII	50	2	0.04	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECIII	97	2	0.0206186	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mcTEC	246	17	0.0691057	X
LOXL1	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mcTEC-Prolif	31	1	0.0322581	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-cilliated	62	5	0.0806452	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-myo	222	11	0.0495495	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-neuro	174	7	0.0402299	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-tuft	26	0	0	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	cTECI	229	3	0.0131004	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	cTECII	14	2	0.142857	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECI	59	2	0.0338983	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECI-trans	150	4	0.0266667	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECII	53	3	0.0566038	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECIII	105	1	0.00952381	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mcTEC	237	9	0.0379747	X
LOXL1	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mcTEC-Prolif	26	0	0	X
LOXL1	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-cilliated	7	1	0.142857	X
LOXL1	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-myo	9	1	0.111111	X
LOXL1	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-neuro	10	0	0	X
LOXL1	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECI	2	0	0	X
LOXL1	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECII	17	0	0	X
LOXL1	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECIII	29	0	0	X
LOXL1	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECI	10	2	0.2	X
LOXL1	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECI-trans	1	0	0	X
LOXL1	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECII	10	0	0	X
LOXL1	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECIII	113	6	0.0530973	X
LOXL1	postnatal_10m_donor	baut5	10-month-old stage	unknown	mcTEC	8	1	0.125	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-cilliated	14	0	0	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-myo	43	0	0	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-neuro	19	1	0.0526316	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECI	107	2	0.0186916	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECII	72	1	0.0138889	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECIII	48	0	0	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECI	253	18	0.0711462	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECI-trans	19	1	0.0526316	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECII	35	4	0.114286	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECIII	204	5	0.0245098	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	mcTEC	212	6	0.0283019	X
LOXL1	postnatal_10m_donor	baut6	10-month-old stage	unknown	mcTEC-Prolif	4	0	0	X
LOXL1	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	TEC-neuro	1	0	0	X
LOXL1	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECI	3	1	0.333333	X
LOXL1	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECII	1	0	0	X
LOXL1	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECIII	38	1	0.0263158	X
LOXL1	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECI	5	0	0	X
LOXL1	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECII	8	0	0	X
LOXL1	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECIII	42	1	0.0238095	X
LOXL1	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mcTEC	2	0	0	X
LOXL2	6m_thymus_donor	GSM4838951	6-month-old stage	female	TEC-cilliated	10	0	0	X
LOXL2	6m_thymus_donor	GSM4838951	6-month-old stage	female	TEC-myo	1	0	0	X
LOXL2	6m_thymus_donor	GSM4838951	6-month-old stage	female	TEC-neuro	20	0	0	X
LOXL2	6m_thymus_donor	GSM4838951	6-month-old stage	female	cTECI	20	0	0	X
LOXL2	6m_thymus_donor	GSM4838951	6-month-old stage	female	cTECII	42	0	0	X
LOXL2	6m_thymus_donor	GSM4838951	6-month-old stage	female	cTECIII	130	0	0	X
LOXL2	6m_thymus_donor	GSM4838951	6-month-old stage	female	mTECI	27	1	0.037037	X
LOXL2	6m_thymus_donor	GSM4838951	6-month-old stage	female	mTECI-trans	4	0	0	X
LOXL2	6m_thymus_donor	GSM4838951	6-month-old stage	female	mTECIII	5	0	0	X
LOXL2	6m_thymus_donor	GSM4838951	6-month-old stage	female	mcTEC	16	0	0	X
LOXL2	6m_thymus_donor	GSM4838951	6-month-old stage	female	mcTEC-Prolif	1	0	0	X
LOXL2	6m_thymus_donor	GSM4838952	6-month-old stage	female	TEC-cilliated	2	0	0	X
LOXL2	6m_thymus_donor	GSM4838952	6-month-old stage	female	TEC-neuro	15	0	0	X
LOXL2	6m_thymus_donor	GSM4838952	6-month-old stage	female	cTECI	18	0	0	X
LOXL2	6m_thymus_donor	GSM4838952	6-month-old stage	female	cTECII	214	0	0	X
LOXL2	6m_thymus_donor	GSM4838952	6-month-old stage	female	cTECIII	779	0	0	X
LOXL2	6m_thymus_donor	GSM4838952	6-month-old stage	female	mTECI	2	0	0	X
LOXL2	6m_thymus_donor	GSM4838952	6-month-old stage	female	mTECII	1	0	0	X
LOXL2	6m_thymus_donor	GSM4838952	6-month-old stage	female	mTECIII	11	0	0	X
LOXL2	6m_thymus_donor	GSM4838952	6-month-old stage	female	mcTEC	3	0	0	X
LOXL2	6m_thymus_donor	GSM4838952	6-month-old stage	female	mcTEC-Prolif	3	0	0	X
LOXL2	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-cilliated	22	1	0.0454545	X
LOXL2	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-myo	159	85	0.534591	X
LOXL2	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-neuro	114	3	0.0263158	X
LOXL2	6m_thymus_donor	GSM4838953	6-month-old stage	female	cTECI	2	0	0	X
LOXL2	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECI	216	3	0.0138889	X
LOXL2	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECI-trans	88	8	0.0909091	X
LOXL2	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECII	1	0	0	X
LOXL2	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECIII	4	0	0	X
