gene	donor_id	sample	development_stage	sex	cell_type_level_4_explore	n_cells	n_detected	detection_fraction	matrix_used
LOXL2	6m_thymus_donor	GSM4838953	6-month-old stage	female	mcTEC	14	0	0	X
LOXL2	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-cilliated	382	1	0.0026178	X
LOXL2	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-myo	105	17	0.161905	X
LOXL2	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-neuro	998	18	0.0180361	X
LOXL2	6m_thymus_donor	GSM4838954	6-month-old stage	female	cTECIII	4	0	0	X
LOXL2	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECI	73	1	0.0136986	X
LOXL2	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECI-trans	79	3	0.0379747	X
LOXL2	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECII	24	1	0.0416667	X
LOXL2	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECIII	61	0	0	X
LOXL2	6m_thymus_donor	GSM4838954	6-month-old stage	female	mcTEC	2	0	0	X
LOXL2	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-cilliated	2	0	0	X
LOXL2	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-myo	4	0	0	X
LOXL2	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-neuro	5	0	0	X
LOXL2	F21	FCAImmP7179370	17th week post-fertilization stage	male	cTECI	3	0	0	X
LOXL2	F21	FCAImmP7179370	17th week post-fertilization stage	male	cTECII	4	0	0	X
LOXL2	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECI	9	0	0	X
LOXL2	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECI-trans	12	0	0	X
LOXL2	F21	FCAImmP7179370	17th week post-fertilization stage	male	mTECII	1	0	0	X
LOXL2	F21	FCAImmP7179370	17th week post-fertilization stage	male	mcTEC	3	0	0	X
LOXL2	F23	FCAImmP7198635	12th week post-fertilization stage	male	cTECI	4	0	0	X
LOXL2	F23	FCAImmP7198635	12th week post-fertilization stage	male	mcTEC-Prolif	2	0	0	X
LOXL2	F30	FCAImmP7277565	15th week post-fertilization stage	male	TEC-myo	2	1	0.5	X
LOXL2	F30	FCAImmP7277565	15th week post-fertilization stage	male	TEC-neuro	1	0	0	X
LOXL2	F30	FCAImmP7277565	15th week post-fertilization stage	male	cTECI	4	0	0	X
LOXL2	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECI	7	0	0	X
LOXL2	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL2	F30	FCAImmP7277565	15th week post-fertilization stage	male	mTECIII	1	0	0	X
LOXL2	F30	FCAImmP7277565	15th week post-fertilization stage	male	mcTEC	5	1	0.2	X
LOXL2	F38	FCAImmP7528284	14th week post-fertilization stage	male	TEC-myo	1	0	0	X
LOXL2	F38	FCAImmP7528284	14th week post-fertilization stage	male	TEC-neuro	1	0	0	X
LOXL2	F38	FCAImmP7528284	14th week post-fertilization stage	male	mTECI	9	0	0	X
LOXL2	F38	FCAImmP7528285	14th week post-fertilization stage	male	TEC-myo	1	0	0	X
LOXL2	F38	FCAImmP7528285	14th week post-fertilization stage	male	TEC-neuro	1	1	1	X
LOXL2	F38	FCAImmP7528285	14th week post-fertilization stage	male	cTECI	1	0	0	X
LOXL2	F38	FCAImmP7528285	14th week post-fertilization stage	male	mTECI	9	0	0	X
LOXL2	F38	FCAImmP7528285	14th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL2	F45	FCAImmP7579231	13th week post-fertilization stage	female	TEC-myo	1	0	0	X
LOXL2	F45	FCAImmP7579231	13th week post-fertilization stage	female	TEC-neuro	2	0	0	X
LOXL2	F45	FCAImmP7579231	13th week post-fertilization stage	female	cTECI	1	0	0	X
LOXL2	F45	FCAImmP7579231	13th week post-fertilization stage	female	mTECI	3	0	0	X
LOXL2	F45	FCAImmP7579231	13th week post-fertilization stage	female	mTECII	1	0	0	X
LOXL2	F45	FCAImmP7579231	13th week post-fertilization stage	female	mcTEC	2	0	0	X
LOXL2	F64	FCAImmP7851890	12th week post-fertilization stage	male	cTECI	1	0	0	X
LOXL2	F64	FCAImmP7851890	12th week post-fertilization stage	male	cTECII	1	0	0	X
LOXL2	F64	FCAImmP7851890	12th week post-fertilization stage	male	mTECI	1	0	0	X
LOXL2	F64	FCAImmP7851890	12th week post-fertilization stage	male	mcTEC	4	0	0	X
LOXL2	F64	FCAImmP7851890	12th week post-fertilization stage	male	mcTEC-Prolif	1	0	0	X
LOXL2	F64	FCAImmP7851891	12th week post-fertilization stage	male	cTECI	3	0	0	X
LOXL2	F64	FCAImmP7851891	12th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL2	F64	FCAImmP7851891	12th week post-fertilization stage	male	mcTEC	3	0	0	X
LOXL2	F67	FCAImmP7851895	13th week post-fertilization stage	female	TEC-neuro	1	0	0	X
LOXL2	F67	FCAImmP7851895	13th week post-fertilization stage	female	cTECI	1	0	0	X
LOXL2	F67	FCAImmP7851895	13th week post-fertilization stage	female	mTECI	3	0	0	X
LOXL2	F67	FCAImmP7851895	13th week post-fertilization stage	female	mTECI-trans	1	0	0	X
LOXL2	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	TEC-myo	5	3	0.6	X
LOXL2	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	TEC-neuro	3	0	0	X
LOXL2	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	cTECI	44	2	0.0454545	X
LOXL2	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	cTECII	43	1	0.0232558	X
LOXL2	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECI	137	23	0.167883	X
LOXL2	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECI-trans	7	0	0	X
LOXL2	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECII	19	0	0	X
LOXL2	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECIII	12	0	0	X
LOXL2	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mcTEC	153	10	0.0653595	X
LOXL2	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mcTEC-Prolif	11	0	0	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-cilliated	3	1	0.333333	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-myo	14	10	0.714286	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-neuro	8	1	0.125	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECI	74	2	0.027027	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECII	110	0	0	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECIII	200	0	0	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECI	738	5	0.00677507	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECI-trans	30	2	0.0666667	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECII	259	11	0.042471	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECIII	124	0	0	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mcTEC	237	10	0.0421941	X
LOXL2	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mcTEC-Prolif	14	2	0.142857	X
LOXL2	T07	T07_TH_TOT_1_S1	3-month-old stage	male	TEC-myo	2	1	0.5	X
LOXL2	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECI	5	1	0.2	X
LOXL2	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECII	15	0	0	X
LOXL2	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECIII	36	0	0	X
LOXL2	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECI	28	0	0	X
LOXL2	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECI-trans	1	0	0	X
LOXL2	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECII	9	1	0.111111	X
LOXL2	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECIII	8	0	0	X
LOXL2	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mcTEC	14	2	0.142857	X
LOXL2	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mcTEC-Prolif	2	0	0	X
LOXL2	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECI	4	0	0	X
LOXL2	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECII	7	0	0	X
LOXL2	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECIII	19	0	0	X
LOXL2	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECI	31	1	0.0322581	X
LOXL2	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECI-trans	1	0	0	X
LOXL2	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECII	14	0	0	X
LOXL2	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECIII	7	0	0	X
LOXL2	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mcTEC	7	2	0.285714	X
LOXL2	U09	TA9260013	6-month-old stage	female	TEC-cilliated	1	0	0	X
LOXL2	U09	TA9260013	6-month-old stage	female	TEC-myo	5	0	0	X
LOXL2	U09	TA9260013	6-month-old stage	female	TEC-neuro	3	0	0	X
LOXL2	U09	TA9260013	6-month-old stage	female	cTECI	6	0	0	X
LOXL2	U09	TA9260013	6-month-old stage	female	cTECII	35	0	0	X
LOXL2	U09	TA9260013	6-month-old stage	female	cTECIII	61	0	0	X
LOXL2	U09	TA9260013	6-month-old stage	female	mTECI	69	2	0.0289855	X
LOXL2	U09	TA9260013	6-month-old stage	female	mTECI-trans	5	0	0	X
LOXL2	U09	TA9260013	6-month-old stage	female	mTECII	18	0	0	X
LOXL2	U09	TA9260013	6-month-old stage	female	mTECIII	23	0	0	X
LOXL2	U09	TA9260013	6-month-old stage	female	mcTEC	4	0	0	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-cilliated	3	0	0	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-myo	53	9	0.169811	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-neuro	1	0	0	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECI	830	6	0.00722892	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECII	25	0	0	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECIII	25	1	0.04	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECI	118	1	0.00847458	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECI-trans	1	0	0	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECII	25	2	0.08	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECIII	25	0	0	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mcTEC	2128	30	0.0140977	X
LOXL2	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mcTEC-Prolif	32	0	0	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-cilliated	15	1	0.0666667	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-myo	44	21	0.477273	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-neuro	11	0	0	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECI	748	18	0.0240642	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECII	550	5	0.00909091	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECIII	104	0	0	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECI	876	14	0.0159817	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECI-trans	62	2	0.0322581	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECII	133	9	0.0676692	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECIII	67	0	0	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mcTEC	382	3	0.0078534	X
LOXL2	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mcTEC-Prolif	11	0	0	X
LOXL2	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	TEC-myo	1	1	1	X
LOXL2	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	TEC-neuro	1	0	0	X
LOXL2	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	cTECI	2	0	0	X
LOXL2	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	cTECIII	4	0	0	X
LOXL2	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECI	1	0	0	X
LOXL2	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECII	3	0	0	X
LOXL2	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECIII	1	0	0	X
LOXL2	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mcTEC	1	0	0	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-cilliated	7	0	0	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-myo	32	8	0.25	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-neuro	16	1	0.0625	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-tuft	1	0	0	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECI	83	0	0	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECII	252	0	0	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECIII	346	0	0	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECI	208	2	0.00961538	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECI-trans	26	2	0.0769231	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECII	72	2	0.0277778	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECIII	23	0	0	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mcTEC	42	0	0	X
LOXL2	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mcTEC-Prolif	2	0	0	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-cilliated	14	1	0.0714286	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-myo	39	10	0.25641	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-neuro	12	1	0.0833333	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECI	82	1	0.0121951	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECII	275	1	0.00363636	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECIII	328	1	0.00304878	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECI	219	7	0.0319635	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECI-trans	14	2	0.142857	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECII	81	3	0.037037	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECIII	28	0	0	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mcTEC	41	1	0.0243902	X
LOXL2	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mcTEC-Prolif	4	0	0	X
LOXL2	Z11	TA9260017	2-year-old stage	female	TEC-neuro	1	0	0	X
LOXL2	Z11	TA9260017	2-year-old stage	female	mTECI	3	0	0	X
LOXL2	Z11	TA9260017	2-year-old stage	female	mcTEC	4	0	0	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-cilliated	1	0	0	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-myo	101	13	0.128713	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-neuro	29	0	0	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-tuft	16	0	0	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	cTECI	2907	7	0.00240798	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	cTECII	250	1	0.004	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECI	743	9	0.0121131	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECI-trans	114	2	0.0175439	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECII	80	2	0.025	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECIII	37	0	0	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mcTEC	2051	15	0.00731351	X
LOXL2	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mcTEC-Prolif	381	7	0.0183727	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-cilliated	78	0	0	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-myo	209	43	0.205742	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-neuro	181	2	0.0110497	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-tuft	23	0	0	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	cTECI	172	2	0.0116279	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	cTECII	14	0	0	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECI	56	1	0.0178571	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECI-trans	136	4	0.0294118	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECII	50	3	0.06	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECIII	97	0	0	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mcTEC	246	4	0.0162602	X
LOXL2	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mcTEC-Prolif	31	0	0	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-cilliated	62	2	0.0322581	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-myo	222	45	0.202703	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-neuro	174	0	0	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-tuft	26	0	0	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	cTECI	229	2	0.00873362	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	cTECII	14	0	0	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECI	59	3	0.0508475	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECI-trans	150	4	0.0266667	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECII	53	1	0.0188679	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECIII	105	3	0.0285714	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mcTEC	237	2	0.00843882	X
LOXL2	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mcTEC-Prolif	26	0	0	X
LOXL2	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-cilliated	7	0	0	X
LOXL2	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-myo	9	4	0.444444	X
LOXL2	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-neuro	10	0	0	X
LOXL2	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECI	2	0	0	X
LOXL2	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECII	17	0	0	X
LOXL2	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECIII	29	0	0	X
LOXL2	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECI	10	0	0	X
LOXL2	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECI-trans	1	0	0	X
LOXL2	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECII	10	0	0	X
LOXL2	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECIII	113	1	0.00884956	X
LOXL2	postnatal_10m_donor	baut5	10-month-old stage	unknown	mcTEC	8	0	0	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-cilliated	14	0	0	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-myo	43	7	0.162791	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-neuro	19	0	0	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECI	107	0	0	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECII	72	0	0	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECIII	48	0	0	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECI	253	1	0.00395257	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECI-trans	19	0	0	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECII	35	0	0	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECIII	204	1	0.00490196	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	mcTEC	212	2	0.00943396	X
LOXL2	postnatal_10m_donor	baut6	10-month-old stage	unknown	mcTEC-Prolif	4	0	0	X
LOXL2	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	TEC-neuro	1	0	0	X
LOXL2	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECI	3	0	0	X
LOXL2	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECII	1	0	0	X
LOXL2	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECIII	38	0	0	X
LOXL2	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECI	5	0	0	X
LOXL2	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECII	8	0	0	X
LOXL2	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECIII	42	0	0	X
LOXL2	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mcTEC	2	0	0	X
LOXL3	6m_thymus_donor	GSM4838951	6-month-old stage	female	TEC-cilliated	10	1	0.1	X
LOXL3	6m_thymus_donor	GSM4838951	6-month-old stage	female	TEC-myo	1	0	0	X
LOXL3	6m_thymus_donor	GSM4838951	6-month-old stage	female	TEC-neuro	20	0	0	X
LOXL3	6m_thymus_donor	GSM4838951	6-month-old stage	female	cTECI	20	0	0	X
LOXL3	6m_thymus_donor	GSM4838951	6-month-old stage	female	cTECII	42	0	0	X
LOXL3	6m_thymus_donor	GSM4838951	6-month-old stage	female	cTECIII	130	0	0	X
LOXL3	6m_thymus_donor	GSM4838951	6-month-old stage	female	mTECI	27	1	0.037037	X
LOXL3	6m_thymus_donor	GSM4838951	6-month-old stage	female	mTECI-trans	4	0	0	X
LOXL3	6m_thymus_donor	GSM4838951	6-month-old stage	female	mTECIII	5	0	0	X
LOXL3	6m_thymus_donor	GSM4838951	6-month-old stage	female	mcTEC	16	0	0	X
LOXL3	6m_thymus_donor	GSM4838951	6-month-old stage	female	mcTEC-Prolif	1	0	0	X
LOXL3	6m_thymus_donor	GSM4838952	6-month-old stage	female	TEC-cilliated	2	0	0	X
LOXL3	6m_thymus_donor	GSM4838952	6-month-old stage	female	TEC-neuro	15	0	0	X
LOXL3	6m_thymus_donor	GSM4838952	6-month-old stage	female	cTECI	18	0	0	X
LOXL3	6m_thymus_donor	GSM4838952	6-month-old stage	female	cTECII	214	0	0	X
LOXL3	6m_thymus_donor	GSM4838952	6-month-old stage	female	cTECIII	779	0	0	X
LOXL3	6m_thymus_donor	GSM4838952	6-month-old stage	female	mTECI	2	0	0	X
LOXL3	6m_thymus_donor	GSM4838952	6-month-old stage	female	mTECII	1	0	0	X
LOXL3	6m_thymus_donor	GSM4838952	6-month-old stage	female	mTECIII	11	0	0	X
LOXL3	6m_thymus_donor	GSM4838952	6-month-old stage	female	mcTEC	3	0	0	X
LOXL3	6m_thymus_donor	GSM4838952	6-month-old stage	female	mcTEC-Prolif	3	0	0	X
LOXL3	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-cilliated	22	3	0.136364	X
LOXL3	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-myo	159	9	0.0566038	X
LOXL3	6m_thymus_donor	GSM4838953	6-month-old stage	female	TEC-neuro	114	4	0.0350877	X
LOXL3	6m_thymus_donor	GSM4838953	6-month-old stage	female	cTECI	2	0	0	X
LOXL3	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECI	216	1	0.00462963	X
LOXL3	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECI-trans	88	2	0.0227273	X
LOXL3	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECII	1	0	0	X
LOXL3	6m_thymus_donor	GSM4838953	6-month-old stage	female	mTECIII	4	0	0	X
LOXL3	6m_thymus_donor	GSM4838953	6-month-old stage	female	mcTEC	14	0	0	X
LOXL3	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-cilliated	382	16	0.0418848	X
LOXL3	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-myo	105	1	0.00952381	X
LOXL3	6m_thymus_donor	GSM4838954	6-month-old stage	female	TEC-neuro	998	16	0.0160321	X
LOXL3	6m_thymus_donor	GSM4838954	6-month-old stage	female	cTECIII	4	0	0	X
LOXL3	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECI	73	0	0	X
LOXL3	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECI-trans	79	0	0	X
LOXL3	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECII	24	0	0	X
LOXL3	6m_thymus_donor	GSM4838954	6-month-old stage	female	mTECIII	61	0	0	X
LOXL3	6m_thymus_donor	GSM4838954	6-month-old stage	female	mcTEC	2	0	0	X
LOXL3	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-cilliated	2	0	0	X
LOXL3	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-myo	4	0	0	X
LOXL3	F21	FCAImmP7179370	17th week post-fertilization stage	male	TEC-neuro	5	0	0	X
