match_window	gene	young_mean_detection	aged_mean_detection	detection_delta	detection_ratio	young_mean_log2CPM	aged_mean_log2CPM	log2CPM_delta	all_young_above_all_aged_detection	all_young_above_all_aged_log2CPM	n_young_samples	n_aged_samples	young_detection_values	aged_detection_values	young_log2CPM_values	aged_log2CPM_values	excluded_lox_family	excluded_mitochondrial	excluded_ribosomal	background_included
medium	Skint3	0.09159498207885305	0.05071355759429154	-0.040881424484561515	0.5536717890357009	4.384032534800518	3.819881298142483	-0.5641512366580352	True	True	2	2	0.09;0.09319	0.0555556;0.0458716	4.35036;4.41771	3.91037;3.72939	False	False	False	True
medium	Skint9	0.06775985663082437	0.012186908402504732	-0.05557294822831964	0.17985440065055913	3.78904147487574	2.464387284863383	-1.3246541900123572	True	True	2	2	0.0566667;0.078853	0.0138889;0.0104849	3.34341;4.23467	2.74813;2.18064	False	False	False	True
medium	Trabd2b	0.12835125448028673	0.06945354594437164	-0.05889770853591508	0.5411208969137026	4.370373218529697	3.9787594721077095	-0.39161374642198776	True	False	2	2	0.113333;0.143369	0.0694444;0.0694626	4.09626;4.64448	4.14041;3.81711	False	False	False	True
medium	Atpaf1	0.1470609318996416	0.13297518931119848	-0.014085742588443112	0.9042183236125853	4.224715367395065	4.543081800492733	0.3183664330976681	False	False	2	2	0.14;0.154122	0.149306;0.116645	4.24291;4.20652	4.66865;4.41751	False	False	False	True
medium	Mob3c	0.09376344086021506	0.09729958497160332	0.0035361441113882647	1.0377134635732923	3.575854415957098	4.137614921716162	0.561760505759064	False	False	2	2	0.08;0.107527	0.104167;0.0904325	3.4916;3.66011	4.22306;4.05217	False	False	False	True
medium	Mknk1	0.14989247311827958	0.10794606451143149	-0.04194640860684809	0.720156671417728	4.163706201030664	4.258012316721247	0.09430611569058378	True	False	2	2	0.16;0.139785	0.121528;0.0943644	4.27053;4.05688	4.44589;4.07014	False	False	False	True
medium	Nsun4	0.06788530465949821	0.059853738896170086	-0.008031565763328127	0.8816891843733607	3.0299948819719438	3.380944571710819	0.3509496897388753	False	False	2	2	0.0533333;0.0824373	0.0659722;0.0537353	2.77737;3.28262	3.51061;3.25128	False	False	False	True
medium	Rad54l	0.05559139784946236	0.014808140381534876	-0.040783257467927485	0.2663746722403759	2.841151089403003	1.7555123717779888	-1.0856387176250144	True	True	2	2	0.0466667;0.0645161	0.0138889;0.0157274	2.69822;2.98408	1.62267;1.88836	False	False	False	True
medium	Pomgnt1	0.10005376344086021	0.08403187345274502	-0.0160218899881152	0.8398671930258234	3.6194604928904357	3.833017987778489	0.21355749488805342	True	False	2	2	0.103333;0.0967742	0.0868056;0.0812582	3.70907;3.52985	3.80699;3.85904	False	False	False	True
medium	Lurap1	0.046505376344086025	0.04488404689092763	-0.0016213294531583974	0.9651367308338195	2.5609812375939383	2.9724362410581033	0.4114550034641651	False	False	2	2	0.05;0.0430108	0.0347222;0.0550459	2.69822;2.42374	2.63194;3.31293	False	False	False	True
medium	Pik3r3	0.08467741935483872	0.1114182867336537	0.02674086737881498	1.315796909997434	3.533093799513064	4.537001805636923	1.0039080061238588	False	False	2	2	0.0833333;0.0860215	0.128472;0.0943644	3.4916;3.57459	4.83555;4.23845	False	False	False	True
medium	Mast2	0.15664874551971325	0.1330434505606524	-0.023605294959060857	0.8493106671186825	4.368417385546893	4.633523640155953	0.26510625460906034	False	False	2	2	0.123333;0.189964	0.128472;0.137615	4.15672;4.58011	4.51312;4.75393	False	False	False	True
medium	Ipp	0.051630824372759856	0.02155690257754478	-0.030073921795215078	0.41752001521242577	2.7298015632774835	2.111497050298561	-0.6183045129789226	True	True	2	2	0.0566667;0.046595	0.0208333;0.0222805	2.8524;2.6072	2.04235;2.18064	False	False	False	True
medium	Tmem69	0.06738351254480288	0.026799366535605065	-0.04058414600919781	0.3977140033741389	3.0838152213611307	2.4694667463555318	-0.614348475005599	True	True	2	2	0.0666667;0.0681004	0.0208333;0.0327654	3.11869;3.04894	2.21382;2.72511	False	False	False	True
medium	Mmachc	0.07379928315412186	0.028535477646716177	-0.045263805507405684	0.3866633445086845	3.2527584672259815	2.4464266493767424	-0.8063318178492391	True	True	2	2	0.0866667;0.0609319	0.0243056;0.0327654	3.39451;3.111	2.21382;2.67903	False	False	False	True
medium	Ccdc163	0.13347670250896057	0.1397239515072084	0.0062472489982478285	1.0468040405615238	3.956728761008364	4.578966071790298	0.6222373107819337	False	False	2	2	0.12;0.146953	0.15625;0.123198	3.82538;4.08808	4.72646;4.43147	False	False	False	True
medium	Tesk2	0.039713261648745515	0.04111375054609	0.0014004888973444818	1.0352650182634575	2.4746558906716203	2.9402584558785883	0.46560256520696797	False	False	2	2	0.04;0.0394265	0.0520833;0.0301442	2.52557;2.42374	3.29831;2.58221	False	False	False	True
medium	Toe1	0.11259856630824372	0.055070900684432794	-0.057527665623810925	0.4890906029271606	3.761089879701696	3.2588749059138817	-0.5022149737878143	True	True	2	2	0.103333;0.121864	0.0590278;0.051114	3.66812;3.85406	3.29831;3.21944	False	False	False	True
medium	Hectd3	0.05046594982078853	0.04959862385321101	-0.0008673259675775202	0.9828136402731443	2.799278990646812	3.092840773705654	0.2935617830588422	False	False	2	2	0.04;0.0609319	0.0625;0.0366972	2.61447;2.98408	3.3726;2.81308	False	False	False	True
medium	Dph2	0.051881720430107525	0.03328418523372652	-0.018597535196381007	0.6415397361112054	2.773656385717923	2.6111113636197985	-0.16254502209812438	True	False	2	2	0.05;0.0537634	0.0416667;0.0249017	2.77737;2.76995	2.85566;2.36657	False	False	False	True
medium	Ipo13	0.07917562724014338	0.07574268239405854	-0.0034329448460848344	0.9566413937502187	3.27743731081602	3.6941936151942594	0.4167563043782394	False	False	2	2	0.0866667;0.0716846	0.0833333;0.068152	3.44387;3.111	3.75239;3.636	False	False	False	True
medium	9530034E10Rik	0.05021505376344086	0.031777886995776904	-0.018437166767663958	0.6328358652263922	2.692209970399374	2.6651690658109173	-0.027040904588456538	True	False	2	2	0.0466667;0.0537634	0.0347222;0.0288336	2.61447;2.76995	2.74813;2.58221	False	False	False	True
medium	Kdm4a	0.10030465949820788	0.07227046017183633	-0.02803419932637155	0.7205095010878091	3.724967247873279	3.7011199939523305	-0.023847253920948663	True	False	2	2	0.0966667;0.103943	0.0763889;0.068152	3.74889;3.70104	3.69564;3.7066	False	False	False	True
medium	Cdc20	0.06021505376344086	0.01939529634483763	-0.04081975741860323	0.32210045715533925	4.421073925502089	3.059441964305964	-1.361631961196125	True	True	2	2	0.0666667;0.0537634	0.0138889;0.0249017	3.86215;4.97999	2.36706;3.75183	False	False	False	True
medium	Slc2a1	0.11451612903225807	0.14948531017911754	0.03496918114685947	1.3053646804373644	3.853961957055714	4.6798627780783715	0.8259008210226573	False	False	2	2	0.1;0.129032	0.177083;0.121887	3.74889;3.95903	4.88715;4.47258	False	False	False	True
medium	AU022252	0.1642293906810036	0.055760339303917286	-0.1084690513770863	0.3395271642468992	4.4094685783296335	3.349458472956852	-1.0600101053727813	True	True	2	2	0.16;0.168459	0.0486111;0.0629096	4.426;4.39294	3.13716;3.56176	False	False	False	True
medium	P3h1	0.05879928315412186	0.02440794742973642	-0.03439133572438544	0.4151062074304457	2.8842870367477706	2.2395744193921976	-0.6447126173555731	True	True	2	2	0.0566667;0.0609319	0.0173611;0.0314548	2.8524;2.91618	1.84772;2.63143	False	False	False	True
medium	Ccdc30	0.08121863799283155	0.035675604339595164	-0.045543033653236385	0.43925391044779566	3.311083868512534	2.8883611329232126	-0.4227227355893213	True	False	2	2	0.08;0.0824373	0.0451389;0.0262123	3.39451;3.22765	3.29831;2.47841	False	False	False	True
medium	Zmynd12	0.05417562724014337	0.02440794742973642	-0.029767679810406948	0.45053373026109567	2.749958756106375	2.263374774976695	-0.48658398112968015	True	False	2	2	0.0366667;0.0716846	0.0173611;0.0314548	2.32941;3.17051	1.84772;2.67903	False	False	False	True
medium	Exo5	0.07634408602150539	0.044424421144604626	-0.03191966487690076	0.5818973473870745	3.1696030943921008	2.970100270182235	-0.19950282420986554	True	False	2	2	0.0666667;0.0860215	0.0416667;0.0471822	3.05658;3.28262	2.85566;3.08455	False	False	False	True
medium	Col9a2	0.11030465949820789	0.02784603902723169	-0.0824586204709762	0.2524466251372101	3.834106281522037	2.3724384089746757	-1.4616678725473613	True	True	2	2	0.116667;0.103943	0.0347222;0.0209699	3.96717;3.70104	2.63194;2.11293	False	False	False	True
medium	Mycl	0.13989247311827957	0.09471248361730013	-0.04517998950097944	0.677037738386542	4.266153390676605	4.167849704793245	-0.09830368588336036	True	False	2	2	0.14;0.139785	0.09375;0.095675	4.29763;4.23467	4.09725;4.23845	False	False	False	True
medium	Trit1	0.08096774193548387	0.07158102155235183	-0.009386720383132041	0.8840683936744648	3.3071893470535807	3.6301681067603	0.3229787597067193	False	False	2	2	0.0866667;0.0752688	0.0868056;0.0563565	3.44387;3.17051	3.85961;3.40073	False	False	False	True
medium	Heyl	0.13476702508960575	0.11662662006698704	-0.01814040502261871	0.8653943350715261	4.332697406238044	4.669908064816207	0.33721065857816335	False	False	2	2	0.133333;0.136201	0.138889;0.0943644	4.37601;4.28938	5.05447;4.28534	False	False	False	True
medium	Pou3f1	0.040089605734767025	0.022178079947575362	-0.017911525787191664	0.5532127228764887	2.8182852816295227	2.2860859949460184	-0.5321992866835044	False	False	2	2	0.03;0.0501792	0.03125;0.0131062	2.52557;3.111	2.85566;1.71652	False	False	False	True
medium	Inpp5b	0.05917562724014337	0.04176905854084753	-0.01740656869929584	0.7058490207690163	2.981700601385403	2.9886713155468794	0.006970714161476543	False	False	2	2	0.0466667;0.0716846	0.0520833;0.0314548	2.8524;3.111	3.29831;2.67903	False	False	False	True
medium	Mtf1	0.1560215053763441	0.07512150502402797	-0.08090000035231613	0.48148173447516196	4.317924077989076	3.763152550161556	-0.55477152782752	True	True	2	2	0.14;0.172043	0.0729167;0.0773263	4.24291;4.39294	3.75239;3.77392	False	False	False	True
medium	Cdca8	0.09275985663082437	0.024178134556574922	-0.06858172207424945	0.2606529961856416	4.460534346431887	2.915024264415983	-1.5455100820159036	True	True	2	2	0.106667;0.078853	0.0208333;0.0275229	4.63169;4.28938	2.85566;2.97439	False	False	False	True
medium	9930104L06Rik	0.0721326164874552	0.03502029634483763	-0.03711232014261757	0.48549876671849435	3.0941602056874684	2.707928534081255	-0.3862316716062133	True	False	2	2	0.0833333;0.0609319	0.0451389;0.0249017	3.34341;2.84491	3.04929;2.36657	False	False	False	True
medium	Snip1	0.09209677419354839	0.06467070773263434	-0.027426066460914056	0.7022038317729122	3.4957341752715254	3.46717944129999	-0.028554733971535295	True	False	2	2	0.0766667;0.107527	0.0625;0.0668414	3.29042;3.70104	3.3726;3.56176	False	False	False	True
medium	Zc3h12a	0.17485663082437275	0.0916998871414009	-0.08315674368297185	0.5244289948232214	4.456979346058601	4.041573612493963	-0.41540573356463817	True	True	2	2	0.163333;0.18638	0.0798611;0.103539	4.40122;4.51274	3.75239;4.33076	False	False	False	True
medium	Oscp1	0.052132616487455194	0.038135284694917726	-0.013997331792537468	0.7315052890946749	2.6852401803158394	2.878426209821478	0.19318602950563868	False	False	2	2	0.0433333;0.0609319	0.0277778;0.0484928	2.52557;2.84491	2.50557;3.25128	False	False	False	True
medium	Stk40	0.13706093189964158	0.13631999053444005	-0.0007409413652015306	0.9945940731984512	4.163671637071115	4.687056250084849	0.5233846130137341	False	False	2	2	0.12;0.154122	0.128472;0.144168	4.06506;4.26229	4.51312;4.86099	False	False	False	True
medium	Eva1b	0.12630824372759858	0.05749645041502839	-0.06881179331257019	0.4552074252495153	4.045021062161313	3.4413270278876613	-0.6036940342736514	True	True	2	2	0.12;0.132616	0.0520833;0.0629096	4.03316;4.05688	3.3726;3.51005	False	False	False	True
medium	Sh3d21	0.05725806451612903	0.05159867846221057	-0.005659386053918462	0.901160018213255	2.807197063914209	3.349518843408217	0.5423217794940078	False	False	2	2	0.05;0.0645161	0.0520833;0.051114	2.69822;2.91618	3.29831;3.40073	False	False	False	True
medium	Ago1	0.1518100358422939	0.10975043687199651	-0.0420595989702974	0.7229458596927641	4.165493122169334	4.27855567424	0.11306255207066584	True	False	2	2	0.156667;0.146953	0.104167;0.115334	4.24291;4.08808	4.18233;4.37479	False	False	False	True
medium	Ago4	0.06788530465949821	0.10994611912043104	0.04206081446093282	1.6195864432207105	3.1636272624533506	4.28431945604674	1.1206921935933893	False	False	2	2	0.0533333;0.0824373	0.111111;0.108781	2.99168;3.33557	4.22306;4.34558	False	False	False	True
medium	5730409E04Rik	0.07763440860215054	0.08075533347895733	0.003120924876806791	1.0402002788840763	3.3357627121025724	3.756799436708101	0.42103672460552843	False	False	2	2	0.08;0.0752688	0.0868056;0.0747051	3.44387;3.22765	3.80699;3.7066	False	False	False	True
medium	Ncdn	0.06763440860215053	0.05530071355759429	-0.01233369504455624	0.8176417107879602	3.0513416737844175	3.2813884976053096	0.23004682382089214	True	False	2	2	0.06;0.0752688	0.0555556;0.0550459	2.99168;3.111	3.21998;3.34279	False	False	False	True
medium	AU040320	0.14335125448028674	0.14735783457113732	0.004006580090850587	1.0279493898074088	4.167270714450674	4.696394582202007	0.5291238677513332	False	False	2	2	0.143333;0.143369	0.159722;0.134993	4.18603;4.14852	4.75451;4.63828	False	False	False	True
medium	Gm12940	0.08263440860215054	0.1303880879568953	0.047753679354744755	1.5778909798297023	3.3895609604871924	4.6541898165704385	1.2646288560832462	False	False	2	2	0.09;0.0752688	0.138889;0.121887	3.66812;3.111	4.80904;4.49934	False	False	False	True
medium	Zmym1	0.055465949820788535	0.02742054390563565	-0.028045405915152886	0.4943671566831887	2.807197063914209	2.4386300619528023	-0.3685670019614067	True	True	2	2	0.05;0.0609319	0.03125;0.0235911	2.69822;2.91618	2.63194;2.24532	False	False	False	True
medium	Zmym6	0.048924731182795694	0.06290046599679627	0.013975734814000579	1.2856578764180338	2.568252795258089	3.469726729370705	0.9014739341126159	False	False	2	2	0.0333333;0.0645161	0.0694444;0.0563565	2.22033;2.91618	3.51061;3.42885	False	False	False	True
medium	Tmem35b	0.12772401433691755	0.09529953036260375	-0.0324244839743138	0.7461363538983148	3.9252297937694287	4.059162807793983	0.1339330140245547	True	False	2	2	0.13;0.125448	0.114583;0.0760157	4.03316;3.8173	4.30122;3.81711	False	False	False	True
medium	Gjb3	0.08326164874551972	0.08884884228920925	0.005587193543689528	1.0671040464351864	3.462182550076083	4.096292504554052	0.6341099544779687	False	False	2	2	0.0733333;0.09319	0.0833333;0.0943644	3.39451;3.52985	4.05275;4.13984	False	False	False	True
medium	Zfp362	0.10379928315412186	0.10578445827872433	0.001985175124602473	1.0191251332791467	3.5364479359405814	4.2477590269773895	0.7113110910368081	False	False	2	2	0.146667;0.0609319	0.114583;0.0969856	4.15672;2.91618	4.33877;4.15675	False	False	False	True
medium	Azin2	0.07559139784946237	0.2080625637104995	0.13247116586103713	2.7524635028558255	3.552049676899298	5.348797172611919	1.7967474957126206	False	False	2	2	0.0866667;0.0645161	0.232639;0.183486	3.66812;3.43598	5.49787;5.19972	False	False	False	True
medium	S100pbp	0.09788530465949821	0.0775129241298966	-0.020372380529601608	0.7918749847030814	3.5265161023146385	3.778150570524387	0.25163446820974844	True	False	2	2	0.113333;0.0824373	0.0763889;0.078637	3.82538;3.22765	3.63656;3.91974	False	False	False	True
medium	Sync	0.05021505376344086	0.025684432794524537	-0.024530620968916325	0.5114887044734008	2.692209970399374	2.3371370294680247	-0.3550729409313491	True	True	2	2	0.0466667;0.0537634	0.0277778;0.0235911	2.61447;2.76995	2.36706;2.30722	False	False	False	True
medium	Zbtb8a	0.09722222222222221	0.0642452126110383	-0.03297700961118391	0.6608079011421083	3.6305863710212822	3.490880176926125	-0.13970619409515717	True	False	2	2	0.0833333;0.111111	0.0590278;0.0694626	3.44387;3.8173	3.29831;3.68345	False	False	False	True
medium	Lck	0.057634408602150536	0.03266300786369594	-0.024971400738454594	0.5667275618141274	2.8480373178670835	2.898442642458609	0.05040532459152569	True	False	2	2	0.04;0.0752688	0.03125;0.034076	2.52557;3.17051	2.74813;3.04875	False	False	False	True
medium	Iqcc	0.04725806451612903	0.052219855832241154	0.004961791316112123	1.1049935363818948	2.543202936794402	3.2106779343727054	0.6674749975783034	False	False	2	2	0.03;0.0645161	0.0625;0.0419397	2.10232;2.98408	3.3726;3.04875	False	False	False	True
medium	Ccdc28b	0.1628136200716846	0.07361520678607834	-0.08919841328560625	0.45214403287431715	4.416589902340435	3.6950842002154745	-0.7215057021249609	True	True	2	2	0.15;0.175627	0.0659722;0.0812582	4.29763;4.53555	3.51061;3.87956	False	False	False	True
medium	Kpna6	0.09146953405017921	0.08599779743701762	-0.005471736613161596	0.9401796820112819	3.577911376405373	3.955891395576776	0.3779800191714031	True	False	2	2	0.0933333;0.0896057	0.0868056;0.08519	3.62597;3.52985	3.85961;4.05217	False	False	False	True
medium	Tmem39b	0.11876344086021506	0.11122260448521917	-0.007540836374995891	0.9365054067112162	3.8986529049165672	4.272546912913491	0.3738940079969235	False	False	2	2	0.13;0.107527	0.121528;0.100917	4.09626;3.70104	4.33877;4.20633	False	False	False	True
medium	Col16a1	0.08876344086021506	0.05209243483326052	-0.03667100602695454	0.5868681331911845	3.5075003685725425	3.2719017963971933	-0.2355985721753493	True	False	2	2	0.07;0.107527	0.0347222;0.0694626	3.23542;3.77958	2.74813;3.79567	False	False	False	True
medium	Tinagl1	0.13297491039426523	0.1617063492063492	0.028731438812083954	1.2160666153253752	4.190559011194091	4.995270260820068	0.804711249625977	False	False	2	2	0.133333;0.132616	0.180556;0.142857	4.32423;4.05688	5.09892;4.89162	False	False	False	True
medium	Epb41	0.13985663082437277	0.18660805300713557	0.04675142218276279	1.3342810555866431	4.2274198565458665	5.222670380430783	0.9952505238849163	False	False	2	2	0.0933333;0.18638	0.180556;0.192661	3.70907;4.74577	5.12064;5.3247	False	False	False	True
medium	Gmeb1	0.1350179211469534	0.12275420489296636	-0.012263716253987048	0.9091697150288721	4.107437974024036	4.460191332581282	0.352753358557246	False	False	2	2	0.126667;0.143369	0.135417;0.110092	4.09626;4.11861	4.5456;4.37479	False	False	False	True
medium	Rcc1	0.12939068100358422	0.04180318916557449	-0.08758749183800973	0.3230772791466837	4.0838957340767745	2.983885739327294	-1.1000099947494806	True	True	2	2	0.133333;0.125448	0.0416667;0.0419397	4.24291;3.92488	2.95572;3.01205	False	False	False	True
medium	Phactr4	0.16627240143369176	0.23590860273773118	0.06963620130403941	1.4188079362756412	4.397080848641201	5.478524990969558	1.0814441423283574	False	False	2	2	0.153333;0.179211	0.267361;0.204456	4.40122;4.39294	5.65497;5.30208	False	False	False	True
medium	Sesn2	0.09134408602150537	0.056151703800786365	-0.03519238222071901	0.6147273047054894	3.552049676899298	3.2797409251645306	-0.27230875173476754	True	True	2	2	0.0966667;0.0860215	0.0625;0.0498034	3.66812;3.43598	3.3726;3.18688	False	False	False	True
medium	Smpdl3b	0.055089605734767025	0.007208387942332897	-0.04788121779243413	0.13084842133447483	3.047206122137723	0.8582582871478659	-2.1889478349898575	True	True	2	2	0.06;0.0501792	0;0.0144168	3.17824;2.91618	0;1.71652	False	False	False	True
medium	Ppp1r8	0.16152329749103944	0.08835508591815931	-0.07316821157288013	0.5470114051074325	4.330308295694502	3.8793286566408227	-0.45097963905367955	True	True	2	2	0.136667;0.18638	0.100694;0.0760157	4.24291;4.41771	4.00683;3.75183	False	False	False	True
medium	Map3k6	0.07442652329749104	0.07593836464249308	0.0015118413450020407	1.020313206609948	3.285497344956105	3.7968813450442154	0.5113840000881105	False	False	2	2	0.07;0.078853	0.0902778;0.061599	3.23542;3.33557	4.00683;3.58693	False	False	False	True
medium	Trnp1	0.14614695340501793	0.1344814875491481	-0.011665465855869833	0.9201798902811114	4.300301703605882	4.645279389314576	0.34497768570869347	False	False	2	2	0.116667;0.175627	0.15625;0.112713	4.06506;4.53555	4.88715;4.40341	False	False	False	True
medium	Kdf1	0.1711111111111111	0.13386031017911754	-0.037250800931993566	0.7823005140338039	4.263736127848333	4.564659849102862	0.30092372125452904	False	False	2	2	0.12;0.222222	0.145833;0.121887	3.86215;4.66532	4.69785;4.43147	False	False	False	True
medium	Gpn2	0.15026881720430108	0.06080712101354303	-0.08946169619075804	0.4046556174783186	4.1523195851607255	3.346940729240605	-0.8053788559201207	True	True	2	2	0.15;0.150538	0.0416667;0.0799476	4.18603;4.11861	2.85566;3.83823	False	False	False	True
medium	Zdhhc18	0.09184587813620071	0.10509501965923984	0.013249141523039132	1.144254067704504	3.577889131254143	4.204674580874006	0.6267854496198626	False	False	2	2	0.0833333;0.100358	0.125;0.08519	3.53779;3.61799	4.37537;4.03398	False	False	False	True
medium	Pigv	0.1142652329749104	0.08055965123052278	-0.03370558174438762	0.7050232965281008	3.79948848406916	3.8360663731844706	0.03657788911531057	True	False	2	2	0.106667;0.121864	0.0798611;0.0812582	3.70907;3.88991	3.75239;3.91974	False	False	False	True
medium	Cep85	0.0970967741935484	0.062083606378331144	-0.03501316781521725	0.6393992683482609	3.5309285277642486	3.474687859161655	-0.05624066860259358	True	False	2	2	0.0866667;0.107527	0.0520833;0.0720839	3.44387;3.61799	3.21998;3.72939	False	False	False	True
medium	Cnksr1	0.05137992831541219	0.0502880624726955	-0.0010918658427166855	0.9787491754364872	2.6570661792879404	3.12831467139298	0.4712484921050395	False	False	2	2	0.0633333;0.0394265	0.0520833;0.0484928	2.99168;2.32245	3.13716;3.11947	False	False	False	True
medium	Pdik1l	0.07442652329749104	0.035548183340614534	-0.038878339956876506	0.4776278907792658	3.2304296236331	2.5803231786839422	-0.6501064449491576	True	False	2	2	0.07;0.078853	0.0173611;0.0537353	3.17824;3.28262	1.84772;3.31293	False	False	False	True
medium	Trim63	0.08801075268817204	0.029122524392019802	-0.05888822829615224	0.3308973449551425	3.552049676899298	2.4211204114657483	-1.1309292654335499	True	True	2	2	0.09;0.0860215	0.0451389;0.0131062	3.66812;3.43598	3.21998;1.62226	False	False	False	True
medium	Slc30a2	0.11068100358422939	0.04291812290665502	-0.06776288067757437	0.387764128593159	4.238791230063645	3.269552946094243	-0.9692382839694025	True	True	2	2	0.106667;0.114695	0.0347222;0.051114	4.24291;4.23467	2.85566;3.68345	False	False	False	True
medium	Pafah2	0.07659498207885304	0.06922373307121013	-0.0073712490076429105	0.9037632909156588	3.213830390196523	3.6054773678428393	0.3916469776463165	False	False	2	2	0.06;0.09319	0.0729167;0.0655308	2.99168;3.43598	3.57496;3.636	False	False	False	True
medium	Selenon	0.11568100358422939	0.07184496505024028	-0.04383603853398911	0.6210610456705511	3.7831124676568084	3.665816803347103	-0.1172956643097054	True	True	2	2	0.116667;0.114695	0.0729167;0.0707733	3.82538;3.74085	3.69564;3.636	False	False	False	True
medium	Man1c1	0.059551971326164875	0.030041775884665792	-0.029510195441499083	0.5044631641180713	2.8826954362809207	2.568501702707828	-0.3141937335730929	True	False	2	2	0.0366667;0.0824373	0.03125;0.0288336	2.32941;3.43598	2.50557;2.63143	False	False	False	True
medium	Ldlrap1	0.16114695340501792	0.13995376438036988	-0.021193189024648035	0.8684853261148399	4.342483482658562	4.680231482457668	0.33774799979910597	False	False	2	2	0.146667;0.175627	0.152778;0.12713	4.24291;4.44206	4.80904;4.55142	False	False	False	True
medium	Runx3	0.1320967741935484	0.024637760302897917	-0.10745901389065049	0.18651295955795735	4.431490849217786	2.8247464781275022	-1.6067443710902838	True	True	2	2	0.156667;0.107527	0.0138889;0.0353866	4.71447;4.14852	2.36706;3.28243	False	False	False	True
medium	Rcan3	0.052132616487455194	0.06922373307121013	0.017091116583754937	1.327839224947929	2.6852401803158394	3.7093338409060768	1.0240936605902373	False	False	2	2	0.0433333;0.0609319	0.0729167;0.0655308	2.52557;2.84491	3.80699;3.61167	False	False	False	True
medium	Nipal3	0.045842293906810036	0.026799366535605065	-0.01904292737120497	0.5845991605499463	2.5015971692786563	2.3606916909143862	-0.14090547836427003	False	False	2	2	0.02;0.0716846	0.0208333;0.0327654	1.83269;3.17051	2.04235;2.67903	False	False	False	True
medium	Ifnlr1	0.14014336917562725	0.09451680136886559	-0.045626567806761664	0.6744293499210613	4.181621805784222	4.07469783091563	-0.10692397486859218	True	False	2	2	0.133333;0.146953	0.0868056;0.102228	4.15672;4.20652	3.95941;4.18999	False	False	False	True
medium	Gale	0.10172043010752688	0.04484991626620067	-0.05687051384132621	0.44091355314552455	3.6490670134400895	3.0712994749304805	-0.577767538509609	True	True	2	2	0.106667;0.0967742	0.0451389;0.0445609	3.86215;3.43598	2.95572;3.18688	False	False	False	True
medium	Pithd1	0.15193548387096772	0.14670252657637978	-0.005232957294587948	0.9655580305451749	4.237721523406277	4.70833660569339	0.4706150822871127	False	False	2	2	0.153333;0.150538	0.159722;0.133683	4.29763;4.17781	4.75451;4.66216	False	False	False	True
medium	Eloa	0.1339784946236559	0.0981505752147954	-0.035827919408860515	0.7325845501585853	4.048414464902573	4.120321052040797	0.07190658713822451	False	False	2	2	0.106667;0.16129	0.111111;0.08519	3.86215;4.23467	4.30122;3.93942	False	False	False	True
medium	E2f2	0.03983870967741936	0.009599807048201542	-0.030238902629217815	0.24096681659453262	2.474604552533642	1.5706526649553494	-0.9039518875782928	True	True	2	2	0.0366667;0.0430108	0.00347222;0.0157274	2.43082;2.51839	1.02837;2.11293	False	False	False	True
medium	Asap3	0.13043010752688172	0.11859254405125966	-0.011837563475622065	0.909242093715346	4.0649679135804435	4.521714508485706	0.4567465949052627	False	False	2	2	0.153333;0.107527	0.138889;0.0982962	4.35036;3.77958	4.69785;4.34558	False	False	False	True
medium	Zfp46	0.06688172043010752	0.04943707222950342	-0.017444648200604103	0.7391716587369483	3.017138259140273	3.1190766780186463	0.1019384188783734	True	False	2	2	0.08;0.0537634	0.0451389;0.0537353	3.34341;2.69087	2.95572;3.28243	False	False	False	True
medium	Zbtb40	0.060842293906810035	0.030892766127857872	-0.029949527778952163	0.5077515021898289	2.91315279614373	2.581435546914911	-0.33171724922881873	True	False	2	2	0.05;0.0716846	0.0381944;0.0235911	2.77737;3.04894	2.85566;2.30722	False	False	False	True
medium	Hspg2	0.08876344086021506	0.1379878403960973	0.04922439953588223	1.5545571358978858	3.5222258849131487	4.611730731965527	1.0895048470523783	False	False	2	2	0.07;0.107527	0.152778;0.123198	3.34341;3.70104	4.69785;4.52562	False	False	False	True
medium	Usp48	0.1624372759856631	0.10381853429445173	-0.05861874169121137	0.6391299882646079	4.384043448785256	4.2225202061477916	-0.16152324263746465	True	False	2	2	0.16;0.164875	0.114583;0.0930537	4.426;4.34209	4.41106;4.03398	False	False	False	True
medium	Ece1	0.11672043010752688	0.27063992645988055	0.1539194963523537	2.318702271834997	3.923068659930882	5.93041422262092	2.0073455626900376	False	False	2	2	0.136667;0.0967742	0.267361;0.273919	4.18603;3.66011	5.8754;5.98543	False	False	False	True
medium	Mul1	0.1288530465949821	0.09398891437308868	-0.03486413222189341	0.7294271796965713	3.91624759876128	3.996029376017959	0.07978177725667912	False	False	2	2	0.1;0.157706	0.114583;0.0733945	3.62597;4.20652	4.26267;3.72939	False	False	False	True
medium	Pla2g5	0.06059139784946237	0.015463448376292413	-0.045127949473169955	0.25520864223517203	2.9539016922388166	2.167111325210041	-0.7867903670287757	True	True	2	2	0.0566667;0.0645161	0.0138889;0.017038	2.92372;2.98408	2.36706;1.96716	False	False	False	True
medium	Otud3	0.0828853046594982	0.04268831003349352	-0.04019699462600468	0.5150286918635543	3.3871096310252202	2.9338003478220216	-0.45330928320319863	True	True	2	2	0.0833333;0.0824373	0.0381944;0.0471822	3.4916;3.28262	2.74813;3.11947	False	False	False	True
