analysis_group	gene	biological_mouse_id	age_week	n_cells	summed_raw_counts	total_counts_all_features	detection_rate	mean_logcounts	SortDay	PlateID	run_fields	cpm	log2_cpm_plus1
cTEC	Loxl4	wk16_mouse5	16	20	1639	16748741	0.5		5	B002337;B002450	ERR3821231;ERR3822066;ERR3822080;ERR3822081;ERR3822082;ERR3822085;ERR3822086;ERR3822087;ERR3822093;ERR3823118;ERR3823132;ERR3823136	97.85810169253915	6.627287298501866
cTEC	Loxl4	wk1_mouse1	1	4	1385	10544815	0.5		1	B002229	ERR3814651;ERR3815394;ERR3815410;ERR3815493	131.34417246770096	7.048150859583126
cTEC	Loxl4	wk1_mouse2	1	52	4928	120386287	0.7692307692307693		2	B002284;B002288	ERR3814580;ERR3815280;ERR3815399;ERR3815407;ERR3815411;ERR3815415;ERR3815419;ERR3815426;ERR3815429;ERR3815436;ERR3815439;ERR3815441	40.93489485226834	5.390079333536587
cTEC	Loxl4	wk1_mouse3	1	36	3562	69064293	0.5833333333333334		3	B002291;B002293;B002298	ERR3815396;ERR3815400;ERR3815404;ERR3815408;ERR3815412;ERR3815475;ERR3815479;ERR3815483;ERR3815487;ERR3815491;ERR3815495;ERR3815499	51.575131595135566	5.716308650903131
cTEC	Loxl4	wk1_mouse4	1	18	1042	31876677	0.6111111111111112		4	B001632	ERR3815382;ERR3815445;ERR3815449;ERR3815453;ERR3815457;ERR3815465;ERR3815469;ERR3815514;ERR3815533;ERR3815537;ERR3815541;ERR3815545	32.688476280008736	5.074183272145259
cTEC	Loxl4	wk1_mouse5	1	31	2489	53449960	0.8387096774193549		5	B002345;B002449	ERR3816478;ERR3816719;ERR3816721;ERR3816723;ERR3816725;ERR3816727;ERR3816729;ERR3816731;ERR3816800;ERR3816802;ERR3816804;ERR3816806	46.56691978815326	5.571886701011081
cTEC	Loxl4	wk32_mouse1	32	11	573	31048121	0.45454545454545453		1	B002229;B002297	ERR3823420;ERR3824081;ERR3825411;ERR3825416;ERR3825431;ERR3825486;ERR3825516;ERR3825544;ERR3825563;ERR3825564;ERR3825569	18.455223103517277	4.282085619453718
cTEC	Loxl4	wk32_mouse2	32	26	1951	27819821	0.6153846153846154		2	B002284;B002294	ERR3823470;ERR3823563;ERR3823570;ERR3824491;ERR3824586;ERR3824657;ERR3825333;ERR3825338;ERR3825410;ERR3825415;ERR3825420;ERR3825425	70.12985453788505	6.152383308088408
cTEC	Loxl4	wk32_mouse3	32	38	1705	31589499	0.631578947368421		3	B002290;B002291	ERR3823353;ERR3823419;ERR3824003;ERR3824032;ERR3824036;ERR3824043;ERR3824051;ERR3824052;ERR3824053;ERR3824080;ERR3824083;ERR3824086	53.97363218707584	5.780667898351928
cTEC	Loxl4	wk32_mouse4	32	17	680	40945218	0.7058823529411765		4	B002301	ERR3824470;ERR3824489;ERR3824494;ERR3824621;ERR3825084;ERR3825336;ERR3825423;ERR3825433;ERR3825438;ERR3825470;ERR3825513;ERR3825518	16.607555978820287	4.138122764309944
cTEC	Loxl4	wk32_mouse5	32	52	3775	56603039	0.4423076923076923		5	B002336;B002345;B002449	ERR3824434;ERR3824454;ERR3824580;ERR3824641;ERR3824838;ERR3825284;ERR3825286;ERR3825288;ERR3825295;ERR3825297;ERR3825299;ERR3825306	66.69253218011846	6.080924779781165
cTEC	Loxl4	wk4_mouse1	4	9	692	9279745	0.4444444444444444		1	B002297	ERR3819442;ERR3819525;ERR3819538;ERR3819553;ERR3819638;ERR3819648;ERR3819668;ERR3819673;ERR3819756	74.57101461300931	6.239761087368785
cTEC	Loxl4	wk4_mouse2	4	44	5180	83479820	0.8409090909090909		2	B002283;B002294;B002295	ERR3817921;ERR3817925;ERR3817949;ERR3817969;ERR3817977;ERR3817981;ERR3817985;ERR3817989;ERR3817993;ERR3818017;ERR3818037;ERR3818041	62.05092440304735	5.978445617255542
cTEC	Loxl4	wk4_mouse3	4	30	2391	33421245	0.7		3	B002290;B002292	ERR3817864;ERR3817865;ERR3817866;ERR3817867;ERR3817868;ERR3817869;ERR3817870;ERR3817923;ERR3817928;ERR3817935;ERR3817951;ERR3817995	71.54132049838358	6.180731102383726
cTEC	Loxl4	wk4_mouse4	4	46	3505	84141720	0.5434782608695652		4	B001629;B001632;B002301	ERR3817804;ERR3817808;ERR3817819;ERR3817820;ERR3817832;ERR3817871;ERR3817872;ERR3817875;ERR3817876;ERR3817879;ERR3817880;ERR3817887	41.65591100348317	5.414673770417335
cTEC	Loxl4	wk4_mouse5	4	46	1558	46468564	0.41304347826086957		5	B002336;B002337;B002450	ERR3819143;ERR3819430;ERR3819435;ERR3819440;ERR3819445;ERR3819450;ERR3819455;ERR3819460;ERR3819522;ERR3819523;ERR3819528;ERR3819541	33.528042743046676	5.109696650771925
cTEC	Loxl4	wk52_mouse1	52	13	598	16066102	0.38461538461538464		1	B002229;B002297	ERR3827146;ERR3827153;ERR3827640;ERR3827977;ERR3828391;ERR3828456;ERR3828527;ERR3828544;ERR3828594;ERR3828604;ERR3829256;ERR3829314	37.221225160900886	5.256302118760739
cTEC	Loxl4	wk52_mouse2	52	23	944	19160105	0.30434782608695654		2	B002284;B002294	ERR3825633;ERR3827634;ERR3828304;ERR3828455;ERR3828504;ERR3828509;ERR3828514;ERR3828521;ERR3828542;ERR3828571;ERR3828576;ERR3828581	49.269041062144495	5.651598263171009
cTEC	Loxl4	wk52_mouse3	52	12	402	9578836	0.5		3	B002290;B002291	ERR3825649;ERR3825777;ERR3825788;ERR3827090;ERR3827096;ERR3827143;ERR3827144;ERR3827145;ERR3827383;ERR3827384;ERR3827388;ERR3827437	41.967520897111086	5.425174635028742
cTEC	Loxl4	wk52_mouse4	52	1	106	2467610	1.0		4	B002301	ERR3828343	42.95654499698089	5.458006089190673
cTEC	Loxl4	wk52_mouse5	52	75	1937	68995698	0.49333333333333335		5	B002336;B002345;B002450	ERR3827537;ERR3827544;ERR3827660;ERR3827991;ERR3828182;ERR3828303;ERR3828442;ERR3828498;ERR3828499;ERR3828500;ERR3828501;ERR3828503	28.074214134336316	4.861668291579208
combined_mTEClo_mTEChi	Lox	wk16_mouse1	16	7	410	15946989	0.2857142857142857		1	B002285	ERR3819869;ERR3820043;ERR3820050;ERR3820208;ERR3820377;ERR3821306;ERR3821468	25.710182655797905	4.739317936667678
combined_mTEClo_mTEChi	Lox	wk16_mouse2	16	84	4522	145330085	0.35714285714285715		2	B002283;B002288;B002295	ERR3819868;ERR3819876;ERR3819883;ERR3819905;ERR3819908;ERR3819917;ERR3819951;ERR3819955;ERR3819959;ERR3819970;ERR3819974;ERR3819997	31.115374356245646	5.005192208356737
combined_mTEClo_mTEChi	Lox	wk16_mouse3	16	19	304	28040174	0.05263157894736842		3	B002292;B002293	ERR3819870;ERR3819893;ERR3819896;ERR3819953;ERR3819972;ERR3819976;ERR3820128;ERR3820147;ERR3820205;ERR3821238;ERR3821313;ERR3821315	10.841587502274416	3.565790598838382
combined_mTEClo_mTEChi	Lox	wk16_mouse4	16	38	1365	73369854	0.21052631578947367		4	B001629;B001632	ERR3819844;ERR3819852;ERR3819864;ERR3819927;ERR3819931;ERR3819938;ERR3819939;ERR3819942;ERR3819943;ERR3820001;ERR3820002;ERR3820010	18.60437121763933	4.2931034650896835
combined_mTEClo_mTEChi	Lox	wk16_mouse5	16	44	2410	52693833	0.22727272727272727		5	B002337;B002449;B002450;B002451	ERR3821225;ERR3821226;ERR3821227;ERR3821230;ERR3821231;ERR3821232;ERR3821253;ERR3821264;ERR3821295;ERR3821296;ERR3821297;ERR3821308	45.73590233984307	5.546459343489514
combined_mTEClo_mTEChi	Lox	wk1_mouse1	1	7	89	20846844	0.14285714285714285		1	B002229	ERR3814494;ERR3814583;ERR3814651;ERR3814663;ERR3814675;ERR3814912;ERR3815070	4.2692313522372975	2.397592524444362
combined_mTEClo_mTEChi	Lox	wk1_mouse2	1	73	1409	150959086	0.1917808219178082		2	B002284;B002288;B002295	ERR3814487;ERR3814499;ERR3814507;ERR3814511;ERR3814517;ERR3814564;ERR3814572;ERR3814580;ERR3814592;ERR3814602;ERR3814612;ERR3814648	9.333654815583607	3.369278692920589
combined_mTEClo_mTEChi	Lox	wk1_mouse3	1	50	1971	90073045	0.38		3	B002291;B002293;B002298	ERR3814496;ERR3814565;ERR3814573;ERR3814585;ERR3814589;ERR3814665;ERR3814677;ERR3814734;ERR3814746;ERR3814750;ERR3814754;ERR3814758	21.882240130773862	4.516156391206385
combined_mTEClo_mTEChi	Lox	wk1_mouse4	1	31	1744	67854698	0.1935483870967742		4	B001629;B001631;B001632	ERR3814518;ERR3814542;ERR3814620;ERR3814639;ERR3814688;ERR3814708;ERR3814712;ERR3814728;ERR3814797;ERR3814809;ERR3814813;ERR3814872	25.701978660342725	4.73887474682626
combined_mTEClo_mTEChi	Lox	wk1_mouse5	1	60	1695	106983578	0.18333333333333332		5	B002337;B002345;B002449	ERR3814480;ERR3815685;ERR3815809;ERR3815812;ERR3815814;ERR3815816;ERR3815820;ERR3815837;ERR3815841;ERR3815890;ERR3815894;ERR3815896	15.843553110553097	4.074124598747232
combined_mTEClo_mTEChi	Lox	wk32_mouse1	32	30	2893	74409656	0.23333333333333334		1	B002229;B002287;B002297	ERR3823390;ERR3823393;ERR3823414;ERR3823420;ERR3823442;ERR3823453;ERR3823456;ERR3823512;ERR3823519;ERR3823522;ERR3823525;ERR3823628	38.8793626461598	5.317570447588057
combined_mTEClo_mTEChi	Lox	wk32_mouse2	32	58	2115	58137405	0.41379310344827586		2	B002284;B002294	ERR3823339;ERR3823342;ERR3823345;ERR3823355;ERR3823391;ERR3823397;ERR3823460;ERR3823470;ERR3823473;ERR3823507;ERR3823510;ERR3823513	36.379332720474885	5.224168909838427
combined_mTEClo_mTEChi	Lox	wk32_mouse3	32	82	2283	79550561	0.2804878048780488		3	B002290;B002291;B002293	ERR3823319;ERR3823343;ERR3823346;ERR3823350;ERR3823353;ERR3823356;ERR3823359;ERR3823360;ERR3823362;ERR3823364;ERR3823365;ERR3823395	28.698729101357312	4.892329289940352
combined_mTEClo_mTEChi	Lox	wk32_mouse4	32	24	2200	57275808	0.20833333333333334		4	B002301	ERR3824418;ERR3824423;ERR3824433;ERR3824438;ERR3824443;ERR3824470;ERR3824489;ERR3824494;ERR3824564;ERR3824621;ERR3824665;ERR3824788	38.41063228649694	5.300512990500538
combined_mTEClo_mTEChi	Lox	wk32_mouse5	32	78	866	72608875	0.16666666666666666		5	B002336;B002345;B002449	ERR3824374;ERR3824389;ERR3824395;ERR3824396;ERR3824400;ERR3824402;ERR3824408;ERR3824419;ERR3824429;ERR3824434;ERR3824444;ERR3824454	11.926916647586125	3.6923062967402855
combined_mTEClo_mTEChi	Lox	wk4_mouse1	4	9	0	10968583	0.0		1	B002297	ERR3818228;ERR3818342;ERR3818367;ERR3818443;ERR3818453;ERR3818675;ERR3818690;ERR3818705;ERR3818883	0.0	0.0
combined_mTEClo_mTEChi	Lox	wk4_mouse2	4	84	3636	134511978	0.35714285714285715		2	B002283;B002294;B002295;B002296	ERR3817114;ERR3817119;ERR3817181;ERR3817185;ERR3817245;ERR3817277;ERR3817297;ERR3817305;ERR3817309;ERR3817313;ERR3817317;ERR3817345	27.031049978314943	4.808953880290136
combined_mTEClo_mTEChi	Lox	wk4_mouse3	4	64	1510	104242277	0.28125		3	B002290;B002292;B002298	ERR3817123;ERR3817126;ERR3817128;ERR3817144;ERR3817163;ERR3817167;ERR3817179;ERR3817187;ERR3817188;ERR3817195;ERR3817235;ERR3817247	14.485485577027447	3.952844717072426
combined_mTEClo_mTEChi	Lox	wk4_mouse4	4	83	2632	164325574	0.2289156626506024		4	B001629;B001632;B002301	ERR3817130;ERR3817133;ERR3817145;ERR3817146;ERR3817149;ERR3817153;ERR3817196;ERR3817201;ERR3817204;ERR3817205;ERR3817212;ERR3817217	16.01698345505247	4.088903412748959
combined_mTEClo_mTEChi	Lox	wk4_mouse5	4	85	2169	138714937	0.16470588235294117		5	B002336;B002337;B002450;B002451	ERR3818090;ERR3818216;ERR3818221;ERR3818236;ERR3818246;ERR3818307;ERR3818313;ERR3818345;ERR3818355;ERR3818395;ERR3818425;ERR3818427	15.636383845237951	4.056269972146612
combined_mTEClo_mTEChi	Lox	wk52_mouse1	52	36	931	52203140	0.19444444444444445		1	B002229;B002285;B002297	ERR3825647;ERR3825778;ERR3825865;ERR3825952;ERR3826902;ERR3827444;ERR3827558;ERR3827568;ERR3827580;ERR3827608;ERR3827618;ERR3827625	17.834176258363	4.2352810310681965
combined_mTEClo_mTEChi	Lox	wk52_mouse2	52	76	2439	83561746	0.34210526315789475		2	B002284;B002294	ERR3825598;ERR3825630;ERR3825633;ERR3825636;ERR3825642;ERR3825645;ERR3825648;ERR3825769;ERR3825779;ERR3825782;ERR3825785;ERR3825790	29.1879971009701	4.915903135662262
combined_mTEClo_mTEChi	Lox	wk52_mouse3	52	57	1256	52701268	0.3508771929824561		3	B002290;B002291	ERR3825599;ERR3825619;ERR3825621;ERR3825625;ERR3825634;ERR3825637;ERR3825643;ERR3825646;ERR3825649;ERR3825765;ERR3825766;ERR3825770	23.832443652019908	4.634154332688194
combined_mTEClo_mTEChi	Lox	wk52_mouse4	52	2	6	5273900	0.5		4	B002301	ERR3828001;ERR3828063	1.1376779992036254	1.0960445546776292
combined_mTEClo_mTEChi	Lox	wk52_mouse5	52	116	2247	149960010	0.19827586206896552		5	B002336;B002345;B002450	ERR3827442;ERR3827535;ERR3827537;ERR3827544;ERR3827555;ERR3827561;ERR3827571;ERR3827584;ERR3827587;ERR3827591;ERR3827593;ERR3827595	14.983994732995816	3.998556107737309
combined_mTEClo_mTEChi	Loxl1	wk16_mouse1	16	7	2734	15946989	0.8571428571428571		1	B002285	ERR3819869;ERR3820043;ERR3820050;ERR3820208;ERR3820377;ERR3821306;ERR3821468	171.44302288036945	7.429975947686148
combined_mTEClo_mTEChi	Loxl1	wk16_mouse2	16	84	27748	145330085	0.75		2	B002283;B002288;B002295	ERR3819868;ERR3819876;ERR3819883;ERR3819905;ERR3819908;ERR3819917;ERR3819951;ERR3819955;ERR3819959;ERR3819970;ERR3819974;ERR3819997	190.9308729847643	7.584442984265632
combined_mTEClo_mTEChi	Loxl1	wk16_mouse3	16	19	3678	28040174	0.631578947368421		3	B002292;B002293	ERR3819870;ERR3819893;ERR3819896;ERR3819953;ERR3819972;ERR3819976;ERR3820128;ERR3820147;ERR3820205;ERR3821238;ERR3821313;ERR3821315	131.1689435308069	7.046239408392482
combined_mTEClo_mTEChi	Loxl1	wk16_mouse4	16	38	16836	73369854	0.7894736842105263		4	B001629;B001632	ERR3819844;ERR3819852;ERR3819864;ERR3819927;ERR3819931;ERR3819938;ERR3819939;ERR3819942;ERR3819943;ERR3820001;ERR3820002;ERR3820010	229.46754126020204	7.848419767499247
combined_mTEClo_mTEChi	Loxl1	wk16_mouse5	16	44	15048	52693833	0.8181818181818182		5	B002337;B002449;B002450;B002451	ERR3821225;ERR3821226;ERR3821227;ERR3821230;ERR3821231;ERR3821232;ERR3821253;ERR3821264;ERR3821295;ERR3821296;ERR3821297;ERR3821308	285.5742151078666	8.162764996829395
combined_mTEClo_mTEChi	Loxl1	wk1_mouse1	1	7	4575	20846844	0.7142857142857143		1	B002229	ERR3814494;ERR3814583;ERR3814651;ERR3814663;ERR3814675;ERR3814912;ERR3815070	219.45767906163638	7.784357920079228
combined_mTEClo_mTEChi	Loxl1	wk1_mouse2	1	73	46646	150959086	0.9315068493150684		2	B002284;B002288;B002295	ERR3814487;ERR3814499;ERR3814507;ERR3814511;ERR3814517;ERR3814564;ERR3814572;ERR3814580;ERR3814592;ERR3814602;ERR3814612;ERR3814648	308.997631318462	8.276113381731774
combined_mTEClo_mTEChi	Loxl1	wk1_mouse3	1	50	22692	90073045	0.96		3	B002291;B002293;B002298	ERR3814496;ERR3814565;ERR3814573;ERR3814585;ERR3814589;ERR3814665;ERR3814677;ERR3814734;ERR3814746;ERR3814750;ERR3814754;ERR3814758	251.92886506723514	7.982587881236213
combined_mTEClo_mTEChi	Loxl1	wk1_mouse4	1	31	20804	67854698	1.0		4	B001629;B001631;B001632	ERR3814518;ERR3814542;ERR3814620;ERR3814639;ERR3814688;ERR3814708;ERR3814712;ERR3814728;ERR3814797;ERR3814809;ERR3814813;ERR3814872	306.59630966156533	8.264894384671031
combined_mTEClo_mTEChi	Loxl1	wk1_mouse5	1	60	37238	106983578	0.95		5	B002337;B002345;B002449	ERR3814480;ERR3815685;ERR3815809;ERR3815812;ERR3815814;ERR3815816;ERR3815820;ERR3815837;ERR3815841;ERR3815890;ERR3815894;ERR3815896	348.0721125255317	8.44738129393496
combined_mTEClo_mTEChi	Loxl1	wk32_mouse1	32	30	15038	74409656	0.7333333333333333		1	B002229;B002287;B002297	ERR3823390;ERR3823393;ERR3823414;ERR3823420;ERR3823442;ERR3823453;ERR3823456;ERR3823512;ERR3823519;ERR3823522;ERR3823525;ERR3823628	202.09742671031836	7.666028150256741
combined_mTEClo_mTEChi	Loxl1	wk32_mouse2	32	58	8045	58137405	0.8275862068965517		2	B002284;B002294	ERR3823339;ERR3823342;ERR3823345;ERR3823355;ERR3823391;ERR3823397;ERR3823460;ERR3823470;ERR3823473;ERR3823507;ERR3823510;ERR3823513	138.37906937882764	7.122870117045865
combined_mTEClo_mTEChi	Loxl1	wk32_mouse3	32	82	9971	79550561	0.7682926829268293		3	B002290;B002291;B002293	ERR3823319;ERR3823343;ERR3823346;ERR3823350;ERR3823353;ERR3823356;ERR3823359;ERR3823360;ERR3823362;ERR3823364;ERR3823365;ERR3823395	125.34166792362407	6.981186713245125
combined_mTEClo_mTEChi	Loxl1	wk32_mouse4	32	24	8642	57275808	0.7083333333333334		4	B002301	ERR3824418;ERR3824423;ERR3824433;ERR3824438;ERR3824443;ERR3824470;ERR3824489;ERR3824494;ERR3824564;ERR3824621;ERR3824665;ERR3824788	150.88394737268482	7.24682558911032
combined_mTEClo_mTEChi	Loxl1	wk32_mouse5	32	78	24499	72608875	0.8974358974358975		5	B002336;B002345;B002449	ERR3824374;ERR3824389;ERR3824395;ERR3824396;ERR3824400;ERR3824402;ERR3824408;ERR3824419;ERR3824429;ERR3824434;ERR3824444;ERR3824454	337.4105438212615	8.402630708828545
combined_mTEClo_mTEChi	Loxl1	wk4_mouse1	4	9	1524	10968583	0.6666666666666666		1	B002297	ERR3818228;ERR3818342;ERR3818367;ERR3818443;ERR3818453;ERR3818675;ERR3818690;ERR3818705;ERR3818883	138.94228634637673	7.128688157167687
combined_mTEClo_mTEChi	Loxl1	wk4_mouse2	4	84	21735	134511978	0.8095238095238095		2	B002283;B002294;B002295;B002296	ERR3817114;ERR3817119;ERR3817181;ERR3817185;ERR3817245;ERR3817277;ERR3817297;ERR3817305;ERR3817309;ERR3817313;ERR3817317;ERR3817345	161.58412301393707	7.345042569159162
combined_mTEClo_mTEChi	Loxl1	wk4_mouse3	4	64	21158	104242277	0.796875		3	B002290;B002292;B002298	ERR3817123;ERR3817126;ERR3817128;ERR3817144;ERR3817163;ERR3817167;ERR3817179;ERR3817187;ERR3817188;ERR3817195;ERR3817235;ERR3817247	202.96947274089186	7.672209435986601
combined_mTEClo_mTEChi	Loxl1	wk4_mouse4	4	83	38568	164325574	0.8554216867469879		4	B001629;B001632;B002301	ERR3817130;ERR3817133;ERR3817145;ERR3817146;ERR3817149;ERR3817153;ERR3817196;ERR3817201;ERR3817204;ERR3817205;ERR3817212;ERR3817217	234.7047940328509	7.880837291837914
combined_mTEClo_mTEChi	Loxl1	wk4_mouse5	4	85	45104	138714937	0.9058823529411765		5	B002336;B002337;B002450;B002451	ERR3818090;ERR3818216;ERR3818221;ERR3818236;ERR3818246;ERR3818307;ERR3818313;ERR3818345;ERR3818355;ERR3818395;ERR3818425;ERR3818427	325.1560428564373	8.34941854807749
combined_mTEClo_mTEChi	Loxl1	wk52_mouse1	52	36	9175	52203140	0.8888888888888888		1	B002229;B002285;B002297	ERR3825647;ERR3825778;ERR3825865;ERR3825952;ERR3826902;ERR3827444;ERR3827558;ERR3827568;ERR3827580;ERR3827608;ERR3827618;ERR3827625	175.75571124648823	7.465613021238636
combined_mTEClo_mTEChi	Loxl1	wk52_mouse2	52	76	16052	83561746	0.8552631578947368		2	B002284;B002294	ERR3825598;ERR3825630;ERR3825633;ERR3825636;ERR3825642;ERR3825645;ERR3825648;ERR3825769;ERR3825779;ERR3825782;ERR3825785;ERR3825790	192.0974700552571	7.593185452133486
combined_mTEClo_mTEChi	Loxl1	wk52_mouse3	52	57	9846	52701268	0.7894736842105263		3	B002290;B002291	ERR3825599;ERR3825619;ERR3825621;ERR3825625;ERR3825634;ERR3825637;ERR3825643;ERR3825646;ERR3825649;ERR3825765;ERR3825766;ERR3825770	186.8266243612962	7.5532577688021885
combined_mTEClo_mTEChi	Loxl1	wk52_mouse4	52	2	447	5273900	1.0		4	B002301	ERR3828001;ERR3828063	84.7570109406701	6.422182716445363
combined_mTEClo_mTEChi	Loxl1	wk52_mouse5	52	116	36445	149960010	0.8189655172413793		5	B002336;B002345;B002450	ERR3827442;ERR3827535;ERR3827537;ERR3827544;ERR3827555;ERR3827561;ERR3827571;ERR3827584;ERR3827587;ERR3827591;ERR3827593;ERR3827595	243.03145885359703	7.93092333185205
combined_mTEClo_mTEChi	Loxl2	wk16_mouse1	16	7	0	15946989	0.0		1	B002285	ERR3819869;ERR3820043;ERR3820050;ERR3820208;ERR3820377;ERR3821306;ERR3821468	0.0	0.0
combined_mTEClo_mTEChi	Loxl2	wk16_mouse2	16	84	2180	145330085	0.2619047619047619		2	B002283;B002288;B002295	ERR3819868;ERR3819876;ERR3819883;ERR3819905;ERR3819908;ERR3819917;ERR3819951;ERR3819955;ERR3819959;ERR3819970;ERR3819974;ERR3819997	15.000335271255087	4.000030230569336
combined_mTEClo_mTEChi	Loxl2	wk16_mouse3	16	19	370	28040174	0.21052631578947367		3	B002292;B002293	ERR3819870;ERR3819893;ERR3819896;ERR3819953;ERR3819972;ERR3819976;ERR3820128;ERR3820147;ERR3820205;ERR3821238;ERR3821313;ERR3821315	13.195353210005045	3.8273468416589296
combined_mTEClo_mTEChi	Loxl2	wk16_mouse4	16	38	143	73369854	0.18421052631578946		4	B001629;B001632	ERR3819844;ERR3819852;ERR3819864;ERR3819927;ERR3819931;ERR3819938;ERR3819939;ERR3819942;ERR3819943;ERR3820001;ERR3820002;ERR3820010	1.9490293656574538	1.5602401884482926
combined_mTEClo_mTEChi	Loxl2	wk16_mouse5	16	44	284	52693833	0.22727272727272727		5	B002337;B002449;B002450;B002451	ERR3821225;ERR3821226;ERR3821227;ERR3821230;ERR3821231;ERR3821232;ERR3821253;ERR3821264;ERR3821295;ERR3821296;ERR3821297;ERR3821308	5.389625006023	2.675731264845851
combined_mTEClo_mTEChi	Loxl2	wk1_mouse1	1	7	1129	20846844	0.42857142857142855		1	B002229	ERR3814494;ERR3814583;ERR3814651;ERR3814663;ERR3814675;ERR3814912;ERR3815070	54.15687861433606	5.785468910422427
combined_mTEClo_mTEChi	Loxl2	wk1_mouse2	1	73	1902	150959086	0.3287671232876712		2	B002284;B002288;B002295	ERR3814487;ERR3814499;ERR3814507;ERR3814511;ERR3814517;ERR3814564;ERR3814572;ERR3814580;ERR3814592;ERR3814602;ERR3814612;ERR3814648	12.59944035432223	3.7654753776382113
combined_mTEClo_mTEChi	Loxl2	wk1_mouse3	1	50	1896	90073045	0.46		3	B002291;B002293;B002298	ERR3814496;ERR3814565;ERR3814573;ERR3814585;ERR3814589;ERR3814665;ERR3814677;ERR3814734;ERR3814746;ERR3814750;ERR3814754;ERR3814758	21.049582591551115	4.462679440067025
combined_mTEClo_mTEChi	Loxl2	wk1_mouse4	1	31	347	67854698	0.25806451612903225		4	B001629;B001631;B001632	ERR3814518;ERR3814542;ERR3814620;ERR3814639;ERR3814688;ERR3814708;ERR3814712;ERR3814728;ERR3814797;ERR3814809;ERR3814813;ERR3814872	5.113868460515439	2.612085513068275
combined_mTEClo_mTEChi	Loxl2	wk1_mouse5	1	60	1286	106983578	0.4166666666666667		5	B002337;B002345;B002449	ERR3814480;ERR3815685;ERR3815809;ERR3815812;ERR3815814;ERR3815816;ERR3815820;ERR3815837;ERR3815841;ERR3815890;ERR3815894;ERR3815896	12.020536460278043	3.702716985221847
combined_mTEClo_mTEChi	Loxl2	wk32_mouse1	32	30	520	74409656	0.1		1	B002229;B002287;B002297	ERR3823390;ERR3823393;ERR3823414;ERR3823420;ERR3823442;ERR3823453;ERR3823456;ERR3823512;ERR3823519;ERR3823522;ERR3823525;ERR3823628	6.9883403304538865	2.9978957978042877
combined_mTEClo_mTEChi	Loxl2	wk32_mouse2	32	58	96	58137405	0.13793103448275862		2	B002284;B002294	ERR3823339;ERR3823342;ERR3823345;ERR3823355;ERR3823391;ERR3823397;ERR3823460;ERR3823470;ERR3823473;ERR3823507;ERR3823510;ERR3823513	1.651260492276874	1.4066784251856697
combined_mTEClo_mTEChi	Loxl2	wk32_mouse3	32	82	2292	79550561	0.18292682926829268		3	B002290;B002291;B002293	ERR3823319;ERR3823343;ERR3823346;ERR3823350;ERR3823353;ERR3823356;ERR3823359;ERR3823360;ERR3823362;ERR3823364;ERR3823365;ERR3823395	28.811864695712202	4.89781471185083
combined_mTEClo_mTEChi	Loxl2	wk32_mouse4	32	24	18	57275808	0.08333333333333333		4	B002301	ERR3824418;ERR3824423;ERR3824433;ERR3824438;ERR3824443;ERR3824470;ERR3824489;ERR3824494;ERR3824564;ERR3824621;ERR3824665;ERR3824788	0.31426880961679315	0.39426038269117025
combined_mTEClo_mTEChi	Loxl2	wk32_mouse5	32	78	583	72608875	0.1282051282051282		5	B002336;B002345;B002449	ERR3824374;ERR3824389;ERR3824395;ERR3824396;ERR3824400;ERR3824402;ERR3824408;ERR3824419;ERR3824429;ERR3824434;ERR3824444;ERR3824454	8.029321484460406	3.174617579313776
combined_mTEClo_mTEChi	Loxl2	wk4_mouse1	4	9	23	10968583	0.2222222222222222		1	B002297	ERR3818228;ERR3818342;ERR3818367;ERR3818443;ERR3818453;ERR3818675;ERR3818690;ERR3818705;ERR3818883	2.0968980222878377	1.6308238773096724
combined_mTEClo_mTEChi	Loxl2	wk4_mouse2	4	84	2882	134511978	0.27380952380952384		2	B002283;B002294;B002295;B002296	ERR3817114;ERR3817119;ERR3817181;ERR3817185;ERR3817245;ERR3817277;ERR3817297;ERR3817305;ERR3817309;ERR3817313;ERR3817317;ERR3817345	21.42560122043555	4.487074758565399
combined_mTEClo_mTEChi	Loxl2	wk4_mouse3	4	64	917	104242277	0.3125		3	B002290;B002292;B002298	ERR3817123;ERR3817126;ERR3817128;ERR3817144;ERR3817163;ERR3817167;ERR3817179;ERR3817187;ERR3817188;ERR3817195;ERR3817235;ERR3817247	8.79681475108223	3.2923127604746734
combined_mTEClo_mTEChi	Loxl2	wk4_mouse4	4	83	1947	164325574	0.30120481927710846		4	B001629;B001632;B002301	ERR3817130;ERR3817133;ERR3817145;ERR3817146;ERR3817149;ERR3817153;ERR3817196;ERR3817201;ERR3817204;ERR3817205;ERR3817212;ERR3817217	11.848429630314268	3.6835201350065914
combined_mTEClo_mTEChi	Loxl2	wk4_mouse5	4	85	1068	138714937	0.18823529411764706		5	B002336;B002337;B002450;B002451	ERR3818090;ERR3818216;ERR3818221;ERR3818236;ERR3818246;ERR3818307;ERR3818313;ERR3818345;ERR3818355;ERR3818395;ERR3818425;ERR3818427	7.699242944543167	3.1208898552514266
