analysis_group	gene	biological_mouse_id	age_week	n_cells	summed_raw_counts	total_counts_all_features	detection_rate	mean_logcounts	SortDay	PlateID	run_fields	cpm	log2_cpm_plus1
cTEC	Lox	wk16_mouse1	16	2	128	7197668	1.0		1	B002285	ERR3820043;ERR3820881	17.783537668033592	4.231396898852361
cTEC	Lox	wk16_mouse2	16	47	520	69296512	0.3191489361702128		2	B002283;B002288;B002295	ERR3820118;ERR3820550;ERR3820650;ERR3820786;ERR3820790;ERR3820801;ERR3820805;ERR3820813;ERR3820833;ERR3820836;ERR3820880;ERR3820884	7.503985193367309	3.0881390849364974
cTEC	Lox	wk16_mouse3	16	7	373	12790525	0.14285714285714285		3	B002292;B002293	ERR3820811;ERR3820882;ERR3820901;ERR3820905;ERR3822106;ERR3823287;ERR3823301	29.162211871678448	4.914670323868428
cTEC	Lox	wk16_mouse4	16	5	23	11250541	0.4		4	B001629	ERR3820001;ERR3820673;ERR3820689;ERR3820761;ERR3820837	2.044346134110351	1.6061323987807208
cTEC	Lox	wk16_mouse5	16	20	94	16748741	0.2		5	B002337;B002450	ERR3821231;ERR3822066;ERR3822080;ERR3822081;ERR3822082;ERR3822085;ERR3822086;ERR3822087;ERR3822093;ERR3823118;ERR3823132;ERR3823136	5.612362147101086	2.725165740588974
cTEC	Lox	wk1_mouse1	1	4	0	10544815	0.0		1	B002229	ERR3814651;ERR3815394;ERR3815410;ERR3815493	0.0	0.0
cTEC	Lox	wk1_mouse2	1	52	777	120386287	0.3076923076923077		2	B002284;B002288	ERR3814580;ERR3815280;ERR3815399;ERR3815407;ERR3815411;ERR3815415;ERR3815419;ERR3815426;ERR3815429;ERR3815436;ERR3815439;ERR3815441	6.454223478127537	2.8980580718107056
cTEC	Lox	wk1_mouse3	1	36	3205	69064293	0.5		3	B002291;B002293;B002298	ERR3815396;ERR3815400;ERR3815404;ERR3815408;ERR3815412;ERR3815475;ERR3815479;ERR3815483;ERR3815487;ERR3815491;ERR3815495;ERR3815499	46.40603502594315	5.566998828014544
cTEC	Lox	wk1_mouse4	1	18	396	31876677	0.5		4	B001632	ERR3815382;ERR3815445;ERR3815449;ERR3815453;ERR3815457;ERR3815465;ERR3815469;ERR3815514;ERR3815533;ERR3815537;ERR3815541;ERR3815545	12.42287582234497	3.746621893858667
cTEC	Lox	wk1_mouse5	1	31	110	53449960	0.12903225806451613		5	B002345;B002449	ERR3816478;ERR3816719;ERR3816721;ERR3816723;ERR3816725;ERR3816727;ERR3816729;ERR3816731;ERR3816800;ERR3816802;ERR3816804;ERR3816806	2.057999669223326	1.6125882506457767
cTEC	Lox	wk32_mouse1	32	11	2786	31048121	0.5454545454545454		1	B002229;B002297	ERR3823420;ERR3824081;ERR3825411;ERR3825416;ERR3825431;ERR3825486;ERR3825516;ERR3825544;ERR3825563;ERR3825564;ERR3825569	89.73167812635103	6.503534437225162
cTEC	Lox	wk32_mouse2	32	26	1320	27819821	0.23076923076923078		2	B002284;B002294	ERR3823470;ERR3823563;ERR3823570;ERR3824491;ERR3824586;ERR3824657;ERR3825333;ERR3825338;ERR3825410;ERR3825415;ERR3825420;ERR3825425	47.44818451563725	5.598370699859806
cTEC	Lox	wk32_mouse3	32	38	1867	31589499	0.5263157894736842		3	B002290;B002291	ERR3823353;ERR3823419;ERR3824003;ERR3824032;ERR3824036;ERR3824043;ERR3824051;ERR3824052;ERR3824053;ERR3824080;ERR3824083;ERR3824086	59.10191864707952	5.909339142037538
cTEC	Lox	wk32_mouse4	32	17	270	40945218	0.058823529411764705		4	B002301	ERR3824470;ERR3824489;ERR3824494;ERR3824621;ERR3825084;ERR3825336;ERR3825423;ERR3825433;ERR3825438;ERR3825470;ERR3825513;ERR3825518	6.594176638649231	2.9248935560730867
cTEC	Lox	wk32_mouse5	32	52	396	56603039	0.1346153846153846		5	B002336;B002345;B002449	ERR3824434;ERR3824454;ERR3824580;ERR3824641;ERR3824838;ERR3825284;ERR3825286;ERR3825288;ERR3825295;ERR3825297;ERR3825299;ERR3825306	6.996090792934281	2.999294853494794
cTEC	Lox	wk4_mouse1	4	9	596	9279745	0.3333333333333333		1	B002297	ERR3819442;ERR3819525;ERR3819538;ERR3819553;ERR3819638;ERR3819648;ERR3819668;ERR3819673;ERR3819756	64.22590275918142	6.027373101690628
cTEC	Lox	wk4_mouse2	4	44	2562	83479820	0.5454545454545454		2	B002283;B002294;B002295	ERR3817921;ERR3817925;ERR3817949;ERR3817969;ERR3817977;ERR3817981;ERR3817985;ERR3817989;ERR3817993;ERR3818017;ERR3818037;ERR3818041	30.69005179934504	4.985958112783499
cTEC	Lox	wk4_mouse3	4	30	1760	33421245	0.6333333333333333		3	B002290;B002292	ERR3817864;ERR3817865;ERR3817866;ERR3817867;ERR3817868;ERR3817869;ERR3817870;ERR3817923;ERR3817928;ERR3817935;ERR3817951;ERR3817995	52.661114210437105	5.745805105676319
cTEC	Lox	wk4_mouse4	4	46	1379	84141720	0.3695652173913043		4	B001629;B001632;B002301	ERR3817804;ERR3817808;ERR3817819;ERR3817820;ERR3817832;ERR3817871;ERR3817872;ERR3817875;ERR3817876;ERR3817879;ERR3817880;ERR3817887	16.38901605529338	4.120104396001697
cTEC	Lox	wk4_mouse5	4	46	1467	46468564	0.32608695652173914		5	B002336;B002337;B002450	ERR3819143;ERR3819430;ERR3819435;ERR3819440;ERR3819445;ERR3819450;ERR3819455;ERR3819460;ERR3819522;ERR3819523;ERR3819528;ERR3819541	31.569729591816095	5.02545983678374
cTEC	Lox	wk52_mouse1	52	13	111	16066102	0.3076923076923077		1	B002229;B002297	ERR3827146;ERR3827153;ERR3827640;ERR3827977;ERR3828391;ERR3828456;ERR3828527;ERR3828544;ERR3828594;ERR3828604;ERR3829256;ERR3829314	6.908956509799328	2.983487361266279
cTEC	Lox	wk52_mouse2	52	23	770	19160105	0.21739130434782608		2	B002284;B002294	ERR3825633;ERR3827634;ERR3828304;ERR3828455;ERR3828504;ERR3828509;ERR3828514;ERR3828521;ERR3828542;ERR3828571;ERR3828576;ERR3828581	40.18767120535091	5.364140651890538
cTEC	Lox	wk52_mouse3	52	12	154	9578836	0.4166666666666667		3	B002290;B002291	ERR3825649;ERR3825777;ERR3825788;ERR3827090;ERR3827096;ERR3827143;ERR3827144;ERR3827145;ERR3827383;ERR3827384;ERR3827388;ERR3827437	16.07710999541072	4.093991939396813
cTEC	Lox	wk52_mouse4	52	1	0	2467610	0.0		4	B002301	ERR3828343	0.0	0.0
cTEC	Lox	wk52_mouse5	52	75	1565	68995698	0.2		5	B002336;B002345;B002450	ERR3827537;ERR3827544;ERR3827660;ERR3827991;ERR3828182;ERR3828303;ERR3828442;ERR3828498;ERR3828499;ERR3828500;ERR3828501;ERR3828503	22.68257362944571	4.565753964734454
cTEC	Loxl1	wk16_mouse1	16	2	1695	7197668	1.0		1	B002285	ERR3820043;ERR3820881	235.49294021341356	7.8856533066539
cTEC	Loxl1	wk16_mouse2	16	47	11331	69296512	0.8297872340425532		2	B002283;B002288;B002295	ERR3820118;ERR3820550;ERR3820650;ERR3820786;ERR3820790;ERR3820801;ERR3820805;ERR3820813;ERR3820833;ERR3820836;ERR3820880;ERR3820884	163.51472351162496	7.362072895842564
cTEC	Loxl1	wk16_mouse3	16	7	1774	12790525	0.5714285714285714		3	B002292;B002293	ERR3820811;ERR3820882;ERR3820901;ERR3820905;ERR3822106;ERR3823287;ERR3823301	138.6964178561865	7.126151216911693
cTEC	Loxl1	wk16_mouse4	16	5	2362	11250541	0.8		4	B001629	ERR3820001;ERR3820673;ERR3820689;ERR3820761;ERR3820837	209.94545951168038	7.7207262244261825
cTEC	Loxl1	wk16_mouse5	16	20	2062	16748741	0.9		5	B002337;B002450	ERR3821231;ERR3822066;ERR3822080;ERR3822081;ERR3822082;ERR3822085;ERR3822086;ERR3822087;ERR3822093;ERR3823118;ERR3823132;ERR3823136	123.11373135449405	6.9555189270088436
cTEC	Loxl1	wk1_mouse1	1	4	2914	10544815	0.5		1	B002229	ERR3814651;ERR3815394;ERR3815410;ERR3815493	276.3443455385419	8.1155345020537
cTEC	Loxl1	wk1_mouse2	1	52	17976	120386287	0.9230769230769231		2	B002284;B002288	ERR3814580;ERR3815280;ERR3815399;ERR3815407;ERR3815411;ERR3815415;ERR3815419;ERR3815426;ERR3815429;ERR3815436;ERR3815439;ERR3815441	149.31933235884247	7.231886753950239
cTEC	Loxl1	wk1_mouse3	1	36	13903	69064293	0.8611111111111112		3	B002291;B002293;B002298	ERR3815396;ERR3815400;ERR3815404;ERR3815408;ERR3815412;ERR3815475;ERR3815479;ERR3815483;ERR3815487;ERR3815491;ERR3815495;ERR3815499	201.30518095653278	7.660389456999571
cTEC	Loxl1	wk1_mouse4	1	18	7366	31876677	0.9444444444444444		4	B001632	ERR3815382;ERR3815445;ERR3815449;ERR3815453;ERR3815457;ERR3815465;ERR3815469;ERR3815514;ERR3815533;ERR3815537;ERR3815541;ERR3815545	231.07803865503297	7.858466197926658
cTEC	Loxl1	wk1_mouse5	1	31	15079	53449960	1.0		5	B002345;B002449	ERR3816478;ERR3816719;ERR3816721;ERR3816723;ERR3816725;ERR3816727;ERR3816729;ERR3816731;ERR3816800;ERR3816802;ERR3816804;ERR3816806	282.1143364747139	8.145240996726908
cTEC	Loxl1	wk32_mouse1	32	11	3048	31048121	0.6363636363636364		1	B002229;B002297	ERR3823420;ERR3824081;ERR3825411;ERR3825416;ERR3825431;ERR3825486;ERR3825516;ERR3825544;ERR3825563;ERR3825564;ERR3825569	98.17019200614426	6.631834643854466
cTEC	Loxl1	wk32_mouse2	32	26	2647	27819821	0.7307692307692307		2	B002284;B002294	ERR3823470;ERR3823563;ERR3823570;ERR3824491;ERR3824586;ERR3824657;ERR3825333;ERR3825338;ERR3825410;ERR3825415;ERR3825420;ERR3825425	95.1479881915847	6.587184765698619
cTEC	Loxl1	wk32_mouse3	32	38	4729	31589499	0.8947368421052632		3	B002290;B002291	ERR3823353;ERR3823419;ERR3824003;ERR3824032;ERR3824036;ERR3824043;ERR3824051;ERR3824052;ERR3824053;ERR3824080;ERR3824083;ERR3824086	149.70164610714465	7.235551365288061
cTEC	Loxl1	wk32_mouse4	32	17	4330	40945218	0.7058823529411765		4	B002301	ERR3824470;ERR3824489;ERR3824494;ERR3824621;ERR3825084;ERR3825336;ERR3825423;ERR3825433;ERR3825438;ERR3825470;ERR3825513;ERR3825518	105.75105498278212	6.7381065173339065
cTEC	Loxl1	wk32_mouse5	32	52	15705	56603039	0.8846153846153846		5	B002336;B002345;B002449	ERR3824434;ERR3824454;ERR3824580;ERR3824641;ERR3824838;ERR3825284;ERR3825286;ERR3825288;ERR3825295;ERR3825297;ERR3825299;ERR3825306	277.45860076523456	8.12131904369434
cTEC	Loxl1	wk4_mouse1	4	9	3506	9279745	0.8888888888888888		1	B002297	ERR3819442;ERR3819525;ERR3819538;ERR3819553;ERR3819638;ERR3819648;ERR3819668;ERR3819673;ERR3819756	377.81210582833904	8.56533862601777
cTEC	Loxl1	wk4_mouse2	4	44	17715	83479820	0.9090909090909091		2	B002283;B002294;B002295	ERR3817921;ERR3817925;ERR3817949;ERR3817969;ERR3817977;ERR3817981;ERR3817985;ERR3817989;ERR3817993;ERR3818017;ERR3818037;ERR3818041	212.20697409266097	7.736110819824614
cTEC	Loxl1	wk4_mouse3	4	30	5618	33421245	0.8666666666666667		3	B002290;B002292	ERR3817864;ERR3817865;ERR3817866;ERR3817867;ERR3817868;ERR3817869;ERR3817870;ERR3817923;ERR3817928;ERR3817935;ERR3817951;ERR3817995	168.0966702467248	7.401704441090722
cTEC	Loxl1	wk4_mouse4	4	46	18756	84141720	0.8260869565217391		4	B001629;B001632;B002301	ERR3817804;ERR3817808;ERR3817819;ERR3817820;ERR3817832;ERR3817871;ERR3817872;ERR3817875;ERR3817876;ERR3817879;ERR3817880;ERR3817887	222.90963388910993	7.806772792395948
cTEC	Loxl1	wk4_mouse5	4	46	18658	46468564	0.8913043478260869		5	B002336;B002337;B002450	ERR3819143;ERR3819430;ERR3819435;ERR3819440;ERR3819445;ERR3819450;ERR3819455;ERR3819460;ERR3819522;ERR3819523;ERR3819528;ERR3819541	401.51875577648576	8.652912198431286
cTEC	Loxl1	wk52_mouse1	52	13	1480	16066102	0.7692307692307693		1	B002229;B002297	ERR3827146;ERR3827153;ERR3827640;ERR3827977;ERR3828391;ERR3828456;ERR3828527;ERR3828544;ERR3828594;ERR3828604;ERR3829256;ERR3829314	92.1194201306577	6.541010169271561
cTEC	Loxl1	wk52_mouse2	52	23	3022	19160105	0.9130434782608695		2	B002284;B002294	ERR3825633;ERR3827634;ERR3828304;ERR3828455;ERR3828504;ERR3828509;ERR3828514;ERR3828521;ERR3828542;ERR3828571;ERR3828576;ERR3828581	157.72356153580577	7.310372493044089
cTEC	Loxl1	wk52_mouse3	52	12	1441	9578836	0.9166666666666666		3	B002290;B002291	ERR3825649;ERR3825777;ERR3825788;ERR3827090;ERR3827096;ERR3827143;ERR3827144;ERR3827145;ERR3827383;ERR3827384;ERR3827388;ERR3827437	150.4358149570574	7.242562636514512
cTEC	Loxl1	wk52_mouse4	52	1	898	2467610	1.0		4	B002301	ERR3828343	363.91488120083807	8.511416174889755
cTEC	Loxl1	wk52_mouse5	52	75	14600	68995698	0.7866666666666666		5	B002336;B002345;B002450	ERR3827537;ERR3827544;ERR3827660;ERR3827991;ERR3828182;ERR3828303;ERR3828442;ERR3828498;ERR3828499;ERR3828500;ERR3828501;ERR3828503	211.6073961596852	7.7320479758125895
cTEC	Loxl2	wk16_mouse1	16	2	0	7197668	0.0		1	B002285	ERR3820043;ERR3820881	0.0	0.0
cTEC	Loxl2	wk16_mouse2	16	47	244	69296512	0.0851063829787234		2	B002283;B002288;B002295	ERR3820118;ERR3820550;ERR3820650;ERR3820786;ERR3820790;ERR3820801;ERR3820805;ERR3820813;ERR3820833;ERR3820836;ERR3820880;ERR3820884	3.5211007445800444	2.176674065873361
cTEC	Loxl2	wk16_mouse3	16	7	0	12790525	0.0		3	B002292;B002293	ERR3820811;ERR3820882;ERR3820901;ERR3820905;ERR3822106;ERR3823287;ERR3823301	0.0	0.0
cTEC	Loxl2	wk16_mouse4	16	5	69	11250541	0.2		4	B001629	ERR3820001;ERR3820673;ERR3820689;ERR3820761;ERR3820837	6.133038402331052	2.834516740658405
cTEC	Loxl2	wk16_mouse5	16	20	1	16748741	0.05		5	B002337;B002450	ERR3821231;ERR3822066;ERR3822080;ERR3822081;ERR3822082;ERR3822085;ERR3822086;ERR3822087;ERR3822093;ERR3823118;ERR3823132;ERR3823136	0.05970598028830943	0.08366403873198892
cTEC	Loxl2	wk1_mouse1	1	4	0	10544815	0.0		1	B002229	ERR3814651;ERR3815394;ERR3815410;ERR3815493	0.0	0.0
cTEC	Loxl2	wk1_mouse2	1	52	1189	120386287	0.5192307692307693		2	B002284;B002288	ERR3814580;ERR3815280;ERR3815399;ERR3815407;ERR3815411;ERR3815415;ERR3815419;ERR3815426;ERR3815429;ERR3815436;ERR3815439;ERR3815441	9.876540174380493	3.4431478033990666
cTEC	Loxl2	wk1_mouse3	1	36	90	69064293	0.1111111111111111		3	B002291;B002293;B002298	ERR3815396;ERR3815400;ERR3815404;ERR3815408;ERR3815412;ERR3815475;ERR3815479;ERR3815483;ERR3815487;ERR3815491;ERR3815495;ERR3815499	1.3031335888720383	1.2035980943325342
cTEC	Loxl2	wk1_mouse4	1	18	135	31876677	0.2222222222222222		4	B001632	ERR3815382;ERR3815445;ERR3815449;ERR3815453;ERR3815457;ERR3815465;ERR3815469;ERR3815514;ERR3815533;ERR3815537;ERR3815541;ERR3815545	4.235071303072148	2.3882091871824516
cTEC	Loxl2	wk1_mouse5	1	31	210	53449960	0.1935483870967742		5	B002345;B002449	ERR3816478;ERR3816719;ERR3816721;ERR3816723;ERR3816725;ERR3816727;ERR3816729;ERR3816731;ERR3816800;ERR3816802;ERR3816804;ERR3816806	3.928908459426349	2.301268187266395
cTEC	Loxl2	wk32_mouse1	32	11	41	31048121	0.18181818181818182		1	B002229;B002297	ERR3823420;ERR3824081;ERR3825411;ERR3825416;ERR3825431;ERR3825486;ERR3825516;ERR3825544;ERR3825563;ERR3825564;ERR3825569	1.3205307979829117	1.2144548450204358
cTEC	Loxl2	wk32_mouse2	32	26	0	27819821	0.0		2	B002284;B002294	ERR3823470;ERR3823563;ERR3823570;ERR3824491;ERR3824586;ERR3824657;ERR3825333;ERR3825338;ERR3825410;ERR3825415;ERR3825420;ERR3825425	0.0	0.0
cTEC	Loxl2	wk32_mouse3	32	38	9	31589499	0.05263157894736842		3	B002290;B002291	ERR3823353;ERR3823419;ERR3824003;ERR3824032;ERR3824036;ERR3824043;ERR3824051;ERR3824052;ERR3824053;ERR3824080;ERR3824083;ERR3824086	0.2849048033335381	0.3616614762704093
cTEC	Loxl2	wk32_mouse4	32	17	47	40945218	0.11764705882352941		4	B002301	ERR3824470;ERR3824489;ERR3824494;ERR3824621;ERR3825084;ERR3825336;ERR3825423;ERR3825433;ERR3825438;ERR3825470;ERR3825513;ERR3825518	1.1478751926537551	1.1029101645659853
cTEC	Loxl2	wk32_mouse5	32	52	0	56603039	0.0		5	B002336;B002345;B002449	ERR3824434;ERR3824454;ERR3824580;ERR3824641;ERR3824838;ERR3825284;ERR3825286;ERR3825288;ERR3825295;ERR3825297;ERR3825299;ERR3825306	0.0	0.0
cTEC	Loxl2	wk4_mouse1	4	9	75	9279745	0.2222222222222222		1	B002297	ERR3819442;ERR3819525;ERR3819538;ERR3819553;ERR3819638;ERR3819648;ERR3819668;ERR3819673;ERR3819756	8.082118635803031	3.1830288821891175
cTEC	Loxl2	wk4_mouse2	4	44	682	83479820	0.2727272727272727		2	B002283;B002294;B002295	ERR3817921;ERR3817925;ERR3817949;ERR3817969;ERR3817977;ERR3817981;ERR3817985;ERR3817989;ERR3817993;ERR3818017;ERR3818037;ERR3818041	8.169639081636737	3.1968649502456263
cTEC	Loxl2	wk4_mouse3	4	30	282	33421245	0.26666666666666666		3	B002290;B002292	ERR3817864;ERR3817865;ERR3817866;ERR3817867;ERR3817868;ERR3817869;ERR3817870;ERR3817923;ERR3817928;ERR3817935;ERR3817951;ERR3817995	8.437746708717764	3.2384424527864364
cTEC	Loxl2	wk4_mouse4	4	46	437	84141720	0.21739130434782608		4	B001629;B001632;B002301	ERR3817804;ERR3817808;ERR3817819;ERR3817820;ERR3817832;ERR3817871;ERR3817872;ERR3817875;ERR3817876;ERR3817879;ERR3817880;ERR3817887	5.193618575897902	2.6307825396796343
cTEC	Loxl2	wk4_mouse5	4	46	448	46468564	0.13043478260869565		5	B002336;B002337;B002450	ERR3819143;ERR3819430;ERR3819435;ERR3819440;ERR3819445;ERR3819450;ERR3819455;ERR3819460;ERR3819522;ERR3819523;ERR3819528;ERR3819541	9.64092628298133	3.4115518364875714
cTEC	Loxl2	wk52_mouse1	52	13	19	16066102	0.07692307692307693		1	B002229;B002297	ERR3827146;ERR3827153;ERR3827640;ERR3827977;ERR3828391;ERR3828456;ERR3828527;ERR3828544;ERR3828594;ERR3828604;ERR3829256;ERR3829314	1.182614177353038	1.1260571263827432
cTEC	Loxl2	wk52_mouse2	52	23	0	19160105	0.0		2	B002284;B002294	ERR3825633;ERR3827634;ERR3828304;ERR3828455;ERR3828504;ERR3828509;ERR3828514;ERR3828521;ERR3828542;ERR3828571;ERR3828576;ERR3828581	0.0	0.0
cTEC	Loxl2	wk52_mouse3	52	12	0	9578836	0.0		3	B002290;B002291	ERR3825649;ERR3825777;ERR3825788;ERR3827090;ERR3827096;ERR3827143;ERR3827144;ERR3827145;ERR3827383;ERR3827384;ERR3827388;ERR3827437	0.0	0.0
cTEC	Loxl2	wk52_mouse4	52	1	0	2467610	0.0		4	B002301	ERR3828343	0.0	0.0
cTEC	Loxl2	wk52_mouse5	52	75	16	68995698	0.013333333333333334		5	B002336;B002345;B002450	ERR3827537;ERR3827544;ERR3827660;ERR3827991;ERR3828182;ERR3828303;ERR3828442;ERR3828498;ERR3828499;ERR3828500;ERR3828501;ERR3828503	0.23189851633938102	0.30088341187343176
cTEC	Loxl3	wk16_mouse1	16	2	0	7197668	0.0		1	B002285	ERR3820043;ERR3820881	0.0	0.0
cTEC	Loxl3	wk16_mouse2	16	47	2602	69296512	0.2553191489361702		2	B002283;B002288;B002295	ERR3820118;ERR3820550;ERR3820650;ERR3820786;ERR3820790;ERR3820801;ERR3820805;ERR3820813;ERR3820833;ERR3820836;ERR3820880;ERR3820884	37.54878744834949	5.268613575786025
cTEC	Loxl3	wk16_mouse3	16	7	0	12790525	0.0		3	B002292;B002293	ERR3820811;ERR3820882;ERR3820901;ERR3820905;ERR3822106;ERR3823287;ERR3823301	0.0	0.0
cTEC	Loxl3	wk16_mouse4	16	5	1350	11250541	0.4		4	B001629	ERR3820001;ERR3820673;ERR3820689;ERR3820761;ERR3820837	119.99422961082493	6.918794434709659
cTEC	Loxl3	wk16_mouse5	16	20	75	16748741	0.1		5	B002337;B002450	ERR3821231;ERR3822066;ERR3822080;ERR3822081;ERR3822082;ERR3822085;ERR3822086;ERR3822087;ERR3822093;ERR3823118;ERR3823132;ERR3823136	4.477948521623207	2.453635708550069
cTEC	Loxl3	wk1_mouse1	1	4	104	10544815	0.25		1	B002229	ERR3814651;ERR3815394;ERR3815410;ERR3815493	9.862667102267798	3.4413064653225542
cTEC	Loxl3	wk1_mouse2	1	52	3130	120386287	0.40384615384615385		2	B002284;B002288	ERR3814580;ERR3815280;ERR3815399;ERR3815407;ERR3815411;ERR3815415;ERR3815419;ERR3815426;ERR3815429;ERR3815436;ERR3815439;ERR3815441	25.99963897881492	4.754868211535485
cTEC	Loxl3	wk1_mouse3	1	36	1773	69064293	0.3333333333333333		3	B002291;B002293;B002298	ERR3815396;ERR3815400;ERR3815404;ERR3815408;ERR3815412;ERR3815475;ERR3815479;ERR3815483;ERR3815487;ERR3815491;ERR3815495;ERR3815499	25.67173170077916	4.737239591880485
cTEC	Loxl3	wk1_mouse4	1	18	849	31876677	0.4444444444444444		4	B001632	ERR3815382;ERR3815445;ERR3815449;ERR3815453;ERR3815457;ERR3815465;ERR3815469;ERR3815514;ERR3815533;ERR3815537;ERR3815541;ERR3815545	26.633892861542627	4.7883669077231925
cTEC	Loxl3	wk1_mouse5	1	31	1594	53449960	0.4838709677419355		5	B002345;B002449	ERR3816478;ERR3816719;ERR3816721;ERR3816723;ERR3816725;ERR3816727;ERR3816729;ERR3816731;ERR3816800;ERR3816802;ERR3816804;ERR3816806	29.822286115836196	4.945901966657736
cTEC	Loxl3	wk32_mouse1	32	11	1528	31048121	0.2727272727272727		1	B002229;B002297	ERR3823420;ERR3824081;ERR3825411;ERR3825416;ERR3825431;ERR3825486;ERR3825516;ERR3825544;ERR3825563;ERR3825564;ERR3825569	49.213928276046076	5.650015687502903
cTEC	Loxl3	wk32_mouse2	32	26	1386	27819821	0.23076923076923078		2	B002284;B002294	ERR3823470;ERR3823563;ERR3823570;ERR3824491;ERR3824586;ERR3824657;ERR3825333;ERR3825338;ERR3825410;ERR3825415;ERR3825420;ERR3825425	49.82059374141912	5.667341325508798
cTEC	Loxl3	wk32_mouse3	32	38	1331	31589499	0.3684210526315789		3	B002290;B002291	ERR3823353;ERR3823419;ERR3824003;ERR3824032;ERR3824036;ERR3824043;ERR3824051;ERR3824052;ERR3824053;ERR3824080;ERR3824083;ERR3824086	42.134254804104366	5.430762126796161
cTEC	Loxl3	wk32_mouse4	32	17	1327	40945218	0.29411764705882354		4	B002301	ERR3824470;ERR3824489;ERR3824494;ERR3824621;ERR3825084;ERR3825336;ERR3825423;ERR3825433;ERR3825438;ERR3825470;ERR3825513;ERR3825518	32.409157035139	5.062171676585477
cTEC	Loxl3	wk32_mouse5	32	52	1488	56603039	0.17307692307692307		5	B002336;B002345;B002449	ERR3824434;ERR3824454;ERR3824580;ERR3824641;ERR3824838;ERR3825284;ERR3825286;ERR3825288;ERR3825295;ERR3825297;ERR3825299;ERR3825306	26.288341161328812	4.770212791768984
cTEC	Loxl3	wk4_mouse1	4	9	0	9279745	0.0		1	B002297	ERR3819442;ERR3819525;ERR3819538;ERR3819553;ERR3819638;ERR3819648;ERR3819668;ERR3819673;ERR3819756	0.0	0.0
cTEC	Loxl3	wk4_mouse2	4	44	974	83479820	0.22727272727272727		2	B002283;B002294;B002295	ERR3817921;ERR3817925;ERR3817949;ERR3817969;ERR3817977;ERR3817981;ERR3817985;ERR3817989;ERR3817993;ERR3818017;ERR3818037;ERR3818041	11.667490418642494	3.6630588325315405
cTEC	Loxl3	wk4_mouse3	4	30	874	33421245	0.26666666666666666		3	B002290;B002292	ERR3817864;ERR3817865;ERR3817866;ERR3817867;ERR3817868;ERR3817869;ERR3817870;ERR3817923;ERR3817928;ERR3817935;ERR3817951;ERR3817995	26.15103057950115	4.762935054748215
cTEC	Loxl3	wk4_mouse4	4	46	2059	84141720	0.30434782608695654		4	B001629;B001632;B002301	ERR3817804;ERR3817808;ERR3817819;ERR3817820;ERR3817832;ERR3817871;ERR3817872;ERR3817875;ERR3817876;ERR3817879;ERR3817880;ERR3817887	24.470619331290116	4.6707621348024855
cTEC	Loxl3	wk4_mouse5	4	46	1940	46468564	0.1956521739130435		5	B002336;B002337;B002450	ERR3819143;ERR3819430;ERR3819435;ERR3819440;ERR3819445;ERR3819450;ERR3819455;ERR3819460;ERR3819522;ERR3819523;ERR3819528;ERR3819541	41.74865399326737	5.41780709014182
cTEC	Loxl3	wk52_mouse1	52	13	309	16066102	0.07692307692307693		1	B002229;B002297	ERR3827146;ERR3827153;ERR3827640;ERR3827977;ERR3828391;ERR3828456;ERR3828527;ERR3828544;ERR3828594;ERR3828604;ERR3829256;ERR3829314	19.23304109484678	4.338641273049466
cTEC	Loxl3	wk52_mouse2	52	23	1814	19160105	0.2608695652173913		2	B002284;B002294	ERR3825633;ERR3827634;ERR3828304;ERR3828455;ERR3828504;ERR3828509;ERR3828514;ERR3828521;ERR3828542;ERR3828571;ERR3828576;ERR3828581	94.6758903461124	6.580083516356721
cTEC	Loxl3	wk52_mouse3	52	12	344	9578836	0.3333333333333333		3	B002290;B002291	ERR3825649;ERR3825777;ERR3825788;ERR3827090;ERR3827096;ERR3827143;ERR3827144;ERR3827145;ERR3827383;ERR3827384;ERR3827388;ERR3827437	35.91250544429407	5.206037759032382
cTEC	Loxl3	wk52_mouse4	52	1	0	2467610	0.0		4	B002301	ERR3828343	0.0	0.0
cTEC	Loxl3	wk52_mouse5	52	75	2239	68995698	0.17333333333333334		5	B002336;B002345;B002450	ERR3827537;ERR3827544;ERR3827660;ERR3827991;ERR3828182;ERR3828303;ERR3828442;ERR3828498;ERR3828499;ERR3828500;ERR3828501;ERR3828503	32.451298630242135	5.0639903144549425
cTEC	Loxl4	wk16_mouse1	16	2	389	7197668	1.0		1	B002285	ERR3820043;ERR3820881	54.04528244425833	5.782547020422457
cTEC	Loxl4	wk16_mouse2	16	47	4094	69296512	0.723404255319149		2	B002283;B002288;B002295	ERR3820118;ERR3820550;ERR3820650;ERR3820786;ERR3820790;ERR3820801;ERR3820805;ERR3820813;ERR3820833;ERR3820836;ERR3820880;ERR3820884	59.079452657011075	5.908799764387138
cTEC	Loxl4	wk16_mouse3	16	7	2023	12790525	0.5714285714285714		3	B002292;B002293	ERR3820811;ERR3820882;ERR3820901;ERR3820905;ERR3822106;ERR3823287;ERR3823301	158.163953395189	7.3143698287569086
cTEC	Loxl4	wk16_mouse4	16	5	380	11250541	0.4		4	B001629	ERR3820001;ERR3820673;ERR3820689;ERR3820761;ERR3820837	33.77615352008406	5.120026464438609
