CellID	ClusterID	Position	PlateID	Column	Row	SortType	SortDay	Age	SubType	sizeFactor	ExportSample	cell_barcode	total_counts_all_features	detected_features_all_features	join_id	Characteristics[individual]	Characteristics[age]	Factor Value[age]	Characteristics[cell type]	Characteristics[FACS marker]	Characteristics[inferred cell type]	Comment[ENA_RUN]	Assay Name	age_week	individual	biological_mouse_id
G19.B002297.1_32.4.52.1_S199	10	G19	B002297	19	G	mTEChi	1	52wk	sTEC	1.84687403465185	day1	G19.B002297.1_32.4.52.1_S199	1466045	6151	G19B0022971324521S199	1	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	eTEC2	ERR3828118	G19-B002297-1_32-4-52-1_S199	52	1	wk52_mouse1
G2.B002297.1_32.4.52.1_S182	7	G2	B002297	2	G	mTEChi	1	32wk	Mature mTEC	3.35536866637086	day1	G2.B002297.1_32.4.52.1_S182	3622367	3993	G2B0022971324521S182	1	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824862	G2-B002297-1_32-4-52-1_S182	32	1	wk32_mouse1
G22.B002229.1_52.1.32.1_S238	7	G22	B002229	22	G	mTEChi	1	32wk	Mature mTEC	2.05992679883555	day1	G22.B002229.1_52.1.32.1_S238	2223130	4790	G22B0022291521321S238	1	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823628	G22-B002229-1_52-1-32-1_S238	32	1	wk32_mouse1
G22.B002297.1_32.4.52.1_S202	5	G22	B002297	22	G	mTEChi	1	52wk	Tuft-like mTEC	0.147243566786164	day1	G22.B002297.1_32.4.52.1_S202	230075	2703	G22B0022971324521S202	1	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Tuft-like.mTEC	ERR3828135	G22-B002297-1_32-4-52-1_S202	52	1	wk52_mouse1
G23.B002297.1_32.4.52.1_S203	7	G23	B002297	23	G	mTEChi	1	52wk	Mature mTEC	0.828501143975938	day1	G23.B002297.1_32.4.52.1_S203	1001101	6193	G23B0022971324521S203	1	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828140	G23-B002297-1_32-4-52-1_S203	52	1	wk52_mouse1
G24.B002297.1_32.4.52.1_S282	7	G24	B002297	24	G	mTEChi	1	52wk	Mature mTEC	1.44914189843956	day1	G24.B002297.1_32.4.52.1_S282	1414672	6020	G24B0022971324521S282	1	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828147	G24-B002297-1_32-4-52-1_S282	52	1	wk52_mouse1
G7.B002297.1_32.4.52.1_S187	7	G7	B002297	7	G	mTEChi	1	32wk	Mature mTEC	0.640660937494866	day1	G7.B002297.1_32.4.52.1_S187	766107	3985	G7B0022971324521S187	1	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824887	G7-B002297-1_32-4-52-1_S187	32	1	wk32_mouse1
H1.B002297.1_32.4.52.1_S205	7	H1	B002297	1	H	mTEChi	1	32wk	Mature mTEC	3.16987472697162	day1	H1.B002297.1_32.4.52.1_S205	3909668	4417	H1B0022971324521S205	1	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824917	H1-B002297-1_32-4-52-1_S205	32	1	wk32_mouse1
H11.B002297.1_32.4.52.1_S215	7	H11	B002297	11	H	mTEChi	1	4wk	Mature mTEC	2.07369373671994	day1	H11.B002297.1_32.4.52.1_S215	2560106	7501	H11B0022971324521S215	1	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3818883	H11-B002297-1_32-4-52-1_S215	4	1	wk4_mouse1
H19.B002285.1_4.52.16.1_S211	7	H19	B002285	19	H	mTEChi	1	16wk	Mature mTEC	3.49590110200262	day1	H19.B002285.1_4.52.16.1_S211	3341949	8218	H19B0022851452161S211	1	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3820377	H19-B002285-1_4-52-16-1_S211	16	1	wk16_mouse1
H20.B002297.1_32.4.52.1_S224	7	H20	B002297	20	H	mTEChi	1	52wk	Mature mTEC	3.24568121796298	day1	H20.B002297.1_32.4.52.1_S224	3322724	7144	H20B0022971324521S224	1	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828192	H20-B002297-1_32-4-52-1_S224	52	1	wk52_mouse1
H22.B002297.1_32.4.52.1_S226	7	H22	B002297	22	H	mTEChi	1	52wk	Mature mTEC	2.06941703495362	day1	H22.B002297.1_32.4.52.1_S226	2509044	5830	H22B0022971324521S226	1	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828202	H22-B002297-1_32-4-52-1_S226	52	1	wk52_mouse1
H5.B002297.1_32.4.52.1_S209	7	H5	B002297	5	H	mTEChi	1	32wk	Mature mTEC	2.90824268071907	day1	H5.B002297.1_32.4.52.1_S209	3255346	4142	H5B0022971324521S209	1	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824947	H5-B002297-1_32-4-52-1_S209	32	1	wk32_mouse1
H6.B002297.1_32.4.52.1_S210	7	H6	B002297	6	H	mTEChi	1	32wk	Mature mTEC	2.80103703991132	day1	H6.B002297.1_32.4.52.1_S210	3347377	4975	H6B0022971324521S210	1	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824952	H6-B002297-1_32-4-52-1_S210	32	1	wk32_mouse1
H7.B002297.1_32.4.52.1_S211	6	H7	B002297	7	H	mTEChi	1	32wk	Proliferating TEC	4.51324020802407	day1	H7.B002297.1_32.4.52.1_S211	4270385	8092	H7B0022971324521S211	1	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3824957	H7-B002297-1_32-4-52-1_S211	32	1	wk32_mouse1
I1.B002297.1_32.4.52.1_S229	7	I1	B002297	1	I	mTEChi	1	32wk	Mature mTEC	2.64529619618385	day1	I1.B002297.1_32.4.52.1_S229	3336355	4378	I1B0022971324521S229	1	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824989	I1-B002297-1_32-4-52-1_S229	32	1	wk32_mouse1
I12.B002229.1_52.1.32.1_S276	7	I12	B002229	12	I	mTEChi	1	1wk	Mature mTEC	6.1586984243968	day1	I12.B002229.1_52.1.32.1_S276	5238474	8959	I12B0022291521321S276	1	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3815070	I12-B002229-1_52-1-32-1_S276	1	1	wk1_mouse1
I23.B002297.1_32.4.52.1_S251	2	I23	B002297	23	I	gmTEC	1	52wk	Intertypical TEC	0.581045261812851	day1	I23.B002297.1_32.4.52.1_S251	630388	4077	I23B0022971324521S251	1	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3828272	I23-B002297-1_32-4-52-1_S251	52	1	wk52_mouse1
I8.B002229.1_52.1.32.1_S272	7	I8	B002229	8	I	mTEChi	1	52wk	Mature mTEC	2.67162885735359	day1	I8.B002229.1_52.1.32.1_S272	2335641	6981	I8B0022291521321S272	1	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3826902	I8-B002229-1_52-1-32-1_S272	52	1	wk52_mouse1
J17.B002285.1_4.52.16.1_S257	2	J17	B002285	17	J	gmTEC	1	16wk	Intertypical TEC	2.18828112580724	day1	J17.B002285.1_4.52.16.1_S257	2272761	5665	J17B0022851452161S257	1	16	16	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3820536	J17-B002285-1_4-52-16-1_S257	16	1	wk16_mouse1
J19.B002297.1_32.4.52.1_S271	2	J19	B002297	19	J	gmTEC	1	52wk	Intertypical TEC	0.220487577021361	day1	J19.B002297.1_32.4.52.1_S271	324862	2501	J19B0022971324521S271	1	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3828319	J19-B002297-1_32-4-52-1_S271	52	1	wk52_mouse1
J21.B002229.1_52.1.32.1_S9	2	J21	B002229	21	J	gmTEC	1	32wk	Intertypical TEC	0.294252616186497	day1	J21.B002229.1_52.1.32.1_S9	432468	2457	J21B0022291521321S9	1	32	32	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3823884	J21-B002229-1_52-1-32-1_S9	32	1	wk32_mouse1
J22.B002297.1_32.4.52.1_S274	2	J22	B002297	22	J	gmTEC	1	52wk	Intertypical TEC	0.861871959080148	day1	J22.B002297.1_32.4.52.1_S274	836387	3484	J22B0022971324521S274	1	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3828336	J22-B002297-1_32-4-52-1_S274	52	1	wk52_mouse1
K13.B002297.1_32.4.52.1_S289	1	K13	B002297	13	K	gmTEC	1	4wk	Post-Aire mTEC	1.64585153290222	day1	K13.B002297.1_32.4.52.1_S289	1536625	6028	K13B0022971324521S289	1	4	4	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Post-Aire.mTEC	ERR3819238	K13-B002297-1_32-4-52-1_S289	4	1	wk4_mouse1
K20.B002297.1_32.4.52.1_S296	3	K20	B002297	20	K	gmTEC	1	52wk	Mature cTEC	1.59439070495708	day1	K20.B002297.1_32.4.52.1_S296	1421797	5224	K20B0022971324521S296	1	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Mature.cTEC	ERR3828391	K20-B002297-1_32-4-52-1_S296	52	1	wk52_mouse1
K23.B002297.1_32.4.52.1_S299	2	K23	B002297	23	K	gmTEC	1	52wk	Intertypical TEC	0.914742623750882	day1	K23.B002297.1_32.4.52.1_S299	877740	3850	K23B0022971324521S299	1	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3828405	K23-B002297-1_32-4-52-1_S299	52	1	wk52_mouse1
L20.B002285.1_4.52.16.1_S8	2	L20	B002285	20	L	gmTEC	1	16wk	Intertypical TEC	0.613271445218366	day1	L20.B002285.1_4.52.16.1_S8	655321	3900	L20B0022851452161S8	1	16	16	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3820718	L20-B002285-1_4-52-16-1_S8	16	1	wk16_mouse1
L24.B002297.1_32.4.52.1_S22	2	L24	B002297	24	L	gmTEC	1	52wk	Intertypical TEC	0.302649488412482	day1	L24.B002297.1_32.4.52.1_S22	320311	4299	L24B0022971324521S22	1	52	52	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3828478	L24-B002297-1_32-4-52-1_S22	52	1	wk52_mouse1
M1.B002297.1_32.4.52.1_S25	2	M1	B002297	1	M	gmTEC	1	32wk	Intertypical TEC	3.05383948908944	day1	M1.B002297.1_32.4.52.1_S25	2920416	2465	M1B0022971324521S25	1	32	32	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Intertypical.TEC	ERR3825291	M1-B002297-1_32-4-52-1_S25	32	1	wk32_mouse1
M10.B002229.1_52.1.32.1_S70	3	M10	B002229	10	M	cTEC	1	1wk	Mature cTEC	0.465123911532311	day1	M10.B002229.1_52.1.32.1_S70	508397	1596	M10B0022291521321S70	1	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3815394	M10-B002229-1_52-1-32-1_S70	1	1	wk1_mouse1
M13.B002297.1_32.4.52.1_S37	3	M13	B002297	13	M	cTEC	1	4wk	Mature cTEC	1.23965701076731	day1	M13.B002297.1_32.4.52.1_S37	1304938	3860	M13B0022971324521S37	1	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3819442	M13-B002297-1_32-4-52-1_S37	4	1	wk4_mouse1
M14.B002229.1_52.1.32.1_S74	9	M14	B002229	14	M	cTEC	1	1wk	Perinatal cTEC	10.9174962078853	day1	M14.B002229.1_52.1.32.1_S74	8580894	9374	M14B0022291521321S74	1	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Perintal.cTEC	ERR3815410	M14-B002229-1_52-1-32-1_S74	1	1	wk1_mouse1
M21.B002297.1_32.4.52.1_S45	3	M21	B002297	21	M	cTEC	1	52wk	Mature cTEC	0.159044163560172	day1	M21.B002297.1_32.4.52.1_S45	237319	2200	M21B0022971324521S45	1	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828527	M21-B002297-1_32-4-52-1_S45	52	1	wk52_mouse1
M24.B002297.1_32.4.52.1_S30	2	M24	B002297	24	M	cTEC	1	52wk	Intertypical TEC	2.74474051761263	day1	M24.B002297.1_32.4.52.1_S30	2068346	5460	M24B0022971324521S30	1	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3828544	M24-B002297-1_32-4-52-1_S30	52	1	wk52_mouse1
M6.B002297.1_32.4.52.1_S30	1	M6	B002297	6	M	gmTEC	1	32wk	Post-Aire mTEC	0.342293699461878	day1	M6.B002297.1_32.4.52.1_S30	264917	2918	M6B0022971324521S30	1	32	32	Dsg3+TEC	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3+	Post-Aire.mTEC	ERR3825329	M6-B002297-1_32-4-52-1_S30	32	1	wk32_mouse1
M9.B002297.1_32.4.52.1_S33	2	M9	B002297	9	M	cTEC	1	4wk	Intertypical TEC	0.930659445944704	day1	M9.B002297.1_32.4.52.1_S33	1076397	1743	M9B0022971324521S33	1	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3819525	M9-B002297-1_32-4-52-1_S33	4	1	wk4_mouse1
N1.B002229.1_52.1.32.1_S85	3	N1	B002229	1	N	cTEC	1	52wk	Mature cTEC	2.54828686455486	day1	N1.B002229.1_52.1.32.1_S85	2465067	5185	N1B0022291521321S85	1	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3827146	N1-B002229-1_52-1-32-1_S85	52	1	wk52_mouse1
N10.B002297.1_32.4.52.1_S58	2	N10	B002297	10	N	cTEC	1	4wk	Intertypical TEC	1.628446094547	day1	N10.B002297.1_32.4.52.1_S58	1650017	4525	N10B0022971324521S58	1	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3819538	N10-B002297-1_32-4-52-1_S58	4	1	wk4_mouse1
N13.B002297.1_32.4.52.1_S61	2	N13	B002297	13	N	cTEC	1	4wk	Intertypical TEC	1.19873239297599	day1	N13.B002297.1_32.4.52.1_S61	1284765	5508	N13B0022971324521S61	1	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3819553	N13-B002297-1_32-4-52-1_S61	4	1	wk4_mouse1
N14.B002229.1_52.1.32.1_S98	3	N14	B002229	14	N	cTEC	1	1wk	Mature cTEC	0.156001757954573	day1	N14.B002229.1_52.1.32.1_S98	234688	1190	N14B0022291521321S98	1	1	1	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3815493	N14-B002229-1_52-1-32-1_S98	1	1	wk1_mouse1
N17.B002285.1_4.52.16.1_S53	3	N17	B002285	17	N	cTEC	1	16wk	Mature cTEC	4.46901374651392	day1	N17.B002285.1_4.52.16.1_S53	4097963	6492	N17B0022851452161S53	1	16	16	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3820881	N17-B002285-1_4-52-16-1_S53	16	1	wk16_mouse1
N18.B002229.1_52.1.32.1_S102	2	N18	B002229	18	N	cTEC	1	32wk	Intertypical TEC	1.64738722467513	day1	N18.B002229.1_52.1.32.1_S102	1774698	4814	N18B0022291521321S102	1	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3824081	N18-B002229-1_52-1-32-1_S102	32	1	wk32_mouse1
N2.B002229.1_52.1.32.1_S86	2	N2	B002229	2	N	cTEC	1	52wk	Intertypical TEC	0.470978011102719	day1	N2.B002229.1_52.1.32.1_S86	668219	2450	N2B0022291521321S86	1	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3827153	N2-B002229-1_52-1-32-1_S86	52	1	wk52_mouse1
N2.B002297.1_32.4.52.1_S50	2	N2	B002297	2	N	cTEC	1	32wk	Intertypical TEC	3.88811565070408	day1	N2.B002297.1_32.4.52.1_S50	3930499	1705	N2B0022971324521S50	1	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825411	N2-B002297-1_32-4-52-1_S50	32	1	wk32_mouse1
N21.B002297.1_32.4.52.1_S69	3	N21	B002297	21	N	cTEC	1	52wk	Mature cTEC	2.44534429151086	day1	N21.B002297.1_32.4.52.1_S69	2256284	5918	N21B0022971324521S69	1	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828594	N21-B002297-1_32-4-52-1_S69	52	1	wk52_mouse1
N23.B002297.1_32.4.52.1_S71	3	N23	B002297	23	N	cTEC	1	52wk	Mature cTEC	0.161093689291023	day1	N23.B002297.1_32.4.52.1_S71	167649	2489	N23B0022971324521S71	1	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828604	N23-B002297-1_32-4-52-1_S71	52	1	wk52_mouse1
N3.B002297.1_32.4.52.1_S51	2	N3	B002297	3	N	cTEC	1	32wk	Intertypical TEC	2.21862520319939	day1	N3.B002297.1_32.4.52.1_S51	2334464	2432	N3B0022971324521S51	1	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825416	N3-B002297-1_32-4-52-1_S51	32	1	wk32_mouse1
N6.B002297.1_32.4.52.1_S54	3	N6	B002297	6	N	cTEC	1	32wk	Mature cTEC	2.16207830328353	day1	N6.B002297.1_32.4.52.1_S54	2147093	2954	N6B0022971324521S54	1	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3825431	N6-B002297-1_32-4-52-1_S54	32	1	wk32_mouse1
N9.B002297.1_32.4.52.1_S57	3	N9	B002297	9	N	cTEC	1	4wk	Mature cTEC	0.700993069171633	day1	N9.B002297.1_32.4.52.1_S57	1193380	2014	N9B0022971324521S57	1	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3819638	N9-B002297-1_32-4-52-1_S57	4	1	wk4_mouse1
O11.B002297.1_32.4.52.1_S83	1	O11	B002297	11	O	cTEC	1	4wk	Post-Aire mTEC	0.196128012730225	day1	O11.B002297.1_32.4.52.1_S83	155345	4406	O11B0022971324521S83	1	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Post-Aire.mTEC	ERR3819648	O11-B002297-1_32-4-52-1_S83	4	1	wk4_mouse1
O15.B002297.1_32.4.52.1_S87	10	O15	B002297	15	O	cTEC	1	4wk	sTEC	0.980741277418523	day1	O15.B002297.1_32.4.52.1_S87	963846	2994	O15B0022971324521S87	1	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	eTEC2	ERR3819668	O15-B002297-1_32-4-52-1_S87	4	1	wk4_mouse1
O16.B002297.1_32.4.52.1_S88	2	O16	B002297	16	O	cTEC	1	4wk	Intertypical TEC	0.823649593690814	day1	O16.B002297.1_32.4.52.1_S88	896115	4084	O16B0022971324521S88	1	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3819673	O16-B002297-1_32-4-52-1_S88	4	1	wk4_mouse1
O17.B002297.1_32.4.52.1_S89	3	O17	B002297	17	O	cTEC	1	52wk	Mature cTEC	1.5903268064044	day1	O17.B002297.1_32.4.52.1_S89	1426552	4527	O17B0022971324521S89	1	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3829256	O17-B002297-1_32-4-52-1_S89	52	1	wk52_mouse1
O2.B002297.1_32.4.52.1_S74	3	O2	B002297	2	O	cTEC	1	32wk	Mature cTEC	4.12639269132785	day1	O2.B002297.1_32.4.52.1_S74	4278716	3326	O2B0022971324521S74	1	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3825486	O2-B002297-1_32-4-52-1_S74	32	1	wk32_mouse1
O8.B002297.1_32.4.52.1_S80	2	O8	B002297	8	O	cTEC	1	32wk	Intertypical TEC	2.07912154609411	day1	O8.B002297.1_32.4.52.1_S80	2015780	3931	O8B0022971324521S80	1	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825516	O8-B002297-1_32-4-52-1_S80	32	1	wk32_mouse1
P1.B002297.1_32.4.52.1_S97	2	P1	B002297	1	P	cTEC	1	32wk	Intertypical TEC	2.70704449359959	day1	P1.B002297.1_32.4.52.1_S97	2931091	1915	P1B0022971324521S97	1	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3825544	P1-B002297-1_32-4-52-1_S97	32	1	wk32_mouse1
P13.B002297.1_32.4.52.1_S109	2	P13	B002297	13	P	cTEC	1	4wk	Intertypical TEC	0.740204829417621	day1	P13.B002297.1_32.4.52.1_S109	754942	4063	P13B0022971324521S109	1	4	4	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3819756	P13-B002297-1_32-4-52-1_S109	4	1	wk4_mouse1
P2.B002297.1_32.4.52.1_S98	3	P2	B002297	2	P	cTEC	1	32wk	Mature cTEC	0.187071393319868	day1	P2.B002297.1_32.4.52.1_S98	457643	5334	P2B0022971324521S98	1	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3825563	P2-B002297-1_32-4-52-1_S98	32	1	wk32_mouse1
P22.B002297.1_32.4.52.1_S118	3	P22	B002297	22	P	cTEC	1	52wk	Mature cTEC	0.188044208088857	day1	P22.B002297.1_32.4.52.1_S118	225524	2851	P22B0022971324521S118	1	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3828456	P22-B002297-1_32-4-52-1_S118	52	1	wk52_mouse1
P23.B002297.1_32.4.52.1_S119	3	P23	B002297	23	P	cTEC	1	52wk	Mature cTEC	0.84644556402684	day1	P23.B002297.1_32.4.52.1_S119	765019	5022	P23B0022971324521S119	1	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3829314	P23-B002297-1_32-4-52-1_S119	52	1	wk52_mouse1
P24.B002297.1_32.4.52.1_S54	2	P24	B002297	24	P	cTEC	1	52wk	Intertypical TEC	1.25300499876422	day1	P24.B002297.1_32.4.52.1_S54	1215195	4962	P24B0022971324521S54	1	52	52	cTEC	CD45-EpCAM+Ly51+CD80-	Intertypical.TEC	ERR3829356	P24-B002297-1_32-4-52-1_S54	52	1	wk52_mouse1
P3.B002297.1_32.4.52.1_S99	3	P3	B002297	3	P	cTEC	1	32wk	Mature cTEC	6.81377123225566	day1	P3.B002297.1_32.4.52.1_S99	6285382	6448	P3B0022971324521S99	1	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3825569	P3-B002297-1_32-4-52-1_S99	32	1	wk32_mouse1
P6.B002297.1_32.4.52.1_S102	3	P6	B002297	6	P	cTEC	1	32wk	Mature cTEC	0.943724113270144	day1	P6.B002297.1_32.4.52.1_S102	1045386	2413	P6B0022971324521S102	1	32	32	cTEC	CD45-EpCAM+Ly51+CD80-	Mature.cTEC	ERR3825564	P6-B002297-1_32-4-52-1_S102	32	1	wk32_mouse1
B1.B002294.2_32.4.52.1_S109	8	B1	B002294	1	B	mTEClo	2	32wk	nTEC	1.3178658825738	day2	B1.B002294.2_32.4.52.1_S109	1048642	4231	B1B0022942324521S109	2	32	32	mTEClo	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3-	eTEC1	ERR3824391	B1-B002294-2_32-4-52-1_S109	32	2	wk32_mouse2
B10.B002294.2_32.4.52.1_S118	2	B10	B002294	10	B	mTEClo	2	4wk	Intertypical TEC	1.70341293471703	day2	B10.B002294.2_32.4.52.1_S118	1599739	4988	B10B0022942324521S118	2	4	4	mTEClo	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3-	Intertypical.TEC	ERR3817114	B10-B002294-2_32-4-52-1_S118	4	2	wk4_mouse2
B11.B002284.2_52.1.32.1_S275	2	B11	B002284	11	B	mTEClo	2	1wk	Intertypical TEC	1.5202621445523	day2	B11.B002284.2_52.1.32.1_S275	1603401	5925	B11B0022842521321S275	2	1	1	mTEClo	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3-	Intertypical.TEC	ERR3814487	B11-B002284-2_52-1-32-1_S275	1	2	wk1_mouse2
B11.B002294.2_32.4.52.1_S119	2	B11	B002294	11	B	mTEClo	2	4wk	Intertypical TEC	0.470508326723562	day2	B11.B002294.2_32.4.52.1_S119	554254	3880	B11B0022942324521S119	2	4	4	mTEClo	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3-	Intertypical.TEC	ERR3818217	B11-B002294-2_32-4-52-1_S119	4	2	wk4_mouse2
B13.B002294.2_32.4.52.1_S121	2	B13	B002294	13	B	mTEClo	2	4wk	Intertypical TEC	2.27489818801844	day2	B13.B002294.2_32.4.52.1_S121	2071602	6150	B13B0022942324521S121	2	4	4	mTEClo	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3-	Intertypical.TEC	ERR3818227	B13-B002294-2_32-4-52-1_S121	4	2	wk4_mouse2
B14.B002284.2_52.1.32.1_S278	2	B14	B002284	14	B	mTEClo	2	1wk	Intertypical TEC	1.80118687983489	day2	B14.B002284.2_52.1.32.1_S278	1925846	7556	B14B0022842521321S278	2	1	1	mTEClo	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3-	Intertypical.TEC	ERR3814499	B14-B002284-2_52-1-32-1_S278	1	2	wk1_mouse2
B14.B002294.2_32.4.52.1_S122	1	B14	B002294	14	B	mTEClo	2	4wk	Post-Aire mTEC	0.0844190714028697	day2	B14.B002294.2_32.4.52.1_S122	150770	2107	B14B0022942324521S122	2	4	4	mTEClo	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3-	Post-Aire.mTEC	ERR3818232	B14-B002294-2_32-4-52-1_S122	4	2	wk4_mouse2
B14.B002295.2_1.16.4.1_S206	2	B14	B002295	14	B	mTEClo	2	16wk	Intertypical TEC	1.14400184777974	day2	B14.B002295.2_1.16.4.1_S206	1153688	2166	B14B002295211641S206	2	16	16	mTEClo	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3-	Intertypical.TEC	ERR3821207	B14-B002295-2_1-16-4-1_S206	16	2	wk16_mouse2
B16.B002284.2_52.1.32.1_S280	2	B16	B002284	16	B	mTEClo	2	1wk	Intertypical TEC	2.78524667757085	day2	B16.B002284.2_52.1.32.1_S280	2821654	7347	B16B0022842521321S280	2	1	1	mTEClo	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3-	Intertypical.TEC	ERR3814507	B16-B002284-2_52-1-32-1_S280	1	2	wk1_mouse2
B17.B002283.2_4.52.16.1_S197	1	B17	B002283	17	B	mTEClo	2	16wk	Post-Aire mTEC	0.105706875593369	day2	B17.B002283.2_4.52.16.1_S197	173955	3163	B17B0022832452161S197	2	16	16	mTEClo	CD45-EpCAM+Ly51-CD80loMHCIIloDsg3-	Post-Aire.mTEC	ERR3819868	B17-B002283-2_4-52-16-1_S197	16	2	wk16_mouse2
