cell_type_subset,gene,present,status,n_pseudobulk_samples,n_02mo,n_18mo,cells_02mo,cells_18mo,baseMean,log2FoldChange,lfcSE,pvalue,padj
19:mimetic(goblet),Lox,True,ok,4,2,2,41,119,7.15884966578998,0.15183577486660907,0.9198894205562874,0.8688977600387489,
19:mimetic(goblet),Loxl1,True,ok,4,2,2,41,119,0.8784964405014527,2.285193786881998,4.787097340780204,0.633102074324685,
19:mimetic(goblet),Loxl2,True,ok,4,2,2,41,119,0.12549949150020753,-0.5288648993775361,5.349460679679729,0.9212468732724524,
19:mimetic(goblet),Loxl3,True,not_tested_zero_counts,4,2,2,41,119,,,,,
19:mimetic(goblet),Loxl4,True,ok,4,2,2,41,119,0.12089602626672935,-0.5560673531923062,5.353113189657944,0.917266661058365,
