cell_type_subset,gene,present,status,n_pseudobulk_samples,n_02mo,n_18mo,cells_02mo,cells_18mo,baseMean,log2FoldChange,lfcSE,pvalue,padj
18:mimetic(neuroendo),Lox,True,ok,4,2,2,87,121,0.14901253920074783,0.8469250033568729,5.369208806206219,0.8746637334206604,
18:mimetic(neuroendo),Loxl1,True,ok,4,2,2,87,121,2.43788710555898,-1.8293598808703453,2.063899500912187,0.37542306564196826,
18:mimetic(neuroendo),Loxl2,True,ok,4,2,2,87,121,1.9889487082049915,-2.308245048403328,2.1770791685251805,0.28903153557188876,
18:mimetic(neuroendo),Loxl3,True,ok,4,2,2,87,121,0.61033660786574,-0.2489879561682226,3.868078543495174,0.948675670456822,
18:mimetic(neuroendo),Loxl4,True,not_tested_zero_counts,4,2,2,87,121,,,,,
